a	1
aa	2	s1	L0,1
aalborg	1
aaron	1
ab	2
christie	1
christina	2	1
christine	1	1
christofer	1	1
christoffer	1	1
christoph	1	1
christophe	1	1
christopher	1	1
christy	1
chrysler	1
chu	1
chuck	1
chung	1
churchill	1
cia	1	2
ciao	1
cicero	1
cider	1
cigarett	1	2
cigaretten	1	2
cigaretter	1	2
cigarettrök	2	2	s3	L3
cigarr	1	1
cigarrer	1	1
cigg	1
cilla	2
cincinnati	1	2
cinderella	1	2
cindy	1
cinema	1
circus	1
cirka	2
cirkel	2
cirkeln	2
cirklar	2
cirklarna	2
cirkulation	1	3
cirkulera	1	2
cirkulerade	1	2
cirkulerar	1	2
cirkulär	1	2
cirkus	1
cirkusen	1
cissi	2
citadellet	1	2
citat	1	1
citaten	1	1
citatet	1	1
citattecken	2	1	s2	L1
citera	1	1
citerad	1	1
citerade	1	1
citerar	1	1
citeras	1	1
citerat	1	1
citizen	1
citron	1	1
citroner	1	1
citrus	1
city	1
citys	1
civil	1	1
civila	1	1
civilbefolkningen	2	1	s3	L1
civilekonom	2	1	s4	L1,4
civilförsvaret	2	1	s3	L1,3
civilingenjör	2	1	s4	L1,4
civilingenjörer	2	1	s4	L1,4
civilingenjörsexamen	2	1	s6	L1,4,6
civilisation	1	4
civilisationen	1	4
civilisationens	1	4
civilisationer	1	4
civiliserad	1	3
civiliserade	1	3
civiliserat	1	3
civilsamhället	2	1	s3	L1
civilt	1	1
cl	1	2
claes	1
claeson	1
claesson	1
claire	1
clapton	1
clara	2
claras	2
clare	1
clarence	1
clark	1
clarke	1
clarks	1
clas	1
clash	1
class	1
classic	1
classics	1
claude	1
claudia	1
claudio	1
claus	1
clay	1
clemens	1
cleopatra	1	1	o
cleveland	1
cliff	1
clint	1
clinton	1
clintons	1
clock	1
cloetta	2	1
clown	1
clownen	1
clowner	2
clownerna	2
club	1
clubs	1
cm	1	2
cnn	1	2
co	2
coacha	2
coachen	1
coacher	2
cobra	2	o
coca	1
cockpit	1
cocktail	1
cocktails	1
coco	2
code	1	o
cognac	1
cohen	1
cola	2	o
colan	2	o
colin	1
collage	1	1
collection	1	1
college	1
collie	1
collier	1
collin	1
collins	1
cologne	1	1
colombia	1	1
colombianska	1	3
colombo	1	1
color	1
colorado	1	2
colors	2	o
colosseum	2	2
colour	1
colt	1
columbia	1	1
columbus	1	1
com	1
combi	1
combo	1
comeback	1	1
comfort	1	1
commercial	1	1
commission	1	1
communication	1	3
communications	1	3
como	1	o
compact	1
company	1
computer	1	1
comviq	1
con	1
concordia	1	1	o
conference	1
connecticut	1	1
connection	1	1
connery	1
connie	1
conny	1
conrad	1
constance	1
container	1	1
containern	1	1
containrar	1	1
continental	1	3
control	1	1
controller	1	1
conway	1
cook	1
cool	1
coola	2
coolaste	2
coolt	1
cooper	1
copco	1
copyright	1
copywriter	1
coq	1
cord	1	o
cordelia	1	1
cornelia	1	1
cornelis	1	1
cornelius	1	1
cornflakes	1
cornwall	1	o
corp	1
corporation	1	2
corps	1	o
corvette	1	1
costello	1	1
council	1
coupe	1
cover	1
covers	1
cowboy	1
cowboys	1
cox	1
coyote	1	1
cp	2
cr	1
crack	1
craig	1
crash	1
crawford	1
crawl	1
crazy	1
credit	1
creme	1
crescent	1
crest	1
cricket	1
cristina	2	1
cromwell	1
crosby	1
cross	1
crown	1
cruise	1
cruz	1
crème	1
cska	1	3
csn	1	2
cuba	2
cuf	1
cup	1
cupen	1
cupfinalen	2	s2	L2
cups	1
curling	1
current	1
curry	1
curt	1
custom	1
cyanid	1	2
cykel	1
cykelbana	2	s2	L2
cykelbanan	2	s2	L2
cykelbanor	2	s2	L2
cykelhjälm	2	s2
cykeln	1
cykelställ	2	s2
cykeltur	2	s2	L2
cykelväg	2	s2	L2
cykelvägar	2	s2	L2
cykelvägen	2	s2	L2
cykla	2
cyklade	2
cyklar	2
cyklarna	2
cyklat	2
cykler	1
cykling	2
cyklist	1	1
cyklisten	1	1
cyklister	1	1
cyklisterna	1	1
cylinder	1	1
cylindern	1	1
cylindrar	1	1
cynisk	1
cyniska	1
cyniskt	1
cynism	1	1
cypern	1
cyril	1
cyrus	1
céline	1	1
césar	1
d	1
da	1
dabba	2
dada	2
dadlar	2
dag	1
daga	2
dagar	2
dagarna	2
dagarnas	2
dagars	2
dagblad	2	s1	L0,1
dagbladet	2	s1	L0,1
dagbladets	2	s1	L0,1
dagbok	2	s1	L0,1
dagboken	2	s1	L0,1
dagböcker	2	s1	L0
dagen	1
dagens	1
dager	1
daggmask	2	s1
daghem	2	s1	L0
dagis	1
dagisbarn	2	s2	L0,2
dagiset	1
daglig	2
dagliga	2
dagligen	2
dagligt	2
dagmar	1
dagny	1
dagordning	2	s1	L0,1
dagordningen	2	s1	L0,1
dags	1
dagsböter	2	s1	L1
dagsljus	2	s1	L1
dagsljuset	2	s1	L1
dagsläget	2	s1	L1
dagstidning	2	s1	L1
dagstidningar	2	s1	L1
dagstidningarna	2	s1	L1
dagstidningen	2	s1	L1
dagsverke	2	s1
dagtid	2	s1	L0,1
dahl	1
dahlberg	2	s1	L0
dahlbom	2	s1	L0
dahlgren	2	s1	L0,1
dahlia	1
dahlin	1	1
dahlman	1
dahlquist	2
dahlqvist	2	s1	L0
dahlström	2	s1	L0
dahlén	1	1
dahmer	1
daily	1
daisy	1
dakota	1	1	o
dal	1
dala	2
dalahästar	2	s2	L0
dalai	1
dalar	2
dalarna	2
dalarnas	2
dalarö	2	s2	L0,2
dalbana	2	s1	L0,1
dalby	1
dale	2
dalen	1
daler	1
dalgång	2	s1	L0
dalgången	2	s1	L0
dali	1	1
dallas	1
dalmål	2	s1	L0,1
dals	1
dalsland	1
dalta	2
daltande	2
dalälven	2	s1	L0
dam	1
damallsvenskan	2	s2	L0
damaskus	1	1
damberg	2	s1	L0
dame	1
damen	1
damer	2
damerna	2
damernas	2
damfotboll	2	s2	L0,1
damfotbollen	2	s2	L0,1
damklassen	2	s1	L0
damlag	2	s1	L0,1
damlaget	2	s1	L0,1
damlandslaget	2	s2	L0,2
damm	1
damma	2
dammar	2
dammen	1
dammet	1
dammig	2
dammigt	2
dammsuga	2	s1	L1
dammsugare	2	s1	L1
dammsugaren	2	s1	L1
dammsugit	2	s1	L1
dammsugning	2	s1	L1
dammsög	2	s1	L1
damp	1
damsidan	2	s1	L0,1
dan	1
dana	2
danderyd	2	s2	L2
danderyds	2	s2	L2
dane	2
dani	1	1
danica	1
daniel	2
daniela	2	2
danielle	1	2
daniels	2
danielsson	2
danielssons	2
danilo	1	1
dank	1
danmark	1
danmarks	1
danne	2
danny	1
dans	1
dansa	2
dansade	2
dansande	2
dansar	2
dansare	2
dansaren	2
dansarna	2
dansat	2
dansband	2	s1
dansen	1
dansens	1
danser	2
dansgolv	2	s1
dansgolvet	2	s1
dansk	1
danska	2
danskan	2
danskar	2
danskarna	2
danskarnas	2
danske	2
dansken	1
danskt	1
dansmusik	2	s2	L1,2
dansskola	2	s1	L1
dansös	1	1
dant	1
dante	2
dantes	2
danzig	1
dar	1
darin	1	1
dario	1
darius	1
dark	1
darling	1
darrande	2
darrar	2
darren	1
dart	1
darwin	1
darwins	1
dass	1
data	2
databas	2	s2	L0,2
databasen	2	s2	L0,2
databaser	2	s2	L0,2
datainspektionen	2
dataintrång	2	s3	L0
datalagring	2	s2	L0,2
datan	2
dataspel	2	s2	L0,2
datasystem	2	s3	L0,3
datateknik	2	s3	L0,3
datatrafik	2	s3	L0,3
datavetenskap	2	s4	L0,2,4
daterade	1	1
daterar	1	1
dateras	1	1
daterat	1	1
datering	1	1
dato	2
dator	2
datorer	1	1
datorerna	1	1
datorn	2
datorns	2
datorprogram	2	s3	L0
datorspel	2	s2	L0,2
datorsystem	2	s3	L0,3
datortomografi	2	s5	L0,5
datt	1
datten	1
datum	2
datumen	2
datumet	2
dave	1
david	2
davids	2
davidson	2
davidsson	2
davies	1
davis	1
davos	1
dawit	2
dawson	1
day	1
db	1	2
dc	2
dd	2
ddr	1	2
de	1
dea	2
deadline	1
deal	1
debatt	1	1
debattartikel	2	1	s3
debattartikeln	2	1	s3
debattartiklar	2	1	s3
debatten	1	1
debattens	1	1
debatter	1	1
debattera	1	2
debatterade	1	2
debatterar	1	2
debatteras	1	2
debatterat	1	2
debatterna	1	1
debattinlägg	2	1	s3
debattklimat	2	1	s3	L3
debattklimatet	2	1	s3	L3
debattprogram	2	1	s3
debattör	1	2
debattören	1	2
debattörer	1	2
debattörerna	1	2
debbie	1
deborah	1
debut	1	1
debutalbum	2	1	s2	L1
debutalbumet	2	1	s2	L1
debutant	1	2
debutanter	1	2
debuten	1	1
debutera	1	2
debuterade	1	2
debuterar	1	2
debutroman	2	1	s3	L1,3
dec	1	1
december	1	1
decennier	1	1
decennierna	1	1
decenniet	1	1
decennium	1	1
decibel	1	2
deciliter	1	2
decimaler	1	2
decimeter	1	2
deckare	2
decker	1
defekt	1	1
defekter	1	1
defensiv	1	2
defensiva	1	2
defensiven	1	2
defensivt	1	2
definiera	1	3
definierade	1	3
definierar	1	3
definieras	1	3
definierat	1	3
definition	1	3
definitionen	1	3
definitioner	1	3
definitionerna	1	3
definitiv	1	3
definitiva	1	3
definitivt	1	3
deg	1
dega	2
degen	1
degerfors	2	s2	L0
dej	1
dekadens	1	2
dekadent	1	2
dekanus	2	1
deklaration	1	3
deklarationen	1	3
deklarationer	1	3
deklarera	1	2
deklarerade	1	2
deklarerar	1	2
deklarerat	1	2
dekor	1	1	o
dekoration	1	3
dekorationer	1	3
dekorativ	1	3
dekorativa	1	3
dekorera	1	2
dekorerade	1	2
dekorerat	1	2
dekret	1	1
del	1
dela	2
delad	2
delade	2
delades	2
delaktig	2	s1	L0
delaktiga	2	s1	L0
delaktighet	2	s3	L0,3
delar	2
delarna	2
delas	2
delat	2
delats	2
delaware	1
delegat	1	2
delegater	1	2
delegaterna	1	2
delegation	1	3
delegationen	1	3
delegera	1	2
delen	1
delfin	1	1
delfinen	1	1
delfiner	1	1
delfinerna	1	1
delgado	1	1
delge	2	s1	L0,1
delhi	1
delikat	1	2
delikata	1	2
delikatess	1	3
delmängd	2	s1	L0
delmål	2	s1	L0,1
delning	2
delningar	2
delningen	2
delrapport	2	s2	L0
dels	1
delsbo	1
delstat	2	s1	L0,1
delstaten	2	s1	L0,1
delstatens	2	s1	L0,1
delstater	2	s1	L0,1
delstaterna	2	s1	L0,1
delta	2
deltaga	2	s1	L0,1
deltagande	2	s1	L0,1
deltagandet	2	s1	L0,1
deltagare	2	s1	L0,1
deltagaren	2	s1	L0,1
deltagarna	2	s1	L0,1
deltagit	2	s1	L0,1
deltar	2	s1	L0,1
deltid	2	s1	L0,1
deltidsjobb	2	s2	L0,1
deltog	2	s1	L0,1
deltävling	2	s1	L0,1
deltävlingar	2	s1	L0,1
deltävlingen	2	s1	L0,1
delvis	2	s1	L0,1
delägare	2	s1	L0,1
delägarna	2	s1	L0,1
dem	1
demens	1	1
dement	1	1
dementa	1	1
dementera	1	2
dementerar	1	2
demo	1
demografi	1	3
demografin	1	3
demografisk	1	2
demografiska	1	2
demokrat	1	2
demokrater	1	2
demokraterna	1	2
demokraternas	1	2
demokrati	1	3
demokratier	1	3
demokratin	1	3
demokratins	1	3
demokratisering	1	4
demokratisk	1	2
demokratiska	1	2
demon	1
demonen	1	1	o
demoner	1	1	o
demonerna	1	1	o
demonstranter	1	2
demonstranterna	1	2
demonstration	1	3
demonstrationen	1	3
demonstrationer	1	3
demonstrationerna	1	3
demonstrera	1	2
demonstrerade	1	2
demonstrerar	1	2
demonstrerat	1	2
demontera	1	2
demos	1
denise	1	1
denmark	1
denna	2
dennas	2
denne	2
dennes	2
dennis	1
denny	1
dens	1
densamma	1	1
densamme	1	1
densitet	1	2
denver	1
deodorant	1	3
departement	1	3
departementet	1	3
department	1	1
deportation	1	3
deportera	1	2
deporteras	1	2
deposition	1	3
deppa	2
deppar	2
deppig	2
deppiga	2
deppigt	2
depression	1	2
depressionen	1	2
depressioner	1	2
depressiva	1	2
deprimerade	1	2
deprimerande	1	2
depå	1	1
depån	1	1
deras	2
derby	1
derbyn	1
derbyt	1
derivat	1	2
desamma	1	1
desarmera	1	2
descartes	1	1
design	1	1
designa	1	1
designade	1	1
designades	1	1
designar	1	1
designat	1	1
designen	1	1
designer	1	1
designern	1	1
designers	1	1
designs	1	1
desinformation	1	4
desirée	1	2
desperat	1	2
desperata	1	2
desperate	1	2
desperation	1	3
dess	1
dessa	2
dessas	2
dessert	1	1
desserten	1	1
dessförinnan	2	2
dessutom	2	1
dessvärre	1	1
destabilisera	1	4
destination	1	3
destinationen	1	3
destinationer	1	3
desto	1
destruktiv	1	2
destruktiva	1	2
destruktivt	1	2
detalj	1	1
detaljen	1	1
detaljer	1	1
detaljerad	1	2
detaljerade	1	2
detaljerat	1	2
detaljerna	1	1
detaljhandel	2	1	s2
detaljhandeln	2	1	s2
detaljplan	2	1	s2	L2
detaljplanen	2	1	s2	L2
detektera	1	2
detektiv	1	2
detektivbyrå	2	2	s3	L2,3,4
detektiven	1	2
detonerade	1	2
detroit	1	1
detsamma	1	1
deutsche	1
development	1	1
devil	1
devis	1	1
devisen	1	1
devon	1	1	o
di	1
dia	2
diabetes	1	2
diabetiker	1	2
diagnos	1	2	o
diagnosen	1	2	o
diagnoser	1	2	o
diagnostisera	1	4
diagonalt	1	3
diagram	1	2
diagrammet	1	2
diakon	1	2	o
diakoni	1	3
dialekt	1	2
dialektala	1	3
dialektalt	1	3
dialekten	1	2
dialekter	1	2
dialekterna	1	2
dialog	1	2	o
dialogen	1	2	o
dialoger	1	2	o
diamant	1	2
diamanten	1	2
diamanter	1	2
diana	2	1
diane	2	1
diar	2
diarré	1	2
dias	2
diaz	1
dick	1
dickens	1
dicks	1
didaktik	1	2
didrik	1
diego	1	1
diesel	1
dieselbilar	2
dieselmotor	2
dieselmotorer	2
diet	1	1
dieten	1	1
dieter	1
dietrich	1
dif	1
differens	1	2
different	1	2
diffus	1	1
diffusa	1	1
diffust	1	1
dig	1
digerdöden	2	s2	L0,2
diggar	2
digital	1	2
digitala	1	2
digitalisera	1	4
digitalisering	1	4
digitaliseringen	1	4
digitalt	1	2
dike	2
diken	2
diket	2
dikt	1
diktator	2	1
diktatorer	1	2
diktatorn	2	1
diktatur	1	2
diktaturen	1	2
diktaturer	1	2
dikten	1
dikter	2
diktera	1	1
dikterar	1	1
dikterna	2
diktsamling	2	s1
diktsamlingar	2	s1
dilemma	2	1
dilemmat	2	1
dill	1
dillon	1
dim	1
dimension	1	2
dimensionen	1	2
dimensioner	1	2
dimitri	1	1
dimma	2
dimman	2
dimmiga	2
dimmigt	2
din	1
dina	2
ding	1
dino	1
dinosaur	1	2
dinosaurie	1	2
dinosaurier	1	2
dinosaurierna	1	2
dior	1	1	o
dip	1
diplom	1	1	o
diplomat	1	2
diplomaten	1	2
diplomater	1	2
diplomati	1	3
diplomatisk	1	2
diplomatiska	1	2
diplomatiskt	1	2
dippar	2
dir	1
dire	1
direkt	1	1
direkta	1	1
direktavkastning	2	1	s3	L2
direkten	1	1
direktflyg	2	1	s2	L2
direktionen	1	2
direktiv	1	2
direktiven	1	2
direktivet	1	2
direktkontakt	2	1	s3
direktsänd	2	1	s2
direktsändning	2	1	s2
direktör	1	2
direktören	1	2
direktörer	1	2
dirigent	1	2
dirigenten	1	2
dirigera	1	2
dirk	1
dis	1
disa	2
disc	1
disciplin	1	2
disciplinen	1	2
discipliner	1	2
disciplinnämnden	2	2	s3	L2
disciplinära	1	3
disco	1
discovery	1	1
disk	1
diska	2
diskade	2
diskar	2
diskare	2
diskat	2
diskbråck	2	s1
diskbänken	2	s1
disken	1
diskhon	2	s1	L1
diskmaskin	2	s2	L2
diskmaskinen	2	s2	L2
diskmedel	2	s1	L1
diskret	1	1
diskreta	1	1
diskretion	1	2
diskriminera	1	3
diskriminerade	1	3
diskriminerar	1	3
diskrimineras	1	3
diskriminering	1	3
diskrimineringen	1	3
diskrimineringslagen	2	3	s5	L3,5
diskurs	1	1
diskursen	1	1
diskus	1
diskussion	1	2
diskussionen	1	2
diskussioner	1	2
diskussionerna	1	2
diskussionsforum	2	2
diskutera	1	2
diskuterade	1	2
diskuterades	1	2
diskuterar	1	2
diskuteras	1	2
diskuterat	1	2
diskuterats	1	2
disney	1
disneyland	1
disneys	1
dispens	1	1
display	1	1
displayen	1	1
disponera	1	2
disponibel	1	2
disponibla	1	2
disposition	1	3
disputerade	1	2
dispyt	1	1
dispyter	1	1
diss	1
distans	1	1
distansen	1	1
distanser	1	1
distansera	1	2
distinkt	1	1
distinkta	1	1
distinktion	1	2
distinktionen	1	2
distrahera	1	2
distraktion	1	2
distraktioner	1	2
distribuera	1	3
distribuerade	1	3
distribuerar	1	3
distribueras	1	3
distribution	1	3
distributionen	1	3
distributör	1	3
distributörer	1	3
distrikt	1	1
distrikten	1	1
distriktet	1	1
distriktets	1	1
disträ	1	1
dit	1
ditt	1
dittills	1
ditåt	1
div	2	1
diva	2
divan	2
divergent	1	2
diverse	2	1
division	1	2
divisionen	1	2
divisioner	1	2
divisionerna	1	2
dixie	1
dj	1
djungel	1
djungelboken	2	s2	L2
djungeln	1
djup	1
djupa	2
djupare	2
djupaste	2
djupdykning	2	s1	L0,1
djupet	1
djupgående	2	s1	L0,1
djupt	1
djur	1
djurarter	2	s1	L0,1
djuren	1
djurens	1
djuret	1
djurets	1
djurfoder	2	s1	L0,1
djurförsök	2	s2	L0,2
djurgårdare	2	s1	L0,1
djurgården	2	s1	L0,1
djurgårdens	2	s1	L0,1
djurhållning	2	s1	L0
djurliv	2	s1	L0,1
djurlivet	2	s1	L0,1
djurpark	2	s1	L0
djurparken	2	s1	L0
djurparker	2	s1	L0
djurplågeri	2	s3	L0,1,3
djurriket	2	s1	L0,1
djurs	1
djursholm	1	1
djursjukhuset	2	s2	L0,1,2
djurägare	2	s1	L0,1
djärv	1
djärva	2
djärvt	1
djävel	2
djävlar	2
djävligt	2
djävul	2
djävulen	2
djävulens	2
djävulsk	1
djävulskt	1
dl	1	2
dm	2
dn	2
dna	1	2
dnr	2	1
dns	1	2
do	1
docent	1	1
dock	1
docka	2
dockan	2
dockor	2
dockorna	2
dodge	1
doft	1
dofta	2
doftande	2
doftar	2
doften	1
dofter	2
dog	1
dogg	1
dogge	2
dogmer	2
dok	1
doktor	1
doktorand	1	2
doktorander	1	2
doktorer	1	1
doktorn	1
doktorsavhandling	2	s3	L2
doktorsexamen	2	s3	L3
doktrin	1	1
doktrinen	1	1
doktriner	1	1
dokument	1	2
dokumentation	1	4
dokumentationen	1	4
dokumenten	1	2
dokumentera	1	3
dokumenterade	1	3
dokumenterar	1	3
dokumenteras	1	3
dokumenterat	1	3
dokumentet	1	2
dokumentär	1	3
dokumentära	1	3
dokumentären	1	3
dokumentärer	1	3
dokumentärfilm	2	3	s4	L1,3
dokumentärserie	2	3	s4	L1,3,4
dolce	1
dold	1	o
dolda	2	o
dolde	2	o
dolk	1
dollar	1
dollarn	1
dollars	1
dolly	1
dolores	1	1	o
dolph	1
dolt	1	o
dom	1
domar	2
domare	2
domaren	2
domarens	2
domarn	2
domarna	2
dome	1	o
domedagen	2	s2	L2
domen	1
dominans	1	2
dominant	1	2
dominanta	1	2
dominera	1	2
dominerade	1	2
dominerande	1	2
dominerar	1	2
domineras	1	2
dominerat	1	2
dominic	1	2
dominikanska	1	3
dominique	1	2
domino	1
domkyrka	2	s1
domkyrkan	2	s1
domsjö	2	s1	L1
domslut	2	s1	L1
domslutet	2	s1	L1
domstol	2	s1	L1
domstolar	2	s1	L1
domstolarna	2	s1	L1
domstolen	2	s1	L1
domstolens	2	s1	L1
domstolsbeslut	2	s3	L1,3
domän	1	1
domänen	1	1
domäner	1	1
domännamn	2	s2	L1
don	1
dona	2
donald	1
donalds	1
donation	1	2
donationen	1	2
donationer	1	2
donator	2	1
donatorer	1	2
donatorn	2	1
donau	1	o
donera	1	1
donerade	1	1
donerar	1	1
donerat	1	1
donkey	1
donna	2
donner	1
donovan	1
donuts	1
door	2
doors	2
dop	1
dopade	2
dopamin	1	2
dopet	1
doping	1
dopning	2
dopp	1
doppa	2
doppade	2
doppar	2
dora	2
doris	1
doro	1	o
dorota	1
dorotea	2	2
dorothy	1
dortmund	1
dos	1
dosa	2
dosan	2
dosen	1
doser	2
dosering	1	1
dostojevskij	1	2
dotter	2
dotterbolag	2	s3	L2,3
dotterbolaget	2	s3	L2,3
dotterdotter	2	s2
dottern	2
dotterns	2
dotters	2
douglas	1
dov	1	o
dove	2	o
dover	1	o
dow	1
down	1
downing	1
downs	1
dr	1
dra	1
drabba	2
drabbade	2
drabbades	2
drabbar	2
drabbas	2
drabbat	2
drabbats	2
drabbning	2
drack	1
dracula	1
drag	1
dragan	1
dragandes	2
dragen	2
draget	2
draghjälp	2	s1	L0
dragit	2
dragits	2
dragkamp	2	s1	L0
dragkraft	2	s1	L0
dragkrok	2	s1	L0,1
dragna	2
dragning	2
dragningskraft	2	s2	L0
dragon	1	1
dragons	1	1
dragspel	2	s1	L0,1
drakar	2
drakarna	2
drake	2
draken	2
drakens	2
drama	2
dramat	2
dramaten	1	1
dramatik	1	2
dramatiken	1	2
dramatiker	1	1
dramatisk	1	1
dramatiska	1	1
dramatiskt	1	1
drammen	1
draperi	1	2
drar	1
dras	1
drastisk	1
drastiska	1
drastiskt	1
dravel	1
dregla	2
dreglade	2
dresden	1
dress	1
dressing	1
dressyr	1	1
drev	1
drevet	1
drevs	1
dribbla	2
drick	1
dricka	2
drickan	2
drickas	2
dricker	1
dricks	1
dricksvatten	2	s1
dricksvattnet	2	s1
drift	1
driften	1
drifter	2
driftig	2
drill	1
drink	1
drinkar	2
drinken	1
driv	1
driva	2
drivande	2
drivas	2
drive	1
driven	2
driver	1
drivers	1
drivet	2
drivit	2
drivits	2
drivkraft	2	s1	L0
drivkraften	2	s1	L0
drivkrafter	2	s1	L0
drivmedel	2	s1	L0,1
drivna	2
drivning	2
drivor	2
drivs	1
drog	1	o
droga	2	o
drogad	2	o
drogade	2	o
drogberoende	2	o	s2	L0,2
drogen	1	o
droger	1	o
drogerna	1	o
drogfri	2	o	s1	L0,1
droghandel	2	o	s1	L0
drogmissbruk	2	o	s2	L0,2
drogproblem	2	o	s2	L0,2
drogpåverkad	2	o	s2	L0,1
drogs	1	o
drop	1
dropp	1
droppa	2
droppade	2
droppar	2
droppe	2
droppen	2
droppet	1
drott	1
drottning	2
drottningar	2
drottningen	2
drottningens	2
drottninggatan	2	s2	L2
drottningholm	1	2
druckit	2
drunkna	2
drunknade	2
drunknar	2
drunknat	2
druvan	2
druvor	2
dryck	1
drycken	1
drycker	2
dryg	1
dryga	2
drygt	1
dryper	1
drägg	1
dräglig	2
dräkt	1
dräkten	1
dräkter	2
dräktig	2
dräller	1
dränera	1	1
dränerar	1	1
dräng	1
dränk	1
dränka	2
dränker	1
dränkt	1
dräpa	2
dråp	1
dröja	2
dröjde	2
dröjer	1
dröjsmål	2	s1	L1
dröjt	1
dröm	1
drömde	2
drömhus	2	s1	L1
drömjobb	2	s1
drömjobbet	2	s1
drömma	2
drömmar	2
drömmare	2
drömmarna	2
drömmarnas	2
drömmars	2
drömmen	1
drömmer	1
drömt	1
drömvärld	2	s1	L1
drönare	2
drönaren	2
drös	1
ds	2
du	1
dual	1	1
dubai	1	1
dubb	1
dubbade	2
dubbar	2
dubbat	2
dubbdäck	2	s1
dubbel	1
dubbelgångare	2	s2
dubbelklicka	2	s2
dubbelkolla	2	s2
dubbelmoral	2	s3	L3
dubbelmoralen	2	s3	L3
dubbelmord	2	s2	L2
dubbeln	1
dubbelspår	2	s2	L2
dubbelsäng	2	s2
dubbelt	1
dubbla	2
dubblar	2
dubbning	2
dublin	1
dubois	1	2
dubrovnik	1	1
ducka	2
duckar	2
due	1
duell	1	1
duellen	1	1
dueller	1	1
duett	1	1
duffy	1
duga	2
duger	1
dugg	1
duggregn	2	s1
duglig	2
dugliga	2
dugligt	2
duk	1
duka	2
dukar	2
dukat	2
duke	1
duken	1
dukning	2
duktig	2
duktiga	2
duktigare	2
duktigt	2
dum	1
dumhet	2	s1	L1
dumheter	2	s1	L1
dumheterna	2	s1	L1
dumma	2
dummare	2
dummaste	2
dumpa	2
dumpad	2
dumpade	2
dumpar	2
dumpat	2
dumskalle	2	s1
dumt	1
dun	1
duncan	1
dundee	1	1
dunder	1
dundrar	2
dunk	1
dunka	2
dunkar	2
dunkel	1
dunken	1
dunkla	2
duns	1
duo	1
duon	1
dur	1
duran	1	1
durkslag	2	s1	L1
dusch	1
duscha	2
duschade	2
duschar	2
duscharna	2
duschat	2
duschen	1
dussin	2
dussintal	2	s2	L2
dussintals	2	s2	L2
dust	1
dustin	1
duva	2
duval	1	1
duvan	2
duvor	2
dvala	2
dvd	1	2
dvs	2
dvärg	1
dvärgar	2
dvärgarna	2
dvärgen	1
dy	1
dyft	1
dygd	1
dygder	2
dygn	1
dygnen	1
dygnet	1
dygnets	1
dygnsrytm	2	s1
dyk	1
dyka	2
dykare	2
dyker	1
dykning	2
dykt	1
dyl	2
dylan	1
dylans	1
dylik	2	s1	L0,1
dylika	2	s1	L0,1
dylikt	2	s1	L0,1
dynamik	1	2
dynamiken	1	2
dynamisk	1	1
dynamiska	1	1
dynamiskt	1	1
dynamit	1	2
dynamo	1
dynasti	1	2
dynastin	1	2
dynga	2
dyngan	2
dyr	1
dyra	2
dyrare	2
dyrast	2
dyraste	2
dyrbar	2	s1	L0,1
dyrbara	2	s1	L0,1
dyrbart	2	s1	L0,1
dyrka	2
dyrkan	2
dyrkar	2
dyrt	1
dyslektiker	1	1
dyslexi	1	2
dyster	1
dystert	1
dystopi	1	2
dystopisk	1	1	o
dystra	2
däck	1
däckad	2
däckade	2
däcken	1
däcket	1
däggdjur	2
dämpa	2
dämpade	2
dämpar	2
däng	1
därav	1	1
därborta	2	1
därefter	2	1
däremellan	2	2
däremot	1
därför	1
därhemma	2	1
därhän	1	1
däri	1	1
däribland	1
därifrån	1
därigenom	1
därinne	2	1
därmed	1
därnere	2	1
därom	1
däromkring	1	2
därpå	1	1
därtill	1
därunder	1	1
däruppe	2	1
därute	2	1
därutöver	1
därvid	1
däråt	1
då	1
dåd	1
dåden	1
dådet	1
dålig	2
dåliga	2
dåligt	2
dårar	2
dårarna	2
dåre	2
dåren	2
dårskap	2	s1	L0,1
dåsig	2
dåtid	2	s1	L0,1
dåtida	2	s1	L0,1
dåtiden	2	s1	L0,1
dåtidens	2	s1	L0,1
dåvarande	2	s1	L0,1
dö	1
död	1
döda	2
dödade	2
dödades	2
dödande	2
dödandet	2
dödar	2
dödas	2
dödat	2
dödats	2
döde	2
döden	1
dödens	1
dödlig	2
dödliga	2
dödlighet	2	s2	L0,2
dödligheten	2	s2	L0,2
dödligt	2
dödläge	2	s1	L0,1
döds	1
dödsbo	2	s1	L1
dödsboet	2	s1	L1
dödsbädd	2	s1
dödsbädden	2	s1
dödsdom	2	s1
dödsfall	2	s1
dödsfallen	2	s1
dödsfallet	2	s1
dödshjälp	2	s1
dödshot	2	s1	L1
dödskalle	2	s1	L0
dödsoffer	2	s1
dödsolyckor	2	s2	L1
dödsorsak	2	s2	L1,2
dödsorsaken	2	s2	L1,2
dödsriket	2	s1	L1
dödsruna	2	s1	L1
dödsskjutningar	2	s1	L1
dödsstraff	2	s1
dödsstraffet	2	s1
dödsstöten	2	s1	L1
dödssynd	2	s1
dödssynderna	2	s1
dödstrött	2	s1
dödsångest	2	s1
döende	2
dög	1
dök	1
dölj	1
dölja	2
döljas	2
döljer	1
döljs	1
döm	1
döma	2
dömande	2
dömas	2
dömde	2
dömdes	2
dömer	1
döms	1
dömt	1
dömts	1
döp	1
döpa	2
döpas	2
döper	1
döpt	1
