aabenraa	ɔbmˈʁɔ
rønnebær	ˈʁɶnəˌpɛɐ
røntgen	ˈʁɶndɡən
rør	rør
røre	ˈrørə
rørende	ˈʁɶɐnə
rører	rœrər
rørig	rœri
rørsukker	ˈʁɶɐˌsɔɡɐ
rørt	ˈʁɶɐd
rørte	ˈʁɶɐdə
røræg	rœrɛɡ
røst	ˈʁœsd
røv	røv
røve	røvə
røven	ˈʁœʋən
røver	ˈʁœʋɐ
røves	ˈʁœʋəs
røvhul	rœvhɔl
røvs	ˈʁɶws
sabel	sabəl
sadist	sadist
safir	safir
saft	ˈsɑfd
saften	ˈsɑfdn
safter	ˈsɑfdɐ
safterne	ˈsɑfdɐnə
saftig	safti
sag	saɡ
sagde	saɣə
sagdes	ˈsæəs
sagn	savn
sagt	ˈsɑɡd
sagte	ˈsæɡdə
sagtmodig	sɑɡdˈmoði
sagtmodighed	sɑɡdˈmoðiˌheð
sagtne	ˈsæɡdnə
saks	ˈsɑɡs
sakse	ˈsɑɡsə
sakser	ˈsɑɡsɐ
saksisk	ˈsɑɡsisɡ
sal	ˈsæl
salathoved	saˈlædˌhoəðˠ
salg	salɣ
salig	ˈsæli
salt	sald
salut	salut
salve	salvə
salær	saˈlɛɐ
samfund	samfon
samfundskritisk	ˈsɑmfɔnskʁidisɡ
saml	ˈsɑml
samle	samlə
samleje	samlajə
samler	samlər
samme	samə
sammenbrud	samənbruð
sammenføje	samənfɔjə
sammenføjning	samənfɔjnenɡ
sammenhæng	ˈsɑmənˌhɛŋ
sammenligne	ˈsɑmənˌlinə
sammenlignelig	sɑmənˈlinəli
sammenlignelighed	sɑmənˈlinəliˌheð
sammenlignende	ˈsɑmənˌlinənə
sammenligning	ˈsɑmənˌlineŋ
sammenstykke	ˈsɑmmˌsdøɡə
sammensværgelse	ˈsɑmənˌsʋæɐʊəlsə
samsø	samsø
samt	samt
samtale	sɑmtælə
samtidig	samtidi
samtykke	ˈsɑmˌtyɡə
samtykker	ˈsɑmˌtyɡɐ
samtykket	ˈsɑmˌtyɡəð
samvær	ˈsɑmˌʋɛɐ
sanatorium	sanaˈtoɐiɔm
sand	san
sanddru	ˈsanˌdʁu
sandelig	sanəli
sandet	ˈsanəð
sandhed	ˈsanˌheðˠ
sandpapir	sanpapir
sandslot	ˈsænslʌd
sandsten	sansten
sandstorm	sanstɔrm
sandwich	sanvitsj
sanering	saˈneɐeŋ
sang	sɑŋ
sanger	sanɡər
sangfugl	sanɡful
sangsvane	sanɡsvanə
sanke	ˈsɑŋɡə
sankthans	sankthans
sankthansaften	sankthansaftən
sankthansdag	sankthansdaɣ
sara	sara
sarkasme	sarkasmə
sarkofag	ˌsɑɡoˈfæj
satanisme	satanismə
satire	satirə
satte	ˈsadə
sav	sav
save	savə
savhveps	ˈsɑwˌvebs
savn	savn
savne	savnə
savsmuld	savsmuld
scene	senə
schweiz	svajts
schweizer	svajtsər
score	skorə
se	ˈse
seddel	ˈsɛðəl
seer	seər
segl	sajl
segne	ˈsɑjnə
segnefærdig	ˈsɑjnəˌfæɐdi
sej	saj
sejd	sajd
sejl	sajl
sejle	ˈsɑjlə
sejler	sajlər
sejr	sajr
sejre	sajrə
sekretariat	sekrətariat
sekretær	sɛɡrəˈtɛr
seks	sɛks
seksten	sajstən
sekstende	ˈsɑɪsdənə
seksti	ˈsɛɡsˌti
seksualitet	sɛɡsualiˈted
seksuel	sɛksuɛl
sekt	ˈsɛɡd
selskab	ˈsɛlˌsɡæb
selv	sɛl
selvfølgelig	sɛlˈføljəli
selvindlysende	ˈsɛlenˌlysnnə
selvisk	ˈsɛlvisɡ
selvlysende	ˈsɛlˌlysnnə
selvportræt	sɛlpɔrtrɛt
selvtægt	ˈsɛlˌtɛɡd
semester	semɛstər
semiotik	semiotik
semiotiker	semiotikər
sen	ˈsen
send	sɛn
sende	ˈsɛnə
sender	ˈsɛnər
sendt	ˈsɛnd
sendte	ˈsɛndə
sene	senə
senere	ˈsenɐɐ
seng	ˈsɛnɡ
sennep	senəp
september	səptɛmbər
ser	ser
seraf	seraf
serbisk	sɛrbisk
servitrice	sɛrviˈtrisə
ses	ˈses
sesamolie	ˈsesɑmˌoljə
sete	ˈsedə
sexappeal	sɛksapil
sexet	sɛksəd
sfære	sfærə
sgu	ˈsɡu
shampoo	ˈsjampo
shawarma	ɕaˈwɑma
sheikh	ˈɕɑjɡ
show	ˈɕɔw
si	si
sid	ˈseð
sidde	ˈseðə
side	ˈsidə
siden	sidən
sideordning	sidəɔrdnenɡ
sidste	sistə
sig	saj
sige	ˈsiə
sigende	ˈsiənə
siger	ˈsiɐ
signal	siˈnæl
sigt	sekt
sigte	sektə
sigtede	sektəðə
sigtelse	ˈseɡdəlsə
sigten	sektən
sigter	sektər
sigtes	sektəs
sigtet	sektəð
sigøjner	siɡɔjnər
sikken	sekən
sikker	ˈseɡɐ
sikkerhedsvagt	ˈseɡɐheðˠsˌʋɑɡd
sikring	sekrenɡ
sild	ˈsil
silikat	siliˈkæd
silikone	silikonə
simulere	simulerə
sind	ˈsen
sindssyg	sensy
sindssygt	sensyt
sine	ˈsinə
sinecure	sinəkyrə
sirene	siˈʁɛnə
sisyfosarbejde	sisyfɔsarbajdə
siv	siv
sjagger	ˈɕɑɡʌ
sjal	sjal
sjette	ˈɕɛdə
sjofel	sjofəl
sjov	sjɔv
sjæl	ˈɕɛl
sjælden	sjɛlən
sjælland	ˈɕeˌlæn
skab	skab
skabe	skabə
skabelon	skabəlon
skabelse	skabəlsə
skaber	skabər
skabning	skabneŋ
skabt	skapt
skabte	skaptə
skabtes	skaptəs
skade	skaðə
skadefro	skadəfro
skadefryd	skaðəfryð
skadelig	skadəli
skadestue	skaðəstuə
skaffe	ˈsɡɑfə
skak	skak
skakbrik	skakbrek
skal	skal
skalle	skalə
skalte	ˈsɡaltə
skam	skam
skamme	ˈsɡɑmə
skandaløs	skandaløs
skandinav	sɡandiˈnæw
skar	ˈsɡɑ
skarabæ	sɡɑɑˈbɛ
skarn	ˈsɡɑn
skarpskytte	skarpskøtə
skat	skat
skatkammer	ˈsɡadˌkɑmʌ
skattefar	ˈskætəˌfɑ
skattekiste	skatəkistə
ske	sɡe
skede	ˈsɡeðə
skejs	ˈsɡɑjs
skel	skɛl
skele	ˈsɡelə
skelen	ˈsɡelən
skelne	ˈsɡɛlnə
sket	ˈsɡed
skete	ˈsɡedə
skib	ˈskip
skid	skið
skide	skiðə
skikke	ˈsɡiɡə
skikkelse	ˈsɡiɡəlsə
skildpadde	ˈsɡelˌpaðə
skildre	ˈsɡeldʁʌ
skille	skelə
skilling	skelenɡ
skilt	skelt
skilte	ˈsɡeldə
skinne	skenə
skjald	skjald
skjold	skjɔl
skjorte	ˈsɡjoɐdə
skjul	skjul
skjule	skjulə
sko	sɡo
skod	skɔd
skole	skolə
skomager	skɔmar
skonnert	skɔnərt
skotsk	skɔtsk
skotskternet	skɔtsktɛrnəd
skov	ˈsɡɒw
skovl	ˈsɡɒwl
skralde	ˈsɡʁɑlə
skralder	ˈsɡʁɑlʌ
skred	skreð
skrev	skrev
skreven	skrevən
skrevne	skrevnə
skride	skriðə
skridt	skrit
skrift	skreft
skrifte	ˈsɡʁɛfdə
skriftlig	skreftli
skrin	skrin
skriv	skriv
skrive	skrivə
skrivelse	skrivəlsə
skriver	ˈsɡʁiwɐ
skrud	ˈsɡʁuð
skrædder	skrɛdər
skræddermester	skrɛdərmɛstər
skræk	ˈsɡrɛɡ
skrække	ˈsɡʁaɡə
skrækkelig	ˈsɡʁaɡəli
skræl	skrɛl
skræv	ˈsɡʁɛw
skrævet	ˈsɡʁɛwəð
skubbe	skɔbɘ
skud	ˈsɡuð
skudt	ˈsɡud
skueproces	skuəprosɛs
skuespiller	ˈsɡuəˌsbelɐ
skuffe	ˈsɡɔfə
skulder	ˈskulder
skuldertræk	skulərtrɛk
skulke	ˈsɡulɡə
skulle	ˈsɡulə
skullet	skuləð
skulptur	skulptur
skum	skom
skumbad	skɔmbad
skumme	skomə
skummet	skoməð
skummetmælk	skoməðmɛlk
skumre	ˈsɡɔmʁʌ
skumring	skɔmrenɡ
skurd	skur
skurk	skurk
sky	ˈsky
skyde	ˈsɡyðə
skyet	ˈskyəð
skyg	ˈsɡyɡ
skygge	ˈsɡyɡə
skyld	skyl
skylde	skylə
skyldig	skyldi
skyllemiddel	skøləmidəl
skynde	ˈsɡønə
skyr	skyr
skyter	skytər
skyts	skøts
skytte	skøtə
skål	ˈskɔl
skåne	skɔnə
skåning	skɔnenɡ
skåren	ˈsɡɒɐn
skåret	ˈsɡɒɐð
skårne	ˈsɡɒnə
skæbne	skɛbnə
skæfte	ˈsɡɛfdə
skæg	skɛɡ
skægget	ˈsɡɛɡəð
skæl	skɛl
skælde	ˈsɡɛlə
skæmt	ˈsɡɛmd
skæmte	ˈsɡɛmdə
skænde	skɛnə
skændes	skɛnəs
skændig	skɛndi
skændsel	ˈsɡɛnsəl
skænk	skɛnk
skænke	skɛŋkə
skær	skɛr
skære	skɛrə
skærer	ˈsɡɛɐ
skærf	skɛrf
skærgård	skɛrɡɔr
skærm	skɛrm
skærsild	skɛrsil
skæv	ˈskɛv
skød	skød
skøder	ˈsɡøðɐnə
skødet	ˈsɡøðəd
skøge	skøɣə
skøjte	skɔjtə
skøn	skœn
skønlitteratur	skœnlitəratur
skønne	skœnə
skør	skœr
skørbug	skørbu
skørlevned	skørlɛvnəð
skørost	skørost
skørt	skœrt
slag	slaɣ
slagen	slaɣən
slagne	slaɣnə
slags	slaɣs
slagsmål	slɑwsmɔl
slagte	ˈslɑɡdə
slagter	ˈslɑɡdɐ
slange	ˈslɑŋə
slank	slɑŋk
slaver	ˈslæʋɐ
slavisk	ˈslæʋisɡ
sleb	ˈsleb
slem	ˈslɛm
slesk	slesk
slet	ˈslɛd
slette	ˈslɛdə
slibe	ˈslibə
sliber	ˈslibɐ
slide	ˈsliðə
slidsom	ˈsliðˌsʌm
slig	ˈsli
slige	ˈsliə
sligt	ˈsliɡd
slik	ˈsleɡ
slikkepot	sleɡəpɔt
slikket	ˈsleɡəð
slim	slim
slippe	slepə
slog	slo
sloges	sloɣəs
slot	ˈslʌd
slotte	ˈslɔtə
slowmotion	slɔvmɔvsjən
sludder	sludər
sluge	ˈsluə
slugt	ˈsluɡd
slugte	ˈsluɡdə
slukke	ˈslɔɡə
slurk	slurk
slut	slut
slutspurt	slutspurt
slutte	ˈsludə
slå	slɔ
slående	slɔənə
slår	slɔr
slås	slɔs
slæb	ˈslɛb
slæbe	ˈslɛbə
slæber	ˈslɛbɐ
slæbt	ˈslɛbd
slæbte	ˈslɛbdə
slægt	ˈslɛɡd
slægtning	ˈslɛɡdneŋ
slægtskab	ˈslɛɡdˌsɡæb
slæt	ˈslɛd
sløjfe	ˈslʌjfə
slør	ˈsløɐ
sløre	ˈsløʌ
sløv	sløv
smage	ˈsmæjə
smagt	ˈsmɑɡd
smagte	ˈsmɑɡdə
smal	smal
smaragd	smaravd
smelte	ˈsmɛldə
smide	ˈsmiðə
smil	smil
smile	smilø
smilet	smiløt
smiley	smajli
smitte	ˈsmedə
smoking	smokenɡ
smug	ˈsmu
smuk	smok
smuldre	ˈsmulʁʌ
smut	ˈsmud
smutte	ˈsmudə
smutter	ˈsmudʌ
små	smɔ
småbarn	smɔbarn
småkage	ˈsmʌˌkæjə
smålig	smɔli
småt	ˈsmʌd
småting	smɔtenɡ
smæld	ˈsmɛl
smælder	ˈsmɛlʌ
smølf	smølf
smørelse	ˈsmɶʌlsə
smørrebrød	smœrəbrøð
snakke	snakə
snappe	ˈsnɑbə
snar	ˈsnɑ
snarrådig	ˈsnɑˌʁɔði
snart	ˈsnɑt
snavset	snavset
sne	sne
snebold	snebɔld
snedker	ˈsneɡɐ
snefald	snefal
sneg	sneɣ
snegl	snajl
snes	snes
snesevis	ˈsnesəˌvis
snestorm	snestɔrm
sneugle	sneulə
snide	ˈsniˌðə
snige	sniə
snigmorder	snimordər
snigskytte	sniskøtə
sniksnak	sneksnak
snog	snoɡ
snuppe	ˈsnɔbə
snyde	ˈsnyðə
snyder	snydər
snæver	snɛvər
social	soˈɕæl
socialdemokrat	soˈɕældemoˌkʁɑd
socialdemokrati	soˈɕældemokʁɑˌti
socialisme	soɕaˈlismə
socialist	soɕaˈlisd
sod	sod
soda	ˈsoda
sofavælger	sofavɛljər
sojaolie	ˈsʌjaˌoljə
sokratisk	soˈkʁɑdisɡ
sol	sol
solbær	ˈsolˌbæɐ
soldug	solduɡ
sole	ˈsolə
solgt	sɔlt
solgte	sɔltə
solhverv	ˈsolˌvæɐw
solsikkeolie	ˈsolˌseɡəˌoljə
solskoldning	ˈsolˌsɡʌlneŋ
solsort	ˈsolˌsoɐd
soludbrud	ˈsolˌuðˠˌbʁuðˠ
som	sɔm
sommer	ˈsɔmɐ
sonar	ˈsoˌnɑ
sondere	sɔnderə
sophus	sofus
sopran	soˈpʁɑn
sorg	sɔrɣ
sorgen	ˈsɒwən
sorger	ˈsɒwɐ
sort	ˈsoɐd
sot	sot
sov	ˈsɒw
sove	sɔvə
sover	ˈsɒwɐ
sovs	ˈsɒws
spadsere	spaserə
spag	ˈsbæj
spagfærdig	sbɑwˈfæɐdi
spand	span
spare	spɛr
spark	spark
sparsom	sparsɔm
sparsomme	sparsɔmə
sparsommelig	sparsɔməli
sparsomt	sparsɔmt
sparta	ˈsbɑta
spartaner	sbɑˈtænɐ
spartansk	sbɑˈtænsɡ
sparto	sparto
spas	spas
spat	spat
spatel	ˈsbædəl
spejl	ˈsbɑjl
spejle	ˈsbɑjlə
spejlæg	ˈsbɑjlˌɛɡ
spektakel	spetakəl
spekulativ	ˈsbeɡulaˌtiʊ
spelt	spɛlt
spidde	spidə
spilde	ˈsbilə
spille	spelə
spilleliste	ˈspeləˌlestə
spiller	spelər
spind	ˈsben
spinde	spenə
spindelvæv	spenəlvɛv
spinkel	spenkəl
spionage	spionasjə
spionere	sbioˈneʌ
spis	spis
spise	spisə
spiser	spisər
spisestue	spisəstuə
spist	ˈsbisd
spiste	ˈsbisdə
spjætte	spjɛtə
splejse	splajsə
splejset	splajsəd
splitte	spletə
splitternøgen	spletərnøjən
spole	ˈsbolə
spor	spor
spore	sporə
spot	ˈsbʌd
spotte	ˈsbʌdə
sprede	ˈsbʁɛðə
spredt	ˈsbʁɛd
spredte	ˈsbʁɛdə
springe	ˈsbʁeŋə
springer	sprenɡər
sprit	ˈsbʁid
sprog	sprɔɣ
sprogene	ˈsbʁɔwənə
sprogenes	ˈsbʁɔwənəs
sproget	sbʁɔwəð
sprogvidenskab	ˈsbʁɔwviðnˌsɡæb
sprække	ˈsbʁaɡə
sprænge	ˈsbʁaŋə
sprød	sprøð
sprøde	sprøðə
sprødt	sprøt
spurgt	ˈsboɐd
spurgte	ˈsboɐdə
spurt	spurt
spurte	spurtə
spurv	spurv
spyd	spyd
spyt	ˈsbød
spytte	spøtɘ
spå	spɔ
spådom	spɔdɔm
spånplade	spɔnpladə
spædbarn	spɛdbarn
spæk	spɛk
spækhugger	spɛkhoɡər
spækhøker	spɛkhøkər
spække	spɛkə
spænde	spɛnə
spændende	spɛnənə
spænder	spɛnər
spænderne	spɛnərnə
spændernes	spɛnərnəs
spænders	spɛnərs
spændes	spɛnəs
spændet	spɛnəð
spændets	spɛnəðs
spænding	spɛneŋ
spændt	spɛnt
spændte	spɛntə
spændtes	spɛntəs
spæne	spɛnə
spærre	spɛrə
spøg	ˈsbʌj
spøge	ˈspøɣə
spøgelse	ˈspøɣəlsə
spøgt	ˈsbøɡd
spøgte	ˈsbøɡdə
spørge	ˈsbɶɐwə
spørger	ˈsbɶɐwɐ
spørgsel	ˈsbɶɐsəl
spørgsmål	ˈspœɐsˌmɔl
stabil	stabil
stad	ˈsdæð
staden	ˈsdaðən
stadig	stadi
stakket	ˈsdɑɡəð
stakåndet	ˈsdɑɡˌʌnəð
stalinisme	stalinismə
stand	ˈsdan
standard	ˈstanˌdart
standart	standart
stande	ˈsdanə
standpunkt	ˈsdanˌpɔŋd
standse	ˈsdansə
stangspringer	ˈsdɑŋˌsbʁɛŋʌ
stank	ˈsdɑŋɡ
starte	startə
starut	starut
statelig	statəli
station	sdaˈɕon
stationsby	sdaˈɕonsˌby
stativ	stativ
statsborgerskab	ˈsdædsˌbɒwʌˌsɡæb
status	ˈsdætus
stav	ˈsdæw
sted	ˈsdɛð
stedbarn	ˈsdɛðˌbɑn
steder	ˈsdɛðɐ
stedfar	ˈsdɛðˌfɑ
stedmor	ˈsdɛðˌmoɐ
stedt	ˈsdɛd
stedte	ˈsdɛdə
steg	staj
stege	stajə
stegepande	ˈsdɑɪˌpanə
stegt	stɛkt
stegte	stɛktə
stemme	ˈsdɛmə
stemt	ˈsdɛmd
stemte	ˈsdɛmdə
sten	sten
stendød	stendød
stenhård	ˈsdenˈhɒ
stewardesse	sdjuɑˈdɛsə
stift	ˈsdifd
stige	ˈsdiə
stigma	stima
stikke	ˈsdeɡə
stikkelsbær	stekəlsbɛr
stikprøve	stekprøvə
stil	sdil
stilig	stili
stille	ˈsdelə
stilleben	ˈsdelˌlebm
stimulans	sdimuˈlans
stinkdyr	ˈsdeŋɡˌdyɐ
stirre	stirə
stiv	stiv
stjal	stjal
stjerne	stjɛrnə
stjernekaster	stjɛrnəkastər
stjålen	stjɔlən
stjålent	ˈsdjɔlənd
stjålet	stjɔləð
stjålne	stjɔlnə
stjæle	stjɛlə
stjæler	ˈsdjɛlɐ
stjæleren	ˈsdjɛlɐɐn
stockholm	ˈsdʌˌkʌlm
stod	ˈsdoð
stof	ˈsdʌf
stofmisbrug	ˈsdʌfmisˌbru
stol	stol
stole	stolə
stoppe	ˈsdʌbə
stor	stor
storbritannien	ˈsdoɐbʁiˌtanjən
stork	stɔrk
stort	ˈsdoɐd
straf	ˈsdʁɑf
straks	ˈsdʁɑɡs
strakt	ˈsdʁɑɡd
strakte	ˈsdʁɑɡdə
stram	stram
strand	stran
strande	stranə
strategi	stʁatɛɡi
stratosfære	stratosfɛrə
streg	straj
strejf	strajf
strejke	strajkə
streng	sdʁaŋ
stress	ˈsdʁɛs
stresse	ˈsdʁɛsə
stresset	ˈsdʁɛsəð
strid	strid
stridbar	stridbar
stride	ˈsdʁiðə
stridskølle	ˈsdʁiðsˌkølə
stridt	ˈsdʁid
strube	ˈstrubə
strukket	ˈsdʁɔɡəð
stryge	ˈsdʁyə
strå	strɔ
stræbe	strɛbə
stræben	strɛbən
stræber	strɛbər
stræbt	strɛbt
stræbte	strɛbtə
stræde	strɛdə
strække	strɛkə
strø	strœ
strøg	strøj
strøm	ˈstχœm
strømpe	ˈsdʁɶmbə
stud	ˈsduð
student	sduˈdend
studentereksamen	sduˈdendɐɛɡˌsæmm
studere	sduˈdeɐ
studerende	sduˈdeɐnə
studium	sdudjɔm
stue	stuə
stuearrest	ˈsduaˌʁasd
stuepige	stuəpiə
stund	ˈsdɔn
stupid	stupid
stuve	stuvə
styg	ˈsdyɡ
stygge	ˈsdyɡə
stygt	ˈsdyɡd
stykke	ˈsdøɡə
styr	styr
styrbord	styrbor
styre	styrə
styrende	styrənə
styrerne	styrərnə
styret	styrəð
styrte	styrtə
stå	ˈsdɔ
ståen	ˈsdɔən
stående	ˈsdɔənə
stået	ˈsdɔəð
stål	stɔl
ståltråd	stɔltrɔd
står	ˈsdɒ
stås	ˈsdɔs
ståsted	stɔstɛd
stæder	ˈsdɛðɐ
stække	ˈsdɛɡə
stækkede	ˈsdɛɡəðə
stækker	ˈsdɛɡɐ
stækket	ˈsdɛɡəð
stængel	stɛnɡəl
støb	ˈsdøb
støbe	støbə
støber	ˈsdøbɐ
støbt	ˈsdøbd
støbte	ˈsdøbdə
stød	ˈsdøð
støde	støðə
stødt	ˈsdød
stødte	ˈsdødə
støj	støj
støje	støjə
stønne	stœnə
stør	ˈstør
størkne	ˈstɶɐˌknə
større	ˈstørə
størrelse	ˈstœrəlsə
størst	størst
største	størstə
støt	støt
støtte	støtə
støv	støv
støve	støvə
støvle	støvlə
støvsuger	støvsuɡər
sublim	sublim
substans	substans
substantiv	ˈsubsdanˌtiʊ
subtil	subtil
subversiv	ˈsubʋæɐˌsiw
subwoofer	ˈsʌbˌwufʌ
succes	sykse
sudanesisk	sudaˈnesisɡ
sudanesiske	sudaˈnesisɡə
sufi	ˈsufi
sufisme	suˈfismə
sukker	ˈsokər
sukkervand	sɔkərvand
sul	ˈsul
sule	sulə
sulten	ˈsuldən
sund	ˈsɔn
sunde	ˈsɔnə
super	ˈsubɐ
superhelt	supərhɛlt
supermarked	ˈsubɐˌmɑɡəð
supert	ˈsubɐd
suppe	ˈsobə
supre	ˈsubʁɐ
sur	sur
surmule	surmulə
surströmming	ˈsuɐˌsdʁɶmeŋ
sus	sus
suspensorium	suspensorium
sutte	sutɘ
suveræn	ˌsuʋəˈʁɛn
suverænitet	suʋəʁɛniˈted
svag	ˈsvæj
svage	ˈsvæjə
svagt	ˈsvæjd
sval	sval
svamp	svamp
svans	svans
svar	svɑ
svare	svarə
sved	ˈsʋeð
sveder	svedər
svedig	ˈsveði
svend	sʋɛnd
svensk	ˈsvɛnsk
svensker	ˈsʋɛnsɡɐ
sverige	ˈsvɛriə
svide	ˈsʋiðə
svie	ˈsʋiə
svig	ˈsvi
svige	ˈsviə
svigerdatter	sviərdatər
svigerfar	sviərfar
svigerinde	sviərenə
svigermor	sviərmor
svigersøn	sviərsœn
svigte	ˈsʋeɡdə
svin	svin
svinde	ˈsvenə
svindle	ˈsvenlə
svinekød	ˈsvinəˌkøð
svire	svirə
svirre	svirə
svoger	svɔvər
svor	svor
svoren	svorən
svorent	ˈsʋoɐnd
svoret	ˈsʋoɐð
svorne	svornə
svovlsyre	ˈsvɒwlˌsyʌ
svække	svɛkə
svækling	svɛklenɡ
svælg	ˈsvɛlj
svælge	ˈsvɛljə
svær	svɛr
sværd	ˈsʋɛɐ
sværddrager	svɛrdraver
sværdfisk	svɛrfesk
sværge	svɛrɣə
sværhedsgrad	ˈsvɛɐheðsˌɡʁɑð
sværm	svɛrm
svæve	ˈsvɛvə
svøb	ˈsʋøbən
svøbe	ˈsʋøbə
svøben	ˈsʋøbən
svøber	ˈsʋøbɐ
svøbt	ˈsʋøbd
svøbte	ˈsʋøbdə
svøbtes	ˈsʋøbdəs
svømme	svœmə
sy	sy
syd	syd
sydafrikaner	ˈsyðɑfʁiˈkænʌ
sydafrikansk	ˌsyðɑfʁiˈkænsɡ
syde	sydə
sydkyst	ˈsyðˠˌkøsd
sydvest	sydvɛst
syer	syrər
syerske	syərskə
syg	sy
sygdom	sydɔm
syge	ˈsyə
sygehus	syɣəhus
sygeplejerske	syəplajərskə
sygt	ˈsyɡd
syl	syl
syle	sylə
sylte	ˈsyldə
syltetøj	ˈsyldəˌtʌj
symbol	symbol
symfoni	sømfoni
sympatisør	symbadiˈsøɐ
synd	søn
synden	ˈsønən
synder	ˈsønɐ
syndflod	ˈsønˌfloð
syndig	søndi
syndrom	synˈdrom
syne	ˈsynə
synes	ˈsynəs
synge	ˈsønɡə
synger	ˈsønɡər
synke	sønkə
synlig	synli
synlighed	ˈsynliˌheð
synonymordbog	synonymorboɡ
syntaks	syntaks
syntes	ˈsyndəs
syre	ˈsyʌ
syrer	syər
syreregn	syrərajn
syrien	ˈsyɐjɛn
syssel	ˈsysəl
system	system
sytten	søtən
syv	ˈsyw
syvende	ˈsywənə
syvti	ˈsywti
så	ˈsɔ
sådan	ˈsʌdən
sål	sɔl
sålbænk	sɔlbɛnk
sår	sɔr
såre	sɔrə
såret	sɔrəð
sås	ˈsɔs
sæd	sɛd
sæde	sɛðə
sæl	sɛl
sælge	sɛlɣə
sælger	ˈsɛljɐ
sænke	sɛnkə
sær	sɛr
særlig	ˈsæɐli
sæson	sɛˈsɔŋ
sæt	sɛt
sætning	sɛtneŋ
sætte	ˈsɛdə
sø	sø
søbe	ˈsøbə
sød	søð
søde	sødə
sødmælk	søðmɛlk
sødt	ˈsød
sødygtig	sødøɡti
søg	søɡ
søge	søɣə
søger	ˈsøjɐ
søgt	ˈsøɡd
søgte	ˈsøɡdə
søhelt	søhɛlt
søjle	sɔjlə
søle	sølə
sølv	ˈsøl
sølvbryllup	sølbrølɔp
sølvet	ˈsølvəð
sølvgrå	sølɡrɔ
sømme	sœmə
søn	sœn
søndag	ˈsœnda
søndre	sønrə
sønnen	ˈsœnən
sønner	ˈsœnɐ
sørg	ˈsɶɐwə
sørge	sœrɣə
sørgede	ˈsɶɐwəðə
sørger	ˈsɶɐwɐ
sørget	ˈsɶɐwəð
sørøver	sørøvər
søskende	søsɡənə
søster	ˈsøsdɐ
søsteren	ˈsøsdɐɐn
søsterens	ˈsøsdɐɐns
søsters	ˈsøsdɐs
søsterskab	ˈsøsdʌˌsɡæb
søstre	ˈsøsdʁɐ
søstrene	ˈsøsdʁɐnə
søstrenes	ˈsøsdʁɐnəs
søstres	ˈsøsdʁɐs
søvn	søvn
søvngænger	ˈsœwnˌɡɛŋɐ
søvnig	søvni
søvnløs	søvnløs
tab	ˈtæb
tabe	ˈtæbə
taber	ˈtæbɐ
tabt	tapt
tabte	ˈtɑbdə
tag	taɣ
tage	ta
tager	tar
taget	taɣəð
tagetage	taɡetasjə
tak	tak
takke	ˈtɑɡə
takker	ˈtɑɡɐ
taknemmelighed	tɑɡˈnɛməliˌheð
taks	taks
tal	tal
tale	tsalə
talemåde	taləmɔdə
talent	talɛnt
taler	talər
talg	talj
talje	taljə
talk	talk
talkum	talkɔm
tallerken	taˈlarkən
talord	ˈtalˌoɐ
talsperson	talspɛrson
talt	talt
talte	taltə
taltes	taltəs
tand	tan
tandbørste	tanbœrstə
tandhjul	tanʔjuʔl
tandpasta	tanpasta
tang	tanɡ
tango	tanɡo
tank	tank
tanke	tankə
tankeeksperiment	ˈtɑŋɡəɛɡspæɐiˌmɛnd
tankegods	ˈtɑŋɡəˌɡɔs
tanken	tankən
tankens	tankəns
tanker	tankər
tankevækkende	ˈtɑŋɡəˌʋɛɡənə
tante	ˈtandə
tap	ˈtap
tape	tɛjp
tapet	tapet
tappe	ˈtɑbə
tarm	tarm
tarme	tarmə
tarot	tɑˈʁʌd
tartan	tartan
tarv	ˈtɑw
tarvelig	ˈtɑvəli
tatovere	tatoˈveʌ
tatovering	tatoˈveɐeŋ
tatovør	tatoˈvøɐ
tautologisk	tɑwtoˈloisɡ
tav	ˈtav
tavle	tavlə
tavs	tavs
tavshed	ˈtɑvsˌheð
taxa	taksa
te	ˈte
teater	teatər
tebrev	tebrev
tegn	tɑjn
tegne	ˈtɑjnə
tegnefilm	tajnəfilm
teint	tɛnɡ
teknik	tɛknik
tekniker	tɛknikər
tekst	tɛkst
telefon	teləfon
telefonboks	teləfonbɔks
telegraf	teleˈɡraf
telegrafi	teleɡraˈfi
telegrafist	teleɡrafist
telegram	teleˈɡram
telt	ˈtɛld
tempo	tɛmpo
temporær	tɛmboˈʁɛɐ
tendens	tɛndɛns
tenor	teˈnor
teokrati	teokʁɑˈti
teoretiker	teoˈʁɛtiɡɐ
teori	teoˈʁi
terapi	teɑˈpi
termin	tɛrmin
terminologi	tæɐminoloˈɡi
terrasse	tarasə
terror	ˈtæɐʌ
terræn	tɛrɛnɡ
tese	ˈtesə
test	ˈtɛsd
teste	ˈtɛsdə
testikel	tæstikəl
thailænder	tajlɛnʌ
theben	tebən
themsen	ˈtɛmsn
thi	ˈti
thor	tor
thukydid	tuɡyˈdið
ti	ti
tibetaner	tibətanər
tibetansk	tibətansk
tid	ˈtið
tidlig	ˈtiðli
tidlige	ˈtiðlii
tidligere	ˈtiðliɐɐ
tidligst	ˈtiðlisd
tidligste	ˈtiðlisdə
tidligt	ˈtiðlid
tidslig	ˈtiðsli
