’परती टूटि रहल अछि’ - मैथिली कविता सङ्ग्रह - १९९३	pˈəɾt̪iː ʈˈuːʈɪ ɾˈəɦəl ˈət͡ʃʰɪ mˈəɪt̪ʰɪliː kˈəʋɪt̪aː sˈəŋɡɾəɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ɪɾˈaːnʋe
बहुतो सार्वजनिक कार्यालयसभमे डेमोक्रेटिक पार्टीक अधिकार अछि । नगरमे पञ्जीकृत रिपब्लिकनसभक सङ्ख्या बहुत कम अछि जेकी निर्वाचक-मन्डलक मात्र लगभग १२% गठन करैत अछि । पञ्जीकृत रिपब्लिकनसभक सङ्ख्या केवल अपर ईस्ट साइड आ फाइनेन्सियल जिलाक पड़ोसीमे निर्वाचक-मन्डलक २०% सँ अधिक अछि । एकटा पार्टीमे पञ्जीकृत लोग सभमेसँ ६६.१% पर डेमोक्रेटसभक अधिकार अछि । मतदातासभमे सँ २१.९% मतदाता असम्बद्ध (निर्दलीय) होइत छल ।	bˈəɦʊt̪o sˈaːɾʋəd͡ʒnɪk kˈaːɾjaːləjsəbʱme ɖemˈokɾeʈɪk paːɾʈˈiːk əd̪ʱɪkˈaːɾ ˈət͡ʃʰɪ . nəɡˈəɾme pəɲd͡ʒˈiːkɾɪt̪ ɾɪpəblɪknˈəsbʱək sˈəŋkʰjaː bˈəɦʊt̪ kˈəm ˈət͡ʃʰɪ d͡ʒˈekiː nɪɾʋˈaːt͡ʃək mˈənɖələk mˈaːt̪ɾ lˈəɡbʱəɡ bˈaːɾəɦ pɾˈət̪ɪʃət̪ ɡˈəʈʰən kˈəɾəɪt̪ ˈət͡ʃʰɪ . pəɲd͡ʒˈiːkɾɪt̪ ɾɪpəblɪknˈəsbʱək sˈəŋkʰjaː kˈeʋəl ˈəpəɾ ˈiːsʈ sˈaːɪɖ ˈaː pʰaːɪnˈensɪjəl d͡ʒɪlˈaːk pəɽosˈiːme nɪɾʋˈaːt͡ʃək mˈənɖələk bˈiːs pɾˈət̪ɪʃət̪ sˈə̃ ˈəd̪ʱɪk ˈət͡ʃʰɪ . ˈekʈaː pˈaːɾʈiːme pəɲd͡ʒˈiːkɾɪt̪ lˈoɡ sˈəbʱmesə̃ t͡ʃʰɪjˈaːsəʈʰ d̪əʃˈəmləʋ ˈek pɾˈət̪ɪʃət̪ pˈəɾ ɖemokɾeʈˈəsbʱək əd̪ʱɪkˈaːɾ ˈət͡ʃʰɪ . mət̪d̪aːt̪aːsˈəbʱme sˈə̃ ɪkːˈiːs d̪əʃˈəmləʋ nˈəʊ pɾˈət̪ɪʃət̪ mət̪d̪ˈaːt̪aː əsˈəmbəd̪ʱː nɪɾd̪əlˈiːj ɦˈoɪt̪ t͡ʃʰˈəl .
यद्यपि महादेवी कोनो उपन्यास, कहानी वा नाटक नै लिखलक् तँ सेहो हुनकर लेख, निबन्ध, रेखाचित्र, संस्मरण, भूमिकासभ आ ललित निबन्धसभमे जे गद्य लिखने अछि ओ श्रेष्ठतम गद्यक उत्कृष्ट उदाहरण छी। हुनकर जीवनक सम्पूर्ण वैविध्य समाया छी। बिना कल्पना आ काव्यरूपक सहारा लके कोनो रचनाकार गद्य मे कतेक किछ अर्जित करि सकैत अछि, ई महादेवी के पढि के ही बुझल जा सकैत अछि।	jˈəd̪jəpɪ məɦˈaːd̪eʋiː kˈono ʊpənjˈaːs , kəɦˈaːniː ʋˈaː nˈaːʈək nˈəɪ lˈɪkʰlək t̪ˈə̃ sˈeɦo ɦˈʊnkəɾ lˈekʰ , nɪbˈənd̪ʱ , ɾekʰaːt͡ʃˈɪt̪ɾ , sˈə̃sməɾəɳ , bʱuːmɪkˈaːsəbʱ ˈaː lˈəlɪt̪ nɪbənd̪ʱəsˈəbʱme d͡ʒˈe ɡˈəd̪j lˈɪkʰne ˈət͡ʃʰɪ ˈo ʃɾˈeʂʈʰət̪əm ɡˈəd̪jək ʊt̪kɾˈɪʂʈ ʊd̪ˈaːɦɾəɳ t͡ʃʰˈiː . ɦˈʊnkəɾ d͡ʒˈiːʋnək səmpˈuːɾɳ ʋəɪʋˈɪd̪ʱj səmˈaːjaː t͡ʃʰˈiː . bˈɪnaː kˈəlpənaː ˈaː kˈaːʋjəɾuːpək səɦˈaːɾaː lˈəke kˈono ɾət͡ʃnaːkˈaːɾ ɡˈəd̪j mˈe kˈət̪ek kˈɪt͡ʃʰ ˈəɾd͡ʒɪt̪ kˈəɾɪ sˈəkəɪt̪ ˈət͡ʃʰɪ , ˈiː məɦˈaːd̪eʋiː kˈe pˈəɖʱɪ kˈe ɦˈiː bˈʊd͡ʒʱəl d͡ʒˈaː sˈəkəɪt̪ ˈət͡ʃʰɪ .
व्यञ्जन (देवनागरीमे ५ धरि) जोड़ि कऽ संयुक्ताक्षर बनैत अछि । र कऽ संग कोनो आर व्यञ्जनक संयुक्ताक्षरसभक लेल विशेष चिह्नसभक प्रयोग होइत अछि ।	ʋjˈəɲd͡ʒən d̪eʋnˈaːɡɾiːme pˈaː̃t͡ʃ d̪ʱˈəɾɪ d͡ʒˈoɽɪ kˈə sə̃jʊkt̪ˈaːkʂəɾ bˈənəɪt̪ ˈət͡ʃʰɪ . ɾˈə kˈə sˈə̃ŋɡ kˈono ˈaːɾ ʋjˈəɲd͡ʒənək sə̃jʊkt̪ˈaːkʂəɾəsbʱək lˈel ʋˈɪʃeʂ t͡ʃɪɦnˈəsbʱək pɾˈəjoɡ ɦˈoɪt̪ ˈət͡ʃʰɪ .
आस्मा जहाँगीर ( २७ जनवरी १९५२ – ११ फरवरी २०१८) पाकिस्तानी मानवाधिकार कार्यकर्ता, वकील आ पाकिस्तानी मानवअधिकार आयोगक संस्थापक आ प्रथम अध्यक्ष छल। ओ पाकिस्तानक सुप्रीम कोर्टमे कार्यरत छल। आस्मा हाशीसभ पर पडल बेबस लोगसभक लेल आवाज बुलन्द करवाक लेल जानल जाइत छल। ओ समाजसेविका छल आ मुख्यतः अल्पसंख्यक समुदाय आ महिलासभक लेल कार्य करैत छल।	ˈaːsmaː d͡ʒəɦaː̃ɡˈiːɾ sət̪ːaːˈiːs d͡ʒənˈəʋɾiː ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ bˈaːʋən ɡjˈaːɾəɦ pʰəɾˈəʋɾiː d̪ˈo ɦəzˈaːɾ əʈʰˈaːɾəɦ paːkɪst̪ˈaːniː maːnʋaːd̪ʱɪkˈaːɾ kˈaːɾjəkəɾt̪aː , ʋəkˈiːl ˈaː paːkɪst̪ˈaːniː maːnʋəəd̪ʱɪkˈaːɾ ˈaːjoɡək sˈə̃st̪ʰaːpək ˈaː pɾˈət̪ʰəm əd̪ʱjˈəkʂ t͡ʃʰˈəl . ˈo paːkɪst̪ˈaːnək sʊpɾˈiːm kˈoɾʈəme kˈaːɾjəɾət̪ t͡ʃʰˈəl . ˈaːsmaː ɦaːʃˈiːsəbʱ pˈəɾ pˈəɖəl bˈebəs loɡˈəsbʱək lˈel aːʋˈaːd͡ʒ bʊlˈənd̪ kəɾʋˈaːk lˈel d͡ʒˈaːnəl d͡ʒˈaːɪt̪ t͡ʃʰˈəl . ˈo səmˈaːd͡ʒseʋɪkaː t͡ʃʰˈəl ˈaː mˈʊkʰjət̪əh əlpəsˈə̃ŋkʰjək səmʊd̪ˈaːj ˈaː məɦɪlˈaːsbʱək lˈel kˈaːɾj kˈəɾəɪt̪ t͡ʃʰˈəl .
सोफिया हङकङ स्थित कम्पनी ह्यान्सन रोबोटिक्सद्वारा विकसित एक सामाजिक ह्यूमनोयड रोबोट छी । सोफिया कऽ १९ अप्रैल, २०१५ मे सक्रिय करि देल गेल छल आ मार्च २०१६ के मध्यमे अस्टिन, टेक्सस, संयुक्त राज्य अमेरिकामे दक्षिणपश्चिमी महोत्सव (एसएक्सएसडब्लु)द्वारा दक्षिणमे अपन पहिल सार्वजनिक प्रदर्शन केनए छल । ओ ६२ सँ अधिक मुखार भाव प्रदर्शित करवाक लेल सक्षम अछि ।	sˈopʰɪjaː ɦˈəŋkəŋ st̪ʰˈɪt̪ kˈəmpəniː ɦjˈaːnsən ɾoboʈɪksəd̪ʋˈaːɾaː ʋˈɪksɪt̪ ˈek saːmˈaːd͡ʒɪk ɦjˈuːmnojəɖ ɾˈoboʈ t͡ʃʰˈiː . sˈopʰɪjaː kˈə ʊnːˈiːs ˈəpɾəɪl , d̪ˈo ɦəzˈaːɾ pˈə̃n̪d̪ɾəɦ mˈe sˈəkɾɪj kˈəɾɪ d̪ˈel ɡˈel t͡ʃʰˈəl ˈaː mˈaːɾt͡ʃ d̪ˈo ɦəzˈaːɾ sˈoləɦ kˈe mˈəd̪ʱjəme ˈəsʈɪn , ʈˈeksəs , sə̃jˈʊkt̪ ɾˈaːd͡ʒj əmeɾɪkˈaːme d̪əkʂɪɳpˈəʃt͡ʃɪmiː məɦˈot̪səʋ esəeksəesɖˈəblʊ d̪ʋˈaːɾaː d̪əkʂˈɪɳme ˈəpən pˈəɦɪl sˈaːɾʋəd͡ʒnɪk pɾəd̪ˈəɾʃən kˈenəe t͡ʃʰˈəl . ˈo bˈaːsəʈʰ sˈə̃ ˈəd̪ʱɪk mʊkʰˈaːɾ bʱˈaːʋ pɾəd̪ˈəɾʃɪt̪ kəɾʋˈaːk lˈel sˈəkʂəm ˈət͡ʃʰɪ .
१८९६ ग्रीष्मकालीन ओलम्पिकमे म्याराथन एक नायाब दौड़ प्रतियोगिता छल, ओना तँ दूरीक मानकीकरण सन् १९२१ मे भऽ सकल । समुचा दुनियामे प्रति वर्ष ५०० म्याराथन आयोजित होएत अछि, एहिमे अधिकांश धावक शौकिया होएत अछि । पैग म्याराथन प्रतियोगितामे दशो हजार धावक भऽ सकैत अछि ।	ˈek ɦəzˈaːɾ ˈaːʈʰ sˈəʊ t͡ʃʰɪjˈaːnʋe ɡɾiːʂməkaːlˈiːn oləmpˈɪkme mjaːɾˈaːt̪ʰən ˈek naːjˈaːb d̪ˈəʊɽ pɾˈət̪ɪjoɡɪt̪aː t͡ʃʰˈəl , ˈonaː t̪ˈə̃ d̪uːɾˈiːk maːnkˈiːkɾəɳ sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ ɪkːˈiːs mˈe bʱˈə sˈəkəl . sˈəmʊt͡ʃaː d̪ʊnɪjˈaːme pɾˈət̪ɪ ʋˈəɾʂ pˈaː̃t͡ʃ sˈəʊ mjaːɾˈaːt̪ʰən ˈaːjod͡ʒɪt̪ ɦˈoet̪ ˈət͡ʃʰɪ , ˈeɦɪme əd̪ʱɪkˈaː̃ʃ d̪ʱˈaːʋək ʃˈəʊkɪjaː ɦˈoet̪ ˈət͡ʃʰɪ . pˈəɪɡ mjaːɾˈaːt̪ʰən pɾət̪ɪjoɡɪt̪ˈaːme d̪ˈəʃo ɦəd͡ʒˈaːɾ d̪ʱˈaːʋək bʱˈə sˈəkəɪt̪ ˈət͡ʃʰɪ .
२०१८ फिफा विश्वकपक समूह घ अन्तर्गतक खेलसभ सन् २०१८ जुन १६ सँग जुन २६ धरि सञ्चालन भेल छल । ई समूहमे अर्जेन्टिना, आइसल्याण्ड, क्रोएशिया तथा नाइजेरिया रहल छल । ई समूहक उत्कृष्ट २ टिम क्रोएशिया आ अर्जेन्टिना, राउन्ड अफ १६ कऽ लेल चयन भेल छल ।	d̪ˈo ɦəzˈaːɾ əʈʰˈaːɾəɦ pʰˈɪpʰaː ʋɪʃʋˈəkpək səmˈuːɦ ɡʱˈə ənt̪ˈəɾɡət̪ək kʰˈelsəbʱ sˈən d̪ˈo ɦəzˈaːɾ əʈʰˈaːɾəɦ d͡ʒˈʊn sˈoləɦ sˈə̃ɡ d͡ʒˈʊn t͡ʃʰəbːˈiːs d̪ʱˈəɾɪ səɲt͡ʃˈaːlən bʱˈel t͡ʃʰˈəl . ˈiː səmˈuːɦme əɾd͡ʒˈenʈɪnaː , aːɪsəljˈaːɳɖ , kɾˈoeʃɪjaː t̪ˈət̪ʰaː nˈaːɪd͡ʒeɾɪjaː ɾˈəɦəl t͡ʃʰˈəl . ˈiː səmˈuːɦək ʊt̪kɾˈɪʂʈ d̪ˈo ʈˈɪm kɾˈoeʃɪjaː ˈaː əɾd͡ʒˈenʈɪnaː , ɾaːˈʊnɖ ˈəpʰ sˈoləɦ kˈə lˈel t͡ʃˈəjən bʱˈel t͡ʃʰˈəl .
रमन सिंह (जन्म: १५ अक्टूबर १९५२, कवर्धा) एक भारतीय राजनेता छी आ छत्तीसगढ कऽ वर्तमान मुख्यमन्त्री छी। रमन सिंह १९९० आ १९९३ मे मध्यप्रदेश विधानसभा कऽ सदस्य रहल। ओकर बाद सन् १९९९ मे ओ लोकसभा कऽ सदस्य चुनल गेल। १९९९ आ २००३ मे ओ भारत सरकार मे राज्य मन्त्री कऽ पद सेहो सम्हालक। २००४ मे भेल विधानसभा कऽ चुनावमे ओ सफलता पाऽ आ छत्तीसगढ़ राज्य कऽ मुख्यमन्त्री बनल।	ɾˈəmən sˈɪ̃ɦ d͡ʒˈənm , pˈə̃n̪d̪ɾəɦ əkʈˈuːbəɾ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ bˈaːʋən , kəʋˈəɾd̪ʱaː ˈek bʱaːɾt̪ˈiːj ɾˈaːd͡ʒnet̪aː t͡ʃʰˈiː ˈaː t͡ʃʰət̪ːˈiːsɡəɖʱ kˈə ʋəɾt̪əmˈaːn mʊkʰjəmˈənt̪ɾiː t͡ʃʰˈiː . ɾˈəmən sˈɪ̃ɦ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ nˈəbːe ˈaː ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t̪ɪɾˈaːnʋe mˈe məd̪ʱjˈəpɾəd̪eʃ ʋɪd̪ʱaːnˈəsbʱaː kˈə səd̪ˈəsj ɾˈəɦəl . ˈokəɾ bˈaːd̪ sˈən ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ nɪnjˈaːnʋe mˈe ˈo lokˈəsbʱaː kˈə səd̪ˈəsj t͡ʃˈʊnəl ɡˈel . ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ nɪnjˈaːnʋe ˈaː d̪ˈo ɦəzˈaːɾ t̪ˈiːn mˈe ˈo bʱˈaːɾət̪ səɾkˈaːɾ mˈe ɾˈaːd͡ʒj mˈənt̪ɾiː kˈə pˈəd̪ sˈeɦo səmɦˈaːlək . d̪ˈo ɦəzˈaːɾ t͡ʃˈaːɾ mˈe bʱˈel ʋɪd̪ʱaːnˈəsbʱaː kˈə t͡ʃʊnˈaːʋme ˈo səpʰˈəlt̪aː pˈaː ˈaː t͡ʃʰət̪ːˈiːsɡəɽʱ ɾˈaːd͡ʒj kˈə mʊkʰjəmˈənt̪ɾiː bˈənəl .
सन् २०१४ धरि सुडानक २ टा सम्पदाक संयुक्त राष्ट्र शैक्षिक, वैज्ञानिक एवं सांस्कृतिक सङ्गठन (युनेस्को)द्वारा विश्व सम्पदा क्षेत्रमे मान्यता प्रदान कएल गेल अछि ।	sˈən d̪ˈo ɦəzˈaːɾ t͡ʃˈəʊd̪əɦ d̪ʱˈəɾɪ sʊɖˈaːnək d̪ˈo ʈˈaː səmpəd̪ˈaːk sə̃jˈʊkt̪ ɾˈaːʂʈɾ ʃəˈɪkʂɪk , ʋəɪd͡ʒɲˈaːnɪk ˈeʋə̃ sˈaː̃skɾɪt̪ɪk sˈəŋɡəʈʰən jʊnˈesko d̪ʋˈaːɾaː ʋˈɪʃʋ sˈəmpəd̪aː kʂˈet̪ɾəme mˈaːnjət̪aː pɾəd̪ˈaːn kˈəel ɡˈel ˈət͡ʃʰɪ .
युनेस्कोद्वारा विश्व सम्पदा क्षेत्र घोषित कएल थाइल्याण्डक सांस्‍कृतिक आ प्राकृतिक स्थलसभक सूची:	jʊneskod̪ʋˈaːɾaː ʋˈɪʃʋ sˈəmpəd̪aː kʂˈet̪ɾ ɡʱˈoʂɪt̪ kˈəel t̪ʰaːɪljˈaːɳɖək sˈaː̃s kɾˈɪt̪ɪk ˈaː pɾˈaːkɾɪt̪ɪk st̪ʰəlˈəsbʱək sˈuːt͡ʃiː ,
मेहरीन कौर पिरजादा (जन्म ०५ नवम्बर १९९५) एक भारतीय मोडल आ अभिनेत्री छी जे मुख्य रुपसँ तेलगु चलचित्रमे काज करैत अछि । पिरजादा अपन शुरुवात टलिउड चलचित्र कृष्णा गाडी विरा प्रेम गाधा सँ केनए छल । जेहिमे ओ नानीक विपरीत काज केनए छल । मेहरीन सन् २०१७ मे अपन पहिल बलिउड चलचित्र पिल्लौरी सँ केनए छल ।	meɦɾˈiːn kˈəʊɾ pɪɾd͡ʒˈaːd̪aː d͡ʒˈənm pˈaː̃t͡ʃ nəʋˈəmbəɾ ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ pə̃ɲt͡ʃˈaːnʋe ˈek bʱaːɾt̪ˈiːj mˈoɖəl ˈaː əbʱɪnˈet̪ɾiː t͡ʃʰˈiː d͡ʒˈe mˈʊkʰj ɾˈʊpsə̃ t̪ˈelɡʊ t͡ʃəlt͡ʃˈɪt̪ɾəme kˈaːd͡ʒ kˈəɾəɪt̪ ˈət͡ʃʰɪ . pɪɾd͡ʒˈaːd̪aː ˈəpən ʃʊɾʊʋˈaːt̪ ʈˈəlɪʊɖ t͡ʃəlt͡ʃˈɪt̪ɾ kɾˈɪʂɳaː ɡˈaːɖiː ʋˈɪɾaː pɾˈem ɡˈaːd̪ʱaː sˈə̃ kˈenəe t͡ʃʰˈəl . d͡ʒˈeɦɪme ˈo naːnˈiːk ʋɪpɾˈiːt̪ kˈaːd͡ʒ kˈenəe t͡ʃʰˈəl . meɦɾˈiːn sˈən d̪ˈo ɦəzˈaːɾ sˈət̪ɾəɦ mˈe ˈəpən pˈəɦɪl bˈəlɪʊɖ t͡ʃəlt͡ʃˈɪt̪ɾ pˈɪlːəʊɾiː sˈə̃ kˈenəe t͡ʃʰˈəl .
बरिसाल शहरक कुल क्षेत्रफल ५८ वर्ग किलोमिटर रहल अछि । बरिसाल जिल्लाकें केन्द्रक रुपमे रहल ई शहरकें मदारीपुर, लक्ष्मीपुर, चाँदपुर, शरियतपुर जिलाद्वारा उत्तर तर्फ सँ घेरल अछि तँ पटुवाखाली, बर्जुना आ झालोकोटी जिला एकरा दक्षिण दिशा दिस सँ घेरने अछि । खोरदबाद, एरियल खान, कमलीजरा आ कीर्तनखोला ई शहरक मुख्य नदीसभ छी ।	bəɾɪsˈaːl ʃˈəɦɾək kˈʊl kʂˈet̪ɾəpʰəl əʈʈʰˈaːʋən ʋˈəɾɡ kˈɪlomɪʈəɾ ɾˈəɦəl ˈət͡ʃʰɪ . bəɾɪsˈaːl d͡ʒɪlːˈaːkẽ kˈend̪ɾək ɾˈʊpme ɾˈəɦəl ˈiː ʃəɦˈəɾkẽ məd̪aːɾˈiːpʊɾ , lˈəkʂmiːpʊɾ , t͡ʃˈaː̃d̪pʊɾ , ʃəɾɪjˈət̪pʊɾ d͡ʒɪlˈaːd̪ʋaːɾaː ˈʊt̪ːəɾ t̪ˈəɾpʰ sˈə̃ ɡʱˈeɾəl ˈət͡ʃʰɪ t̪ˈə̃ pəʈʊʋaːkʰˈaːliː , bˈəɾd͡ʒʊnaː ˈaː d͡ʒʱˈaːlokoʈiː d͡ʒˈɪlaː ˈekɾaː d̪ˈəkʂɪɳ d̪ˈɪʃaː d̪ˈɪs sˈə̃ ɡʱˈeɾne ˈət͡ʃʰɪ . kʰoɾəd̪bˈaːd̪ , ˈeɾɪjəl kʰˈaːn , kəmlˈiːd͡ʒɾaː ˈaː kˈiːɾt̪ənkʰolaː ˈiː ʃˈəɦɾək mˈʊkʰj nəd̪ˈiːsəbʱ t͡ʃʰˈiː .
शेनझेन क्षेत्रमे लोकक बसोवास पुरातन समय सँ रहल आएल अछि । हालधरि भेटिएल सभसँ पूरान पुरातात्त्विक अवशेषसभ करिब ५००० वि.सि रहल अनुमान लगाने अछि।	ʃˈend͡ʒʱen kʂˈet̪ɾəme lˈokək bəsoʋˈaːs pʊɾˈaːt̪ən sˈəməj sˈə̃ ɾˈəɦəl ˈaːel ˈət͡ʃʰɪ . ɦaːlˈəd̪ʱɾɪ bʱˈeʈɪel sˈəbʱsə̃ puːɾˈaːn pʊɾaːt̪ˈaːt̪ːʋɪk əʋʃˈeʂsəbʱ kˈəɾɪb pˈaː̃t͡ʃ ɦəzˈaːɾ ʋˈɪ . sˈɪ ɾˈəɦəl ənʊmˈaːn ləɡˈaːne ˈət͡ʃʰɪ .
एडावलेठ कक्कट जानकी अम्माल () (१८९७-१९८४) भारत कऽ एक महिला वैज्ञानिक छल। अम्माल भारतक एक ख्याति प्राप्त वनस्पति आ कोशिका वैज्ञानिक छल जे आनुवांशिकी, उद्विकास, वानस्पतिक भूगोल आ नृजातीय वानस्पतिकी कऽ क्षेत्रमे उल्लेखनीय योगदान देनए छलि। भारत सरकारद्वारा पद्म श्री सँ सम्मानित जानकी अम्माल भारतीय विज्ञान एकेडमी कऽ संस्थापक सेहो रहल छल।	eɖˈaːʋleʈʰ kˈəkːəʈ d͡ʒˈaːnkiː əmːˈaːl ˈek ɦəzˈaːɾ ˈaːʈʰ sˈəʊ sət̪ːˈaːnʋe ˈek ɦəzˈaːɾ nˈəʊ sˈəʊ t͡ʃəʊɾˈaːsiː bʱˈaːɾət̪ kˈə ˈek mˈəɦɪlaː ʋəɪd͡ʒɲˈaːnɪk t͡ʃʰˈəl . əmːˈaːl bʱˈaːɾt̪ək ˈek kʰjˈaːt̪ɪ pɾˈaːpt̪ ʋənˈəspət̪ɪ ˈaː kˈoʃɪkaː ʋəɪd͡ʒɲˈaːnɪk t͡ʃʰˈəl d͡ʒˈe aːnʊʋˈaː̃ʃɪkiː , ʊd̪ʋɪkˈaːs , ʋaːnˈəspət̪ɪk bʱˈuːɡol ˈaː nɾɪd͡ʒaːt̪ˈiːj ʋaːnˈəspət̪ɪkiː kˈə kʂˈet̪ɾəme ʊlːekʰnˈiːj joɡd̪ˈaːn d̪ˈenəe t͡ʃʰˈəlɪ . bʱˈaːɾət̪ səɾkaːɾəd̪ʋˈaːɾaː pˈəd̪m ʃɾˈiː sˈə̃ səmːˈaːnɪt̪ d͡ʒˈaːnkiː əmːˈaːl bʱaːɾt̪ˈiːj ʋɪd͡ʒɲˈaːn ekˈeɖmiː kˈə sˈə̃st̪ʰaːpək sˈeɦo ɾˈəɦəl t͡ʃʰˈəl .
स्टारडस्ट आ फिल्मफेयर पुरस्कारक लेल हुनका कोरियोग्राफ कएल गेल गीत 'सुनो ना सङ्गमरमर' नामाङ्कित कएल गेल छल।	sʈaːɾɖˈəsʈ ˈaː pʰˈɪlməpʰejəɾ pʊɾəskˈaːɾək lˈel ɦˈʊnkaː koɾɪjoɡɾˈaːpʰ kˈəel ɡˈel ɡˈiːt̪ sˈʊno nˈaː səŋɡəmˈəɾməɾ naːmˈaːŋkɪt̪ kˈəel ɡˈel t͡ʃʰˈəl .
सन् २००८ मे बिबिसी रेडियो ३ मे माइकल बर्केलीद्वारा आयोजन कएल गेल 'प्राइभेट प्यासन'-जिवन्त सङ्गीत चर्चा कार्यक्रममे किरण देसाईकें पाहुनकें रुपमे बजाएल गेल छल। सन् २००७ मई महिनामे आयोजना कएल गेल एसिया हाउस फेस्टिभल अफ कोल्ड लिट्रेचरमे किरण आकर्षण लेखिकाकें रुपमे आमन्त्रित कएल गेल छल।	sˈən d̪ˈo ɦəzˈaːɾ ˈaːʈʰ mˈe bˈɪbɪsiː ɾˈeɖɪjo t̪ˈiːn mˈe mˈaːɪkəl bəɾkelˈiːd̪ʋaːɾaː ˈaːjod͡ʒən kˈəel ɡˈel pɾˈaːɪbʱeʈ pjˈaːsən d͡ʒɪʋˈənt̪ səŋɡˈiːt̪ t͡ʃˈəɾt͡ʃaː kˈaːɾjəkɾəmme kˈɪɾəɳ d̪esaːˈiːkẽ paːɦˈʊnkẽ ɾˈʊpme bəd͡ʒˈaːel ɡˈel t͡ʃʰˈəl . sˈən d̪ˈo ɦəzˈaːɾ sˈaːt̪ mˈəiː məɦɪnˈaːme aːjˈod͡ʒnaː kˈəel ɡˈel ˈesɪjaː ɦˈaːʊs pʰˈesʈɪbʱəl ˈəpʰ kˈolɖ lɪʈɾet͡ʃˈəɾme kˈɪɾəɳ aːkˈəɾʂəɳ lekʰɪkˈaːkẽ ɾˈʊpme aːmˈənt̪ɾɪt̪ kˈəel ɡˈel t͡ʃʰˈəl .
नीलम देओक विवाह भारतीय प्रशासनिक सेवाक एक अधिकारी प्रमोद देओ सँ भेल अछि, जे भारतक पूर्वमे केन्द्रीय विद्युत नियामक आयोगक अध्यक्ष छल। नीलम आ प्रमोद कऽ एक बेटी अछि, जे पेङसिल्वेनिया कऽ लेह विश्वविद्यालयमे राजनीति विज्ञानक एसोसिएट प्रोफेसर छी।	nˈiːləm d̪ˈeok ʋɪʋˈaːɦ bʱaːɾt̪ˈiːj pɾəʃˈaːsnɪk seʋˈaːk ˈek əd̪ʱɪkˈaːɾiː pɾˈəmod̪ d̪ˈeo sˈə̃ bʱˈel ˈət͡ʃʰɪ , d͡ʒˈe bʱˈaːɾt̪ək pˈuːɾʋəme kend̪ɾˈiːj ʋˈɪd̪jʊt̪ nɪjˈaːmək ˈaːjoɡək əd̪ʱjˈəkʂ t͡ʃʰˈəl . nˈiːləm ˈaː pɾˈəmod̪ kˈə ˈek bˈeʈiː ˈət͡ʃʰɪ , d͡ʒˈe peŋsˈɪlʋenɪjaː kˈə lˈeɦ ʋɪʃʋəʋɪd̪jaːlˈəjme ɾˈaːd͡ʒniːt̪ɪ ʋɪd͡ʒɲˈaːnək ˈesosɪeʈ pɾˈopʰesəɾ t͡ʃʰˈiː .
उपत्यका मे नेवारक शासन आ पड़ोसी क्षेत्र मे ओकर संप्रभुता आ प्रभाव पृथ्वी नारायण शाह द्वारा स्थापित गोरखा राज्य द्वारा 1769 मे काठमांडू उपत्यका पर विजयक संग समाप्त भेल। नेवार राज्यक सिमाना तिब्बत पूर्व मे किरात राज्य आ त्रिशूली नदी मे पश्चिम, जे एकरा गोरखा राज्य सँ अलग क' देलक।	ʊpˈət̪jəkaː mˈe neʋˈaːɾək ʃˈaːsən ˈaː pˈəɽosiː kʂˈet̪ɾ mˈe ˈokəɾ sˈə̃mpɾəbʱʊt̪aː ˈaː pɾəbʱˈaːʋ pɾˈɪt̪ʰʋiː naːɾˈaːjəɳ ʃˈaːɦ d̪ʋˈaːɾaː st̪ʰˈaːpɪt̪ ɡˈoɾkʰaː ɾˈaːd͡ʒj d̪ʋˈaːɾaː ˈek ɦəzˈaːɾ sˈaːt̪ sˈəʊ ˈʊnɦət̪ːəɾ mˈe kaːʈʰmˈaː̃ɳɖuː ʊpˈət̪jəkaː pˈəɾ ʋˈɪd͡ʒjək sˈə̃ŋɡ səmˈaːpt̪ bʱˈel . neʋˈaːɾ ɾˈaːd͡ʒjək sɪmˈaːnaː t̪ˈɪbːət̪ pˈuːɾʋ mˈe kɪɾˈaːt̪ ɾˈaːd͡ʒj ˈaː t̪ɾɪʃˈuːliː nˈəd̪iː mˈe pˈəʃt͡ʃɪm , d͡ʒˈe ˈekɾaː ɡˈoɾkʰaː ɾˈaːd͡ʒj sˈə̃ ˈələɡ kˈə d̪ˈelək .
