Lenane le feletseng la Wikipedia dikgatiso&nbsp;·	lɛnɑnɛ lɛ fɛlɛt͡sʼɛŋ lɑ wikʼipʼɛdiɑ dikχɑtʼisɔ
Ka kgwedi ya Mmesa, selemong sa 2015 ho ile ha tlaleha hore tjhelete e ka ballwang ho R8 million(di-milione tse robedi) ya lekgetho e ne e sebedisitswe selemo sa ditjhelete sa 2011/12 ka ho tsosolosa letamo la hae la ho sesa.	kʼɑ kχwɛdi jɑ mmɛsɑ , sɛlɛmɔŋ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ ɦɔ ilɛ ɦɑ t͡ɬʼɑlɛɦɑ ɦɔrɛ t͡ʃʼɦɛlɛtʼɛ ɛ kʼɑ bɑllwɑŋ ɦɔ dirɑntʼɑ t͡sʼɛ rɔbɛdi milliɔn di miliɔnɛ t͡sʼɛ rɔbɛdi jɑ lɛkχɛtʰɔ ɛ nɛ ɛ sɛbɛdisit͡sʼwɛ sɛlɛmɔ sɑ dit͡ʃʼɦɛlɛtʼɛ sɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɑ ɦɔ t͡sʼɔsɔlɔsɑ lɛtʼɑmɔ lɑ ɦɑɛ lɑ ɦɔ sɛsɑ .
"Glencore, Ramaphosa eye 50/50 mining JVs in SA". Moneyweb. 11 October 2011. Retrieved 12 August 2017.	xlɛnkɔrɛ , rɑmɑpʰɔsɑ ɛjɛ mɑʃɔmɛ ɑ mɑɬɑnɔ mɑʃɔmɛ ɑ mɑɬɑnɔ miniŋ d͡ʒvs in sɑ . mɔnɛjwɛb . lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ ɔktʼɔbɛr dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ . rɛtʼriɛvɛd lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi ɑuxustʼ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ .
^ Piper, Laurence (2002). "Bochaba bo se nang sechaba: ho phahama le ho oa ha bochaba ba Mazulu phetohong ea Afrika Boroa ho demokrasi, 1975-99". Lichaba le Bochaba.8 (1): 73–94. etsa:10.1111/1469-8219.00039. ISSN 1469-8129.	pʼipʼɛr , lɑurɛnkɛ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ mmɛdi . bɔkɦɑbɑ bɔ sɛ nɑŋ sɛkɦɑbɑ , ɦɔ pʰɑɦɑmɑ lɛ ɦɔ ɔɑ ɦɑ bɔkɦɑbɑ bɑ mɑzulu pʰɛtʼɔɦɔŋ ɛɑ ɑfrikʼɑ bɔrɔɑ ɦɔ dɛmɔkʼrɑsi , sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . likɦɑbɑ lɛ bɔkɦɑbɑ . rɔbɛdi nŋwɛ , mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ ɦɔ isɑ ɦɔ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ mɛnɛ . ɛt͡sʼɑ , lɛʃɔmɛ . sɛkʼɛtʼɛ lɛ lɛkχɔlɔ lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ mɑnɛ lɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ dikʼɛtʼɛ t͡sʼɛ rɔbɛdi lɛ mɑkχɔlɔ ɑ mɑbɛdi lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . issn sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ mɑnɛ lɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ ɦɔ isɑ ɦɔ dikʼɛtʼɛ t͡sʼɛ rɔbɛdi lɛ lɛkχɔlɔ lɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ .
^ Gordin, Jeremy (8 Mmesa 2009). "Jacob Zuma: Tlhahlobo ea Jeremy Gordin". Romella Hona Joale 24/7. E bolokiloe ho tlohaea pele ka la 11 Mmesa 2009.	xɔrdin , d͡ʒɛrɛmj rɔbɛdi mmɛsɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ . d͡ʒɑkɔb zumɑ , t͡ɬʰɑɬɔbɔ ɛɑ d͡ʒɛrɛmj xɔrdin . rɔmɛllɑ ɦɔnɑ d͡ʒɔɑlɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛnɛ supʼɑ . ɛ bɔlɔkʼilɔɛ ɦɔ t͡ɬʼɔɦɑɛɑ pʼɛlɛ kʼɑ lɑ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ mmɛsɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɛt͡sʼɔ ɛ rɔbɔŋ .
Podobský, Jaroslav (1935/1947) Li astres del Verne.	pʼɔdɔbskʼj , d͡ʒɑrɔslɑv sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ li ɑstʼrɛs dɛl vɛrnɛ .
Setifikeiti se seng se kenyelletsa li-audio tsa li-multi-box (li-unit tse 3 kapa ho feta lebokose le leng) tse netefalitsoeng ho 12,500 bakeng sa khauta le 25,000 bakeng sa platinum, li-video tsa 'mino ho 5,000/10,000 le li-DVD ho 10,000/20,000.	sɛtʼifikʼɛitʼi sɛ sɛŋ sɛ kʼɛɲɛllɛt͡sʼɑ li ɑudiɔ t͡sʼɑ li multʼi bɔks li unitʼ t͡sʼɛ tʰɑrɔ kʼɑpʼɑ ɦɔ fɛtʼɑ lɛbɔkʼɔsɛ lɛ lɛŋ t͡sʼɛ nɛtʼɛfɑlit͡sʼɔɛŋ ɦɔ dikʼɛtʼɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi lɛ mɑkχɔlɔ ɑ mɑɬɑnɔ bɑkʼɛŋ sɑ kʰɑutʼɑ lɛ dikʼɛtʼɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ bɑkʼɛŋ sɑ pʼlɑtʼinum , li vidɛɔ t͡sʼɑ minɔ ɦɔ dikʼɛtʼɛ t͡sʼɛ ɬɑnɔ dikʼɛtʼɛ lɛʃɔmɛ lɛ li dvd ɦɔ dikʼɛtʼɛ lɛʃɔmɛ dikʼɛtʼɛ mɑʃɔmɛ ɑ mɑbɛdi .
Horst Matthai Quelle, *30.01.1912 ka Hannover †27.12.1999 ka Tijuana, Letôitšhi me mmopi.	ɦɔrstʼ mɑtʼtʰɑi !uɛllɛ , mɑʃɔmɛ ɑ mɑrɑrɔ nŋwɛ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi kʼɑ ɦɑnnɔvɛr mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ supʼilɛŋ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mmɛdi sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ rɔbɔŋ kʼɑ tʼid͡ʒuɑnɑ , lɛtʼɔit͡ʃʰi mɛ mmɔpʼi .
1:10 Le Molimo a re ho omella ka lefatše; leoatleng le leng ho. Molimo a bona hore haesita. "Molimo a re mokhatlo ona oa lefatse le dimela ea ho hlahisa peō, 'me lifate tsa litholoana, ka mofuta oa tsona ha ba hlahisa litholoana ka peo." Molimo o ile a hammoho.	nŋwɛ , lɛʃɔmɛ lɛ mɔlimɔ ɑ rɛ ɦɔ ɔmɛllɑ kʼɑ lɛfɑt͡ʃʼɛ , lɛɔɑt͡ɬʼɛŋ lɛ lɛŋ ɦɔ . mɔlimɔ ɑ bɔnɑ ɦɔrɛ ɦɑɛsitʼɑ . mɔlimɔ ɑ rɛ mɔkʰɑt͡ɬʼɔ ɔnɑ ɔɑ lɛfɑt͡sʼɛ lɛ dimɛlɑ ɛɑ ɦɔ ɬɑɦisɑ pʼɛɔ , mɛ lifɑtʼɛ t͡sʼɑ litʰɔlɔɑnɑ , kʼɑ mɔfutʼɑ ɔɑ t͡sʼɔnɑ ɦɑ bɑ ɬɑɦisɑ litʰɔlɔɑnɑ kʼɑ pʼɛɔ . mɔlimɔ ɔ ilɛ ɑ ɦɑmmɔɦɔ .
1:11 Lefatše medišitšego kamoo limela lipeo tsa hlahisa ka mor'a mofuta oa bona, 'me lifate tsa mefuta ea tsona ya dihlahiswa ka lipeo tsa litholoana. Molimo a bona hore haesita.	nŋwɛ , lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛfɑt͡ʃʼɛ mɛdiʃit͡ʃʼɛxɔ kʼɑmɔɔ limɛlɑ lipʼɛɔ t͡sʼɑ ɬɑɦisɑ kʼɑ mɔr ɑ mɔfutʼɑ ɔɑ bɔnɑ , mɛ lifɑtʼɛ t͡sʼɑ mɛfutʼɑ ɛɑ t͡sʼɔnɑ jɑ diɬɑɦiswɑ kʼɑ lipʼɛɔ t͡sʼɑ litʰɔlɔɑnɑ . mɔlimɔ ɑ bɔnɑ ɦɔrɛ ɦɑɛsitʼɑ .
1:14 Molimo o itse Lerateng oa leholimo ho maseli a masegare le masiu a ka thoko, lipotso tseo Exhibitions le matsatsi le lilemo.	nŋwɛ , lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ mɛnɛ mɔlimɔ ɔ it͡sʼɛ lɛrɑtʼɛŋ ɔɑ lɛɦɔlimɔ ɦɔ mɑsɛli ɑ mɑsɛxɑrɛ lɛ mɑsiu ɑ kʼɑ tʰɔkʼɔ , lipʼɔt͡sʼɔ t͡sʼɛɔ ɛksɦibitʼiɔns lɛ mɑt͡sʼɑt͡sʼi lɛ lilɛmɔ .
Puo ya pele: Se-Afrikaans (55.24%) Sesotho (31.96%) IsiZulu (5.45%) Senyesemane (2.88%) Tse ding (1.39%) IsiXhosa (1.01%) Setswana (0.76%) Puo ya Matsoho (0.76%) Sepedi (0.25%) IsiNdebele (0.25%) Xitsonga (0.03%)	pʼuɔ jɑ pʼɛlɛ , sɛ ɑfrikʼɑɑns dipʼɛrɛsɛntʼɛ t͡sʼɛ mɑʃɔmɛ ɑ mɑɬɑnɔ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ pʼɛdi nnɛ sɛsɔtʰɔ dipʼɛrɛsɛntʼɛ t͡sʼɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ rɔbɔŋ t͡sʰɛlɛlɑ isizulu dipʼɛrɛsɛntʼɛ t͡sʼɛ ɬɑnɔ nnɛ ɬɑnɔ sɛɲɛsɛmɑnɛ dipʼɛrɛsɛntʼɛ t͡sʼɛ pʼɛdi rɔbɛdi rɔbɛdi t͡sʼɛ diŋ dipʼɛrɛsɛntʼɛ t͡sʼɛ nŋwɛ tʰɑrɔ rɔbɔŋ isiksɦɔsɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ nŋwɛ lɛfɛɛlɑ nŋwɛ sɛt͡sʼwɑnɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ supʼɑ t͡sʰɛlɛlɑ pʼuɔ jɑ mɑt͡sʼɔɦɔ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ supʼɑ t͡sʰɛlɛlɑ sɛpʼɛdi dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ pʼɛdi ɬɑnɔ isindɛbɛlɛ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ pʼɛdi ɬɑnɔ zit͡sʼɔŋɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ lɛfɛɛlɑ tʰɑrɔ
Puo ya pele: Sesotho (73.42%) isiZulu (22.56%) Puo ya Matsoho (1.14%) isiXhosa (1.05%) Afrikaans (0.61%) Senyesemane (0.48%) Tse ding (0.32%) isiNdebele (0.15%) Setswana (0.11%) Xitsonga (0.10%) Sepedi (0.05%) Siswati (0.01%)	pʼuɔ jɑ pʼɛlɛ , sɛsɔtʰɔ dipʼɛrɛsɛntʼɛ t͡sʼɛ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ nnɛ pʼɛdi isizulu dipʼɛrɛsɛntʼɛ t͡sʼɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mmɛdi ɬɑnɔ t͡sʰɛlɛlɑ pʼuɔ jɑ mɑt͡sʼɔɦɔ dipʼɛrɛsɛntʼɛ t͡sʼɛ nŋwɛ nŋwɛ nnɛ isiksɦɔsɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ nŋwɛ lɛfɛɛlɑ ɬɑnɔ ɑfrikʼɑɑns dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ t͡sʰɛlɛlɑ nŋwɛ sɛɲɛsɛmɑnɛ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ nnɛ rɔbɛdi t͡sʼɛ diŋ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ tʰɑrɔ pʼɛdi isindɛbɛlɛ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ nŋwɛ ɬɑnɔ sɛt͡sʼwɑnɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ nŋwɛ nŋwɛ zit͡sʼɔŋɑ dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ nŋwɛ lɛfɛɛlɑ sɛpʼɛdi dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ lɛfɛɛlɑ ɬɑnɔ siswɑtʼi dipʼɛrɛsɛntʼɛ t͡sʼɛ lɛfɛɛlɑ lɛfɛɛlɑ nŋwɛ
Lesotho lena le palo ea batho ba ka lekanyetsoang ho ba 2,067,000. Lipalopalo tsa batho ba Lesotho li ka balloa ho liporesente tse 25% libakeng tsa litoropong,athe haele metseng le mahaeng ekaba liporesente tse ka bang mashome a supileng le metso e mehlano.	lɛsɔtʰɔ lɛnɑ lɛ pʼɑlɔ ɛɑ bɑtʰɔ bɑ kʼɑ lɛkʼɑɲɛt͡sʼɔɑŋ ɦɔ bɑ dimiliɔnɛ t͡sʼɛ pʼɛdi lɛ dikʼɛtʼɛ mɑʃɔmɛ ɑ t͡sʰɛlɛt͡sʼɛŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ . lipʼɑlɔpʼɑlɔ t͡sʼɑ bɑtʰɔ bɑ lɛsɔtʰɔ li kʼɑ bɑllɔɑ ɦɔ lipʼɔrɛsɛntʼɛ t͡sʼɛ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ libɑkʼɛŋ t͡sʼɑ litʼɔrɔpʼɔŋ , ɑtʰɛ ɦɑɛlɛ mɛt͡sʼɛŋ lɛ mɑɦɑɛŋ ɛkʼɑbɑ lipʼɔrɛsɛntʼɛ t͡sʼɛ kʼɑ bɑŋ mɑʃɔmɛ ɑ supʼilɛŋ lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ .
PlotArea = left:50 right:20 top:25 bottom:30	pʼlɔtʼɑrɛɑ lɛftʼ , mɑʃɔmɛ ɑ mɑɬɑnɔ rixɦtʼ , mɑʃɔmɛ ɑ mɑbɛdi tʼɔpʼ , mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ bɔtʼtʼɔm , mɑʃɔmɛ ɑ mɑrɑrɔ
ScaleMajor = unit:year increment:40000000 start:0 gridcolor:linegrey	skɑlɛmɑd͡ʒɔr unitʼ , jɛɑr inkrɛmɛntʼ , dimiliɔnɛ mɑʃɔmɛ ɑ mɑnɛ stʼɑrtʼ , lɛfɛɛlɑ xridkɔlɔr , linɛxrɛj
ScaleMinor = unit:year increment:10000000 start:0 gridcolor:linegrey2	skɑlɛminɔr unitʼ , jɛɑr inkrɛmɛntʼ , dimiliɔnɛ lɛʃɔmɛ stʼɑrtʼ , lɛfɛɛlɑ xridkɔlɔr , linɛxrɛj pʼɛdi
ScaleMajor = unit:year increment:500000 start:0 gridcolor:linegrey	skɑlɛmɑd͡ʒɔr unitʼ , jɛɑr inkrɛmɛntʼ , dikʼɛtʼɛ mɑkχɔlɔ ɑ mɑɬɑnɔ stʼɑrtʼ , lɛfɛɛlɑ xridkɔlɔr , linɛxrɛj
ScaleMinor = unit:year increment:500000 start:0 gridcolor:linegrey2	skɑlɛminɔr unitʼ , jɛɑr inkrɛmɛntʼ , dikʼɛtʼɛ mɑkχɔlɔ ɑ mɑɬɑnɔ stʼɑrtʼ , lɛfɛɛlɑ xridkɔlɔr , linɛxrɛj pʼɛdi
Ka 1985, NUM e ile ea khaotsa ho tloha CUSA 'me ea thusa ho theha Congress of South African Trade Unions (COSATU). Ha COSATU e kopanela le mokhatlo oa lipolotiki oa United Democratic Front (UDF) khahlanong le 'muso oa National Party oa P. W. Botha, Ramaphosa o ile a etella pele ho tsejoang e le Mass Democratic Movement (MDM).	kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɛt͡sʼɔ ɛ mɛɬɑnɔ , num ɛ ilɛ ɛɑ kʰɑɔt͡sʼɑ ɦɔ t͡ɬʼɔɦɑ kusɑ mɛ ɛɑ tʰusɑ ɦɔ tʰɛɦɑ kɔŋrɛss ɔf sɔutʰ ɑfrikɑn tʼrɑdɛ uniɔns kɔsɑtʼu . ɦɑ kɔsɑtʼu ɛ kʼɔpʼɑnɛlɑ lɛ mɔkʰɑt͡ɬʼɔ ɔɑ lipʼɔlɔtʼikʼi ɔɑ unitʼɛd dɛmɔkrɑtʼik frɔntʼ udf kʰɑɬɑnɔŋ lɛ musɔ ɔɑ nɑtʼiɔnɑl pʼɑrtʼj ɔɑ pʼw bɔtʰɑ , rɑmɑpʰɔsɑ ɔ ilɛ ɑ ɛtʼɛllɑ pʼɛlɛ ɦɔ t͡sʼɛd͡ʒɔɑŋ ɛ lɛ mɑss dɛmɔkrɑtʼik mɔvɛmɛntʼ mdm .
Butler, Anthony (2011). Cyril Ramaphosa. Johannesburg: Jacana. p. 1. ISBN 9781431401840.	but͡ɬʼɛr , ɑntʰɔɲ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ . kjril rɑmɑpʰɔsɑ . d͡ʒɔɦɑnnɛsburx , d͡ʒɑkɑnɑ . pʼ . nŋwɛ . isbn dibiliɔnɛ dikʼɛtʼɛ t͡sʼɛ rɔbɔŋ lɛ mɑkχɔlɔ ɑ supʼilɛŋ lɛ mɑʃɔmɛ ɑ rɔbɛdi lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ dimiliɔnɛ mɑkχɔlɔ ɑ mɑnɛ lɛ mɑʃɔmɛ ɑ mɑrɑrɔ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ dikʼɛtʼɛ mɑkχɔlɔ ɑ mɑnɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ lɛ mɑkχɔlɔ ɑ rɔbɛdi lɛ mɑʃɔmɛ ɑ mɑnɛ .
Godfrey Mokgonane Pitje (20 Phupu 1917 - 23 Mmesa 1997), leboea ho Transvaal, mora oa batsoali ba rutehileng. O tiile mme o khona, o ile a ea Fort Hare, moo a ileng a fumana lengolo la B.A. lengolo ka 1944, hamorao a fumana lengolo la degree lithutong tsa thuto ea mafu, thuto le molao.	xɔdfrɛj mɔkχɔnɑnɛ pʼit͡ʃʼɛ mɑʃɔmɛ ɑ mɑbɛdi pʰupʼu sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ lɛʃɔmɛ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ mɑʃɔmɛ ɑ mɑbɛdi lɛ mɛt͡sʼɔ ɛ mɛrɑrɔ mmɛsɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ rɔbɔŋ lɛ mɛt͡sʼɔ ɛ supʼilɛŋ , lɛbɔɛɑ ɦɔ tʼrɑnsvɑɑl , mɔrɑ ɔɑ bɑt͡sʼɔɑli bɑ rutʼɛɦilɛŋ . ɔ tʼiilɛ mmɛ ɔ kʰɔnɑ , ɔ ilɛ ɑ ɛɑ fɔrtʼ ɦɑrɛ , mɔɔ ɑ ilɛŋ ɑ fumɑnɑ lɛŋɔlɔ lɑ bɑ lɛŋɔlɔ kʼɑ sɛkʼɛtʼɛ lɛ mɑkχɔlɔ ɑ rɔbɔŋ lɛ mɑʃɔmɛ ɑ mɑnɛ lɛ mɛt͡sʼɔ ɛ mɛnɛ , ɦɑmɔrɑɔ ɑ fumɑnɑ lɛŋɔlɔ lɑ dɛxrɛɛ litʰutʼɔŋ t͡sʼɑ tʰutʼɔ ɛɑ mɑfu , tʰutʼɔ lɛ mɔlɑɔ .
Litho tse 'maloa tsa basebetsi le lik'hamphani li ntse li etsa liteko tsa serological, tse fumanang li-antibodies. Ho tloha ka la 6 Mmesa 2020, ha ho le e 'ngoe ea tsena e netefalitsoeng e lekane hore e ka sebelisoa bakeng sa tšebeliso e pharalletseng. Ka U.S. teko ea serological e entsoeng ke Cellex e amohetse ts'ebeliso ea tšohanyetso ke li laboratori tse netefalitsoeng feela.	litʰɔ t͡sʼɛ mɑlɔɑ t͡sʼɑ bɑsɛbɛt͡sʼi lɛ likʼ ɦɑmpʰɑni li nt͡sʼɛ li ɛt͡sʼɑ litʼɛkʼɔ t͡sʼɑ sɛrɔlɔxikɑl , t͡sʼɛ fumɑnɑŋ li ɑntʼibɔdiɛs . ɦɔ t͡ɬʼɔɦɑ kʼɑ lɑ t͡sʰɛlɛlɑ mmɛsɑ dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ mɑʃɔmɛ ɑ mɑbɛdi , ɦɑ ɦɔ lɛ ɛ ŋɔɛ ɛɑ t͡sʼɛnɑ ɛ nɛtʼɛfɑlit͡sʼɔɛŋ ɛ lɛkʼɑnɛ ɦɔrɛ ɛ kʼɑ sɛbɛlisɔɑ bɑkʼɛŋ sɑ t͡ʃʼɛbɛlisɔ ɛ pʰɑrɑllɛt͡sʼɛŋ . kʼɑ us tʼɛkʼɔ ɛɑ sɛrɔlɔxikɑl ɛ ɛnt͡sʼɔɛŋ kʼɛ kɛllɛks ɛ ɑmɔɦɛt͡sʼɛ t͡sʼ ɛbɛlisɔ ɛɑ t͡ʃʼɔɦɑɲɛt͡sʼɔ kʼɛ li lɑbɔrɑtʼɔri t͡sʼɛ nɛtʼɛfɑlit͡sʼɔɛŋ fɛɛlɑ .
Litlaleho tse ling li fana ka maikutlo a hore Biden o hanne ho tsoela pele ka thomo ea May 2011 U.S. ea ho bolaea Osama bin Laden, esere ho hloleha ho ka ama tebello ea Obama ea ho khethoa hape. O ile a etella pele ho tsebisa baeta-pele ba Congressional ka sephetho se atlehileng.	lit͡ɬʼɑlɛɦɔ t͡sʼɛ liŋ li fɑnɑ kʼɑ mɑikʼut͡ɬʼɔ ɑ ɦɔrɛ bidɛn ɔ ɦɑnnɛ ɦɔ t͡sʼɔɛlɑ pʼɛlɛ kʼɑ tʰɔmɔ ɛɑ mɑj dikʼɛtʼɛ t͡sʼɛ pʼɛdi lɛ lɛʃɔmɛ lɛ mɔt͡sʼɔ ɔ lɛ mɔŋ us ɛɑ ɦɔ bɔlɑɛɑ ɔsɑmɑ bin lɑdɛn , ɛsɛrɛ ɦɔ ɬɔlɛɦɑ ɦɔ kʼɑ ɑmɑ tʼɛbɛllɔ ɛɑ ɔbɑmɑ ɛɑ ɦɔ kʰɛtʰɔɑ ɦɑpʼɛ . ɔ ilɛ ɑ ɛtʼɛllɑ pʼɛlɛ ɦɔ t͡sʼɛbisɑ bɑɛtʼɑ pʼɛlɛ bɑ kɔŋrɛssiɔnɑl kʼɑ sɛpʰɛtʰɔ sɛ ɑt͡ɬʼɛɦilɛŋ .
Histori ea li-scream e qalile Mesopotamia ea boholo-holo ka 4000 B.C. Li ne li entsoe ka makala a tlamiloeng hammoho le litlama. Qalong li ne li le khutšoanyane ebile li se na letsoho; leha ho le joalo, ha nako e ntse e ea, moralo o ile oa fetoha 'me oa ba bonolo haholoanyane ka ho eketsa molamu kapa pole.	ɦistʼɔri ɛɑ li skrɛɑm ɛ !ɑlilɛ mɛsɔpʼɔtʼɑmiɑ ɛɑ bɔɦɔlɔ ɦɔlɔ kʼɑ dikʼɛtʼɛ t͡sʼɛ nnɛ bk li nɛ li ɛnt͡sʼɔɛ kʼɑ mɑkʼɑlɑ ɑ t͡ɬʼɑmilɔɛŋ ɦɑmmɔɦɔ lɛ lit͡ɬʼɑmɑ . !ɑlɔŋ li nɛ li lɛ kʰut͡ʃʼɔɑɲɑnɛ ɛbilɛ li sɛ nɑ lɛt͡sʼɔɦɔ , lɛɦɑ ɦɔ lɛ d͡ʒɔɑlɔ , ɦɑ nɑkʼɔ ɛ nt͡sʼɛ ɛ ɛɑ , mɔrɑlɔ ɔ ilɛ ɔɑ fɛtʼɔɦɑ mɛ ɔɑ bɑ bɔnɔlɔ ɦɑɦɔlɔɑɲɑnɛ kʼɑ ɦɔ ɛkʼɛt͡sʼɑ mɔlɑmu kʼɑpʼɑ pʼɔlɛ .
