Rygel - Jonathan Hardy (hì-ang-á ê chhau-chok-jîn)	ɹˈɪɡɛɫ d͡ʒˈɑːnəθən hˈɑːɹd̬i hi˥˩ aŋ˧ a˥˩ e˨˦ t͡sʰau̯˧ t͡sɔk̚˥ d͡ʑin˨˦
Selmoniškiai sī chi̍t ê tī Lietuva Kiōng-hô-kok Tauragė Kūn Tauragė Koān Mažonai Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn ū 7 ê lâng tòa.	sˈɛɫmoᶷnˌiːskiʲəˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ tʰˈæʊɹəd͡ʒ kun˧ tʰˈæʊɹəd͡ʒ ku̯an˧ mˈætsoᶷnəˌiː tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ t͡ɕʰit̚˧˨ e˨˦ laŋ˨˦ tu̯a˨˩ .
Čerioškavietė sī chi̍t ê tī Lietuva Kiōng-hô-kok Utena Kūn Utena Koān Vyžuonai Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn ū 3 ê lâng tòa.	kʰˈɪɹiʲoᶷskəˌʌvˌiːt ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ jˈuːtnə kun˧ jˈuːtnə ku̯an˧ vtsˈuːoᶷnəˌiː tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ u˧ sã˥ e˨˦ laŋ˨˦ tu̯a˨˩ .
Jukniškė sī chi̍t ê tī Lietuva Kiōng-hô-kok Utena Kūn Zarasai Koān Turmanto Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn bô lâng tòa.	d͡ʒˈʌnɪsk ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ jˈuːtnə kun˧ zˈæɹəsˌaᶦ ku̯an˧ t͡ʃəwɝmˈænt tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ bə˨˦ laŋ˨˦ tu̯a˨˩ .
Capiškiai sī chi̍t ê tī Lietuva Kiōng-hô-kok Tauragė Kūn Šilalė Koān Kvėdarna Tiúⁿ-ló-khu ê chng-thâu. Chit-ê chng-thâu tī 2011 nî ê sî-chūn bô lâng tòa.	kʰˈæpɪskiʲəˌiː ɕi˧ t͡ɕit̚˥ e˨˦ ti˧ lˈɪt̬uːvə ki̯ɔŋ˨˩ hə˧ kɔk̚˧˨ tʰˈæʊɹəd͡ʒ kun˧ sˈɪleᶦɫ ku̯an˧ kvədˈɑːɹnə tĩ̯ũ˥ lə˥ kʰu˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ . t͡ɕit̚˥ e˨˦ t͡sŋ̍˧ tʰau̯˨˦ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ it̚˧˨ ni˨˦ e˨˦ ɕi˧ t͡sun˧ bə˨˦ laŋ˨˦ tu̯a˨˩ .
Southern Periphery: East. William B. Griffen. Pages 329-342.	sˈʌðɚn pɚˈɪfɚi , ˈiːst . wˈɪɫjəm bˈiː . ɡɹˈɪfən . pʰˈeᶦd͡ʒəz sã˧ paʔ˥˩ d͡ʑi˨˩ t͡sap̚˧˨ kau̯˥˩ sã˧ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ d͡ʑi˧ .
Võ Văn Thưởng () sī Oa̍t-lâm ê chèng-tī-ka kap Kiōng-sán-chú-gī-chiá, i tùi 2023 nî kàu 2024 nî sī Oa̍t-lâm ê kok-ka chú-se̍k.	vˈoᶷ vˈæn θˈuːɔːŋɡ ɕi˧ u̯at̚˧˨ lam˨˦ e˨˦ t͡ɕiə̯ŋ˥˩ ti˨˩ ka˥ kap̚˧˨ ki̯ɔŋ˨˩ san˥ t͡su˥ ɡi˨˩ t͡ɕi̯a˥˩ , i˥ tu̯i˨˩ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ d͡ʑi˨˩ t͡sap̚˧˨ sã˥ ni˨˦ kau̯˨˩ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ d͡ʑi˨˩ t͡sap̚˧˨ ɕi˨˩ ni˨˦ ɕi˧ u̯at̚˧˨ lam˨˦ e˨˦ kɔk̚˥ ka˥ t͡su˥ ɕiə̯k̚˥ .
Han Gang (; Bûn-giân-im: Hân Kang; ), sī Lâm-hân chok-ka. I ê chok-phín Sò͘-si̍t Chú-gī-chiá () the̍h-tio̍h Eng-gí Sè-kaì--ê Book Chióng (), 2024 nî the̍h-tio̍h Nobel Bûn-ha̍k-chióng, sī thâu chi̍t-ê A-chiu lú-sèng kap thâu chi̍t-ê Lâm-hân Nobel bûn-ha̍k chióng tit-chióng-jîn.	han˥ ɡaŋ˥ , bun˧ ɡi̯ɛn˧ im˥ , han˨˦ kaŋ˥ , ɕi˧ lam˧ han˨˦ t͡sɔk̚˥ ka˥ . i˥ e˨˦ t͡sɔk̚˥ pʰin˥˩ sɔ˥˩ ɕit̚˥ t͡su˥ ɡi˨˩ t͡ɕi̯a˥˩ tʰeʔ˨˩ ti̯oʔ˥ iə̯ŋ˧ ɡi˥˩ se˥˩ kai̯˥˩ e˨˦ bˈʊk t͡ɕi̯ɔŋ˥˩ , d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ d͡ʑi˨˩ t͡sap̚˧˨ ɕi˨˩ ni˨˦ tʰeʔ˨˩ ti̯oʔ˥ noᶷbˈɛɫ bun˧ hak̚˧˨ t͡ɕi̯ɔŋ˥˩ , ɕi˧ tʰau̯˨˦ t͡ɕit̚˧˨ e˨˦ a˧ t͡ɕi̯u˥ lu˥ ɕiə̯ŋ˨˩ kap̚˧˨ tʰau̯˨˦ t͡ɕit̚˧˨ e˨˦ lam˧ han˨˦ noᶷbˈɛɫ bun˧ hak̚˥ t͡ɕi̯ɔŋ˥˩ tit̚˥ t͡ɕi̯ɔŋ˥ d͡ʑin˨˦ .
2018 nî, kùi-tiong peh chiūⁿ-khì 2A, chho͘-teng pán tâu 4.1-kio̍k sit 1-hun , m̄-koh tī kùi-tiong hőng kau-e̍k khì Tek-chiu Iû-khî-peng, Hiáng-bóe-chôa tit-tio̍h tâu-chhiú Jake Diekman .	d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ t͡ɕit̚˧˨ t͡sap̚˧˨ pat̚˧˨ ni˨˦ , ku̯i˥˩ ti̯ɔŋ˥ peʔ˧˨ t͡ɕĩ̯ũ˨˩ kʰi˨˩ d͡ʑi˧ a˥ , t͡sʰɔ˧ tiə̯ŋ˥ pan˥˩ tau̯˨˦ ɕi˨˩ ti̯am˥˩ t͡ɕit̚˥ ki̯ok̚˥ ɕit̚˧˨ it̚˧˨ hun˥ , m̩˨˩ kəʔ˧˨ ti˧ ku̯i˥˩ ti̯ɔŋ˥ hɔŋ˧˥ kau̯˧ iə̯k̚˥ kʰi˨˩ tiə̯k̚˥ t͡ɕi̯u˥ i̯u˧ kʰi˧ piə̯ŋ˥ , hi̯aŋ˥ bu̯e˥ t͡su̯a˨˦ tit̚˥ ti̯oʔ˥ tau̯˧ t͡ɕʰi̯u˥˩ d͡ʒˈeᶦk dˈiːkmən .
Ē-mn̂g-chhī ê cho̍at-tùi tē-lí ūi-tì tòa-leh tang-keng 118°04'04", pak-úi 24°26'46" hù-kīn. Khu-he̍k hōan-ûi pau-koat Ē-mn̂g-tó, Kó·-lōng-sū, tāi-lio̍k ê Tâng-oaⁿ, Chi̍p-bí, Hái-chhng, Siông-an kah kî-thaⁿ chōe-chōe hái-siōng ê sió tó-sū.	e˨˩ mŋ̍˧ t͡ɕʰi˧ e˨˦ t͡su̯at̚˧˨ tu̯i˨˩ te˨˩ li˥˩ u̯i˨˩ ti˨˩ tu̯a˥˩ leʔ˧˨ taŋ˧ kiə̯ŋ˥ t͡ɕit̚˧˨ paʔ˥˩ t͡ɕit̚˧˨ t͡sap̚˧˨ pat̚˧˨ tɔ˧ ɕi˨˩ ɕi˨˩ , pak̚˥ u̯i˥˩ d͡ʑi˨˩ t͡sap̚˧˨ ɕi˨˩ tɔ˧ d͡ʑi˨˩ t͡sap̚˧˨ lak̚˥ ɕi˥˩ t͡sap̚˧˨ lak̚˥ hu˥˩ kin˧ . kʰu˧ hiə̯k̚˥ hu̯an˨˩ u̯i˨˦ pau̯˧ ku̯at̚˧˨ e˨˩ mŋ̍˧ tə˥˩ , kɔ˥ lɔŋ˨˩ su˧ , tai̯˨˩ li̯ok̚˥ e˨˦ taŋ˧ ũ̯ã˥ , t͡ɕip̚˧˨ bi˥˩ , hai̯˥ t͡sʰŋ̍˥ , ɕi̯ɔŋ˧ an˥ kaʔ˧˨ ki˧ tʰã˥ t͡su̯e˨˩ t͡su̯e˧ hai̯˥ ɕi̯ɔŋ˧ e˨˦ ɕi̯o˥˩ tə˥ su˧ .
Kim-mn̂g tē-lí chō-phiau sī tang-keng 118°24′, pak-hūi 24°27′, tú-hó tī Kiú-liông-kang chhut-hái-kháu, hām Ē-mn̂g-tó sio-tùi-thâu, nn̄g-pêng kī-lī 1.8 kong-lí. Kim-mn̂g ê thó͘-tē pau-koah Tōa-kim-mn̂g-tó, Lia̍t-sū (Sió-kim-mn̂g), Tōa-tàⁿ, Jī-tàⁿ, lóng-chóng 12 ê tó-sū, chóng bīn-chek liōng-kî-iok 153.056&nbsp;km².	kim˧ mŋ̍˨˦ te˨˩ li˥˩ t͡sə˨˩ pʰi̯au̯˥ ɕi˧ taŋ˧ kiə̯ŋ˥ t͡ɕit̚˧˨ paʔ˥˩ t͡ɕit̚˧˨ t͡sap̚˧˨ pat̚˧˨ tɔ˧ d͡ʑi˨˩ t͡sap̚˧˨ ɕi˨˩ , pak̚˥ hu̯i˧ d͡ʑi˨˩ t͡sap̚˧˨ ɕi˨˩ tɔ˧ d͡ʑi˨˩ t͡sap̚˧˨ t͡ɕʰit̚˧˨ , tu˥ hə˥˩ ti˧ ki̯u˥ li̯ɔŋ˧ kaŋ˥ t͡sʰut̚˥ hai̯˥ kʰau̯˥˩ , ham˧ e˨˩ mŋ̍˧ tə˥˩ ɕi̯o˧ tu̯i˥˩ tʰau̯˨˦ , nŋ̍˨˩ piə̯ŋ˨˦ ki˨˩ li˧ it̚˧˨ ti̯am˥˩ pat̚˧˨ kɔŋ˧ li˥˩ . kim˧ mŋ̍˨˦ e˨˦ tʰɔ˥ te˧ pau̯˧ ku̯aʔ˧˨ tu̯a˨˩ kim˧ mŋ̍˧ tə˥˩ , li̯ɛt̚˧˨ su˧ ɕi̯o˥ kim˧ mŋ̍˨˦ , tu̯a˨˩ tã˨˩ , d͡ʑi˨˩ tã˨˩ , lɔŋ˥ t͡sɔŋ˥˩ t͡sap̚˧˨ d͡ʑi˧ e˨˦ tə˥ su˧ , t͡sɔŋ˥˩ bin˨˩ t͡ɕiə̯k̚˧˨ li̯ɔŋ˨˩ ki˧ i̯ok̚˧˨ t͡ɕit̚˧˨ paʔ˥˩ ɡɔ˨˩ t͡sap̚˧˨ sã˥ ti̯am˥˩ liə̯ŋ˨˦ ɡɔ˧ lak̚˥ piə̯ŋ˧ hɔŋ˥ kɔŋ˧ li˥˩ .
Hui-li̍p-pin sio̍k hái-iûⁿ-sèng jia̍t-tāi kùi-hong khí-hāu, nî pêng-kun khì-un 27℃, nî kàng-hō·-liōng ta̍t-kàu 2500 kong-lî chó-iū. Jo̍ah--lâng tiāⁿ-tiāⁿ ū teh chò hong-thai.	hu̯i˧ lip̚˧˨ pin˥ ɕi̯ok̚˥ hai̯˥ ĩ̯ũ˧ ɕiə̯ŋ˨˩ d͡ʑi̯ɛt̚˧˨ tai̯˧ ku̯i˥˩ hɔŋ˥ kʰi˥ hau̯˧ , ni˨˦ piə̯ŋ˧ kun˥ kʰi˥˩ un˥ li̯ap̚˥ ɕi˧ d͡ʑi˨˩ t͡sap̚˧˨ t͡ɕʰit̚˧˨ tɔ˧ , ni˨˦ kaŋ˥˩ hɔ˨˩ li̯ɔŋ˧ tat̚˧˨ kau̯˨˩ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ ɡɔ˨˩ paʔ˧˨ kɔŋ˧ li˨˦ t͡sə˥ i̯u˧ . d͡zu̯aʔ˨˩ laŋ˨˦ tĩ̯ã˨˩ tĩ̯ã˧ u˧ teʔ˧˨ t͡sə˨˩ hɔŋ˧ tʰai̯˥ .
Má-lâi-se-a sio̍k-î jia̍t-tài ú-lîm khì-hāu, iân-hái pêⁿ-iûⁿ pêng-kin khì-un 25℃~30℃, soaⁿ-khu pêng-kin khì-un 22℃~28℃.	ma˥ lai̯˧ se˧ a˥ ɕi̯ok̚˧˨ i˨˦ d͡ʑi̯ɛt̚˧˨ tai̯˨˩ u˥ lim˨˦ kʰi˥˩ hau̯˧ , i̯ɛn˧ hai̯˥˩ pẽ˧ ĩ̯ũ˨˦ piə̯ŋ˧ kin˥ kʰi˥˩ un˥ li̯ap̚˥ ɕi˧ d͡ʑi˨˩ t͡sap̚˧˨ ɡɔ˧ tɔ˧ kau̯˨˩ li̯ap̚˥ ɕi˧ sã˧ t͡sap̚˥ tɔ˧ , sũ̯ã˧ kʰu˥ piə̯ŋ˧ kin˥ kʰi˥˩ un˥ li̯ap̚˥ ɕi˧ d͡ʑi˨˩ t͡sap̚˧˨ d͡ʑi˧ tɔ˧ kau̯˨˩ li̯ap̚˥ ɕi˧ d͡ʑi˨˩ t͡sap̚˧˨ pat̚˧˨ tɔ˧ .
Pe̍h-hîm ê pó-un lêng-le̍k put-chí-á ū-hāu: kiàn-nā un-tō· khah koân 10°C tō sǹg kòe-thâu-sio.	peʔ˨˩ him˨˦ e˨˦ pə˥ un˥ liə̯ŋ˧ liə̯k̚˥ put̚˥ t͡ɕi˥ a˥˩ u˨˩ hau̯˧ , ki̯ɛn˥˩ na˧ un˧ tɔ˧ kʰaʔ˧˨ ku̯an˨˦ li̯ap̚˥ ɕi˧ t͡sap̚˥ tɔ˧ tə˧ sŋ̍˨˩ ku̯e˥˩ tʰau̯˧ ɕi̯o˥ .
Tām-chúi-khu ê ūi-tì sī pak-hūi 25°10′, tang-keng 121°27′, tī Sin-pak-chhī ê sai-pak kak-sì. I ê tang-pak-pêng sī Sam-chi-khu, tang-lâm-pêng sī Tâi-pak-chhī Pak-tâu-khu, sai-lâm-pêng hāⁿ-kòe Tām-chúi-hô sī Pat-lí-khu, sai-pak-pêng óa Tâi-oân Hái-kiap.	tam˨˩ t͡su̯i˥ kʰu˥ e˨˦ u̯i˨˩ ti˨˩ ɕi˧ pak̚˥ hu̯i˧ d͡ʑi˨˩ t͡sap̚˧˨ ɡɔ˧ tɔ˧ t͡sap̚˥ , taŋ˧ kiə̯ŋ˥ t͡ɕit̚˧˨ paʔ˥˩ d͡ʑi˨˩ t͡sap̚˧˨ it̚˧˨ tɔ˧ d͡ʑi˨˩ t͡sap̚˧˨ t͡ɕʰit̚˧˨ , ti˧ ɕin˧ pak̚˥ t͡ɕʰi˧ e˨˦ sai̯˧ pak̚˧˨ kak̚˥ ɕi˨˩ . i˥ e˨˦ taŋ˧ pak̚˥ piə̯ŋ˨˦ ɕi˧ sam˧ t͡ɕi˧ kʰu˥ , taŋ˧ lam˧ piə̯ŋ˨˦ ɕi˧ tai̯˧ pak̚˥ t͡ɕʰi˧ pak̚˥ tau̯˧ kʰu˥ , sai̯˧ lam˧ piə̯ŋ˨˦ hã˨˩ ku̯e˨˩ tam˨˩ t͡su̯i˥ hə˨˦ ɕi˧ pat̚˥ li˥ kʰu˥ , sai̯˧ pak̚˥ piə̯ŋ˨˦ u̯a˥˩ tai̯˧ u̯an˨˦ hai̯˥ ki̯ap̚˧˨ .
Wikipedia chū 2001 nî 1 go̍eh 15 khai-sí ūn-chok. Tú khai-sí tan-sûn sī 1-ê Eng-gí ê sū-kang. Aū--lâi ta̍uh-ta̍uh-á cheng-ka . Bo̍k-chêng ū pah-gōa-chióng gí-giân pán-pún.	wˈɪkipʰˌiːd̬ˌiːʲə t͡su˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ it̚˧˨ ni˨˦ it̚˧˨ ɡu̯eʔ˥ t͡sap̚˧˨ ɡɔ˧ kʰai̯˧ ɕi˥˩ un˨˩ t͡sɔk̚˧˨ . tu˥˩ kʰai̯˧ ɕi˥˩ tan˧ sun˨˦ ɕi˧ it̚˧˨ e˨˦ iə̯ŋ˧ ɡi˥˩ e˨˦ su˨˩ kaŋ˥ . au̯˨˩ lai̯˨˦ tau̯ʔ˨˩ tau̯ʔ˨˩ a˥˩ t͡ɕiə̯ŋ˧ ka˥ . bɔk̚˧˨ t͡ɕiə̯ŋ˨˦ u˧ paʔ˥˩ ɡu̯a˨˩ t͡ɕi̯ɔŋ˥˩ ɡi˥ ɡi̯ɛn˨˦ pan˥ pun˥˩ .
Wikipedia koàn-sì iōng bûn-chiuⁿ ê sò·-liōng (bô-lūn tn̂g-té hó-bái) chò sêng-tióng ê chí-sò·. Tùi chit-ê kak-tō· lâi khoàⁿ, ē-sái kóng sêng-tióng chiâⁿ kín. Kàu 2004 nî 2 goe̍h 25 ûi-chí ū 50-bān phiⁿ. Kàu kah hit nî 7 go̍eh ū chhiau kòe 31 bān phiⁿ ê Eng-bûn bûn-chiuⁿ, lēng-gōa ū 53 bān phiⁿ siá kî-thaⁿ gí-giân. 9 goe̍h 20 hit ji̍t chhèng kàu 100-bān phiⁿ.	wˈɪkipʰˌiːd̬ˌiːʲə ku̯an˥˩ ɕi˨˩ i̯ɔŋ˧ bun˧ t͡ɕĩ̯ũ˥ e˨˦ sɔ˥˩ li̯ɔŋ˧ bə˧ lun˧ tŋ̍˧ te˥˩ hə˥ bai̯˥˩ t͡sə˨˩ ɕiə̯ŋ˧ ti̯ɔŋ˥˩ e˨˦ t͡ɕi˥ sɔ˨˩ . tu̯i˨˩ t͡ɕit̚˥ e˨˦ kak̚˥ tɔ˧ lai̯˨˦ kʰũ̯ã˨˩ , e˨˩ sai̯˥˩ kɔŋ˥˩ ɕiə̯ŋ˧ ti̯ɔŋ˥˩ t͡ɕĩ̯ã˨˦ kin˥˩ . kau̯˨˩ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ ɕi˨˩ ni˨˦ d͡ʑi˧ ɡu̯eʔ˥ d͡ʑi˨˩ t͡sap̚˧˨ ɡɔ˧ u̯i˧ t͡ɕi˥˩ u˧ ɡɔ˨˩ t͡sap̚˥ ban˧ pʰĩ˥ . kau̯˨˩ kaʔ˧˨ hit̚˧˨ ni˨˦ t͡ɕʰit̚˧˨ ɡu̯eʔ˥ u˧ t͡ɕʰi̯au̯˥ ku̯e˨˩ sã˧ t͡sap̚˧˨ it̚˧˨ ban˧ pʰĩ˥ e˨˦ iə̯ŋ˧ bun˨˦ bun˧ t͡ɕĩ̯ũ˥ , liə̯ŋ˨˩ ɡu̯a˧ u˧ ɡɔ˨˩ t͡sap̚˧˨ sã˥ ban˧ pʰĩ˥ ɕi̯a˥˩ ki˧ tʰã˥ ɡi˥ ɡi̯ɛn˨˦ . kau̯˥˩ ɡu̯eʔ˥ d͡ʑi˨˩ t͡sap̚˥ hit̚˧˨ d͡ʑit̚˥ t͡ɕʰiə̯ŋ˨˩ kau̯˨˩ t͡ɕit̚˧˨ paʔ˧˨ ban˧ pʰĩ˥ .
5 goe̍h 22 ji̍t - Tō-ián Michael Moore ê hoán-chiàn kì-lo̍k-phìⁿ Fahrenheit 9/11 tit-tio̍h Cannes Tiān-iáⁿ-cheh ê Kim Chang-chhiū Chióng (Palme d'Or).	ɡɔ˧ ɡu̯eʔ˥ d͡ʑi˨˩ t͡sap̚˧˨ d͡ʑi˧ d͡ʑit̚˥ tə˨˩ i̯ɛn˥˩ mˈaᶦkəɫ mˈʊɹ e˨˦ hu̯an˥ t͡ɕi̯ɛn˨˩ ki˥˩ lɔk̚˧˨ pʰĩ˨˩ fˈɛɹənhˌaᶦt kau̯˥˩ t͡sap̚˧˨ it̚˧˨ tit̚˥ ti̯oʔ˥ kʰˈænz ti̯ɛn˨˩ ĩ̯ã˥ t͡seʔ˧˨ e˨˦ kim˥ t͡saŋ˧ t͡ɕʰi̯u˧ t͡ɕi̯ɔŋ˥˩ pʰˈɑːm dˈiː ˈɔːɹ .
ScaleMajor = unit:year increment:20 start:01/01/1800	skˈeᶦɫmeᶦd͡ʒɚ jˈuːnᵻt , jˈɪɹ ˈɪŋkɹəmənt , d͡ʑi˨˩ t͡sap̚˥ stˈɑːɹt , it̚˧˨ it̚˧˨ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˧˨
ScaleMinor = unit:year increment:5 start:01/01/1800	skˈeᶦɫmaᶦnɚ jˈuːnᵻt , jˈɪɹ ˈɪŋkɹəmənt , ɡɔ˧ stˈɑːɹt , it̚˧˨ it̚˧˨ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˧˨
from: 25/10/1945 till: $now text:"Tiong-hôa Bîn-kok thóng-tī" color:cn1912tw1945	fɹˈʌm , d͡ʑi˨˩ t͡sap̚˧˨ ɡɔ˧ t͡sap̚˥ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ ɡɔ˧ tʰˈɪɫ , nˈaᶷ tʰˈɛkst , ti̯ɔŋ˧ hu̯a˨˦ bin˧ kɔk̚˧˨ tʰɔŋ˥ ti˧ kʰˈʌlɚ , kn t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ t͡ɕit̚˧˨ t͡sap̚˧˨ d͡ʑi˧ tʰˈaᶷ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ ɡɔ˧
from: 08/05/1895 till: 25/10/1945 text:"Tāi Ji̍t-pún Tè-kok thóng-tī" color:jptw	fɹˈʌm , pat̚˧˨ ɡɔ˧ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˥˩ kau̯˥ t͡sap̚˧˨ ɡɔ˧ tʰˈɪɫ , d͡ʑi˨˩ t͡sap̚˧˨ ɡɔ˧ t͡sap̚˥ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ ɡɔ˧ tʰˈɛkst , tai̯˧ d͡ʑit̚˧˨ pun˥˩ te˥˩ kɔk̚˧˨ tʰɔŋ˥ ti˧ kʰˈʌlɚ , d͡ʒptˈaᶷ
from: 01/01/1800 till: 08/05/1895 text:"Chheng-kok thóng-tī" color:cn1644tw1683	fɹˈʌm , it̚˧˨ it̚˧˨ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˧˨ tʰˈɪɫ , pat̚˧˨ ɡɔ˧ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˥˩ kau̯˥ t͡sap̚˧˨ ɡɔ˧ tʰˈɛkst , t͡ɕʰiə̯ŋ˧ kɔk̚˧˨ tʰɔŋ˥ ti˧ kʰˈʌlɚ , kn t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ lak̚˧˨ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ ɕi˨˩ tʰˈaᶷ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ lak̚˧˨ paʔ˥˩ pat̚˥ t͡sap̚˧˨ sã˥
at:17/04/1895 text:"Shimonoseki Tiâu-iok"	at̚˧˨ , t͡sap̚˧˨ t͡ɕʰit̚˧˨ ɕi˨˩ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ pat̚˥ paʔ˥˩ kau̯˥ t͡sap̚˧˨ ɡɔ˧ tʰˈɛkst , sʃˌɪmɑːnskˈɪ ti̯au̯˧ i̯ok̚˧˨
at:15/07/1987 text:"Kái-giâm Bîn-chú-hòa"	at̚˧˨ , t͡sap̚˧˨ ɡɔ˧ t͡ɕʰit̚˧˨ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ pat̚˥ t͡sap̚˧˨ t͡ɕʰit̚˧˨ tʰˈɛkst , kai̯˥ ɡi̯am˨˦ bin˧ t͡su˥ hu̯a˨˩
2004 nî Tâi-oân chóng-thóng sóan-kí tī 2004 nî 3 goe̍h 20 ji̍t kí-hêng, choè-āu Bîn-chú Chìn-pō͘ Tóng ê hāu-soán-jîn Tân Chúi-píⁿ í 6,471,970 phiò (tek-phiò-lu̍t 50.11%) sêng-kong liân-jīm, tòng-soán tē 11 jīm Tiong-hoâ Bîn-kok (Tâi-oân) chóng-thóng.	d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ ɕi˨˩ ni˨˦ tai̯˧ u̯an˨˦ t͡sɔŋ˥ tʰɔŋ˥˩ su̯an˥ ki˥˩ ti˧ d͡ʑi˨˩ t͡ɕʰi̯ɛn˧ liə̯ŋ˧ ɕi˨˩ ni˨˦ sã˥ ɡu̯eʔ˥ d͡ʑi˨˩ t͡sap̚˥ d͡ʑit̚˥ ki˥ hiə̯ŋ˨˦ , t͡su̯e˥˩ au̯˧ bin˧ t͡su˥˩ t͡ɕin˥˩ pɔ˧ tɔŋ˥˩ e˨˦ hau̯˨˩ su̯an˥ d͡ʑin˨˦ tan˨˦ t͡su̯i˥ pĩ˥˩ i˥˩ lak̚˧˨ paʔ˥˩ ɕi˥˩ t͡sap̚˧˨ t͡ɕʰit̚˥ ban˨˩ t͡ɕit̚˧˨ t͡ɕʰi̯ɛn˧ kau̯˥ paʔ˥˩ t͡ɕʰit̚˥ t͡sap̚˥ pʰi̯o˨˩ tiə̯k̚˥ pʰi̯o˥˩ lut̚˥ paʔ˥˩ hun˥ t͡ɕi˥ ɡɔ˨˩ t͡sap̚˥ ti̯am˥˩ t͡ɕit̚˥ t͡ɕit̚˥ ɕiə̯ŋ˧ kɔŋ˥ li̯ɛn˧ d͡ʑim˧ , tɔŋ˥˩ su̯an˥˩ te˧ t͡sap̚˧˨ it̚˧˨ d͡ʑim˧ ti̯ɔŋ˧ hu̯a˨˦ bin˧ kɔk̚˧˨ tai̯˧ u̯an˨˦ t͡sɔŋ˥ tʰɔŋ˥˩ .
