㔂甘蔗	lân-kam-tsià
臭臊草	tshàu-tsho-tsháu
臭臭	tshàu-tshàu
臭臭花	Tshàu-tshàu-hue
臭艾	tshàu-hiānn
臭芝屄	tshàu-tsi-bai
臭花草	tshàu-hue-tsháu
臭茉莉	tshàu-ba̍k-nī
臭草	tshàu-tsháu
臭菊	tshàu-kiok
臭菊仔	tshàu-kiok-á
臭菜	tshàu-tshài
臭葉樹	tshàu-hio̍h-tshiū
臭薟薟	tshàu-hiam-hiam
臭薰酒味	tshàu-hun-tsiú-bī
臭薸	tshàu-phiô
臭藥丸仔	tshàu-io̍h-uân-á
臭蟲	tshàu-thâng
臭蠟樹	tshàu-la̍h-tshiū
臭行	tsháu-hīng
臭賤	tshàu-tsiān
臭賤人	tshàu-tsiān-jîn
臭賤婢	tshàu-tsiān-pī
臭賤相	tshàu-tsiān-siòng
臭賤骨	tshàu-tsiān-kut
臭酒味	tshàu-tsiú-bī
臭酒羶	tshàu-tsiú-hiàn
臭酸	tshàu-sng
臭酸想	tshàu-sng-siūnn
臭酸步	tshàu-sng-pōo
臭酸水	tshàu-sng-tsuí
臭酸話	tshàu-sng-uē
臭酸飯	tshàu-sng-pn̄g
臭重	tshàu-tāng
臭銅爛鐵	tshàu-tâng-nuā-thih
臭雪文	tshàu-sap-bûn
臭青	tshàu-tshenn
臭青仔	tshàu-tshenn-á
臭青公	tshàu-tshenn-kong
臭面	tshàu-bīn
臭頭	tshàu-thâu
臭頭山	tshàu-thâu-suann
臭頭爛耳	tshàu-thâu-nuā-hīnn
臭頭雞仔	tshàu-thâu-ke-á
臭頭鳥	tshàu-thâu-tsiáu
臭風	tshàu-hong
臭風草	tshàu-hong-tsháu
臭餿	tshàu-sio̍h
臭餿味	tshàu-sio̍h-bī
臭香	tshàu-hiunn
臭香貓	tshàu-hiong-niau
臭骨相	tshàu-kut-siòng
臭鬢鬍	tshàu-pìn-hôo
臭魚	tshàu-hî
臭鳥	tshàu-tsiáu
臭黃	tshàu-n̂g
臭鼠	tshàu-tshí
臭鼬	tshàu-iū
臭鼻蟲	tshàu-phīnn-thâng
臭龜仔	tshàu-ku-á
至上	tsì-siāng
至公無私	tsì-kong-bû-su
至善	tsì-siān
至多	tsì-to
至大	tsì-tuā
至尊	tsì-tsun
至少	tsì-tsió
至德	tsì-tik
至於	tsì-î
至極	tsì-ki̍k
至濟	tsì-tsē
至腹個	tsì-pak-ê
至誠	tsì-sîng
至高	tsì-ko
致使	tì-sú
致候	tì-hāu
致候詞	Tì-hāu-sû
致傷	tì-siong
致函	tì-hâm
致到	tì-kàu
致力	tì-li̍k
致勝	tì-sìng
致命	tì-bīng
致命傷	tì-bīng-siong
致命處	tì-bīng-tshù
致富	tì-hù
致廕	tì-ìm
致心	tì-sim
致恨	tì-hīn
致意	tì-ì
致成	tì-tsiânn
致敬	tì-kìng
致歉	tì-khiàm
致死	tì-sí
致甲	tì-kah
致病	tì-pēnn
致癌物	tì-gâm-bu̍t
致蔭	tì-ìm
致詞	tì-sû
致謝	tì-siā
致賀	tì-hō
致贈	tì-tsīng
致身命	tì-sin-miā
致辭	tì-sû
致送	tì-sàng
致重	tì-tāng
致電	tì-tiān
臺北人	Tâi-pak-lâng
臺北縣	Tâi-pak-kuān
臺北車頭	Tâi-pak-Tshia-thâu
臺南山上花園水道博物館	Tâi-lâm-San-siōng-Hua-uân-Tsuí-tō-Phok-bu̍t-kuán
臺南左鎮化石園區	Tâi-lâm-Tsó-tìn-Huà-tsio̍h-Uân-khu
臺南市兒童科學館	Tâi-lâm-tshī-Jî-tông-Kho-ha̍k-kuán
臺南市南瀛科學教育館	Tâi-lâm-tshī-Lâm-îng-Kho-ha̍k-Kàu-io̍k-kuán
臺南市原住民文物館	Tâi-lâm-tshī-Guân-tsū-bîn-Bûn-bu̍t-kuán
臺南市議政史料館	Tâi-lâm-tshī-Gī-Tsìng-Sú-liāu-kuán
臺南數位文創園區	Tâi-lâm-Sòo-uī-Bûn-tshòng-Uân-khu
臺南文化創意產業園區	Tâi-lâm-Bûn-huà-Tshòng-ì-Sán-gia̍p-Uân-khu
臺江	Tâi-kang
臺灣	Tâi-uân
臺灣人	Tâi-uân-lâng
臺灣大學	Tâi-uân-Tāi-ha̍k
臺灣查埔人	tâi-uân-tsa-poo-lâng
臺灣海	Tâi-uân-hái
臺灣閩南語常用詞辭典	Tâi-oân-Bân-lâm-gí-Siông-iōng-sû-Sû-tián
臺羅字	Tâi-lô-lī
臺羅拼音	Tâi-lô-phing-im
臺胞證	tâi-pau-tsìng
臺西	Tâi-se
臺話	Tâi-uē
臼仔槌	khū-á-thuî
臼齒	khū-khí
舀水	iúnn-tsuí
舂乓	tsing-piànn
舂乓賊	tsing-piànn-tsha̍t
舂墓壙	tsing-bōng-khòng
舂摃拍	tsing-kòng-phà
舂杵	tsing-tshú
舂碎	tsing-tshuì
舂米	tsing-bí
舂米所	tsing-bí-sóo
舂臼槌	tsing-khū-thuî
舂著	tsing-tio̍h
舂著壁	tsing-tio̍h-piah
舂車	tsing-tshia
舅仔	kū-á
舅仔姊夫	kū-á-tsí-hu
舅公	kū-kong
舅燈	kū-ting
舅表	kū-piáu
與會	í-huē
與民爭利	í-bîn-tsing-lī
與生俱來	í-sing-kū-lâi
與眾不同	í-tsiòng-put-tông
與賽	ú-sài
興中會	Hing-tiong-huē
興事	hìng-sū
興倒	hìng-táu
興兵	hing-ping
興喋	hìng-thi̍h
興國	hing-kok
興奮	hing-hùn
興奮劑	hìng-hùn-tse
興孤味	hìng-koo-bī
興安	Hìng-an
興建	hing-kiàn
興復	hing-ho̍k
興掣掣	hìng-tshuah-tshuah
興插事	hìng-tshap-sū
興敗	hing-pāi
興旺	hing-ōng
興查某	hìng-tsâ-bóo
興燒酒	hìng-sio-tsiú
興盛	hing-sīng
興睏貓	hìng-khùn-bâ
興築	hing-tio̍k
興粉味	hìng-hún-bī
興網路症頭	hing-bāng-lōo-tsìng-thâu
興耍	hìng-sńg
興致	hìng-tì
興衰	hing-suai
興觸	hìng-tak
興訟	hìng-siōng
興諍	hìng-tsènn
興講話	hìng-kóng-uē
興賤	hìng-tsiān
興起	hing-khí
興趣	hìng-tshù
興辦	hing-pān
興這味	hìng-tsit-bī
興這路	hìng-tsit-lōo
興酒	hìng-tsiú
興隆	hing-liông
興雅	hing-ngá
興革	hing-kik
興頭	hìng-thâu
興食	hìng-tsia̍h
舉世	kí-sè
舉人	kí-jîn
舉例	kí-lē
舉債	kí-tsè
舉出	kí-tshut
舉動	kí-tōng
舉國	kí-kok
舉奏板	gia̍h-tsàu-pán
舉家	kí-ke
舉手	gia̍h-tshiú
舉扦	gia̍h-tshuann
舉杯	kí-pue
舉止	kí-tsí
舉發	kí-huat
舉目	gia̍h-ba̍k
舉紅燈	gia̍h-âng-ting
舉行	kí-hîng
舉辦	kí-pān
舉重	kí-tāng
舉銃	kí-tshìng
舉雨傘	gia̍h-hōo-suànn
舉頭	gia̍h-thâu
舉頭旗	gia̍h-thâu-kî
舉頭鎗	gia̍h-thâu-tshiunn
舊事	kū-sū
舊人	kū-lâng
舊作	kū-tsok
舊例	kū-lē
舊冊	kū-tsheh
舊冊店	kū-tsheh-tiàm
舊制	kū-tsè
舊前年	kū-tsûn-nî
舊厝	kū-tshù
舊品	kū-phín
舊囉囉	kū-lo-lo
舊地	kū-tē
舊地址	kū-tē-tsí
舊址	kū-tsí
舊型	kū-hîng
舊套	kū-thò
舊套頭	kū-thò-thâu
舊存年	kū-tsûn-nî
舊屬	kū-sio̍k
舊岫	kū-siū
舊年	kū-nî
舊年度	kū-nî-tōo
舊底	kū-té
舊式	kū-sik
舊情	kū-tsîng
舊把戲	kū-pá-hì
舊換新	kū-uānn-sin
舊時	kū-sî
舊曆	kū-li̍k
舊曆年	kū-li̍k-nî
舊案	kū-àn
舊款	kū-khuánn
舊漚	kū-àu
舊漚舊臭	kū-àu-kū-tshàu
舊煙	kū-ian
舊營	kū-iânn
舊版	kū-pán
舊病	kū-pēnn
舊症	kū-tsìng
舊症頭	kū-tsìng-thâu
舊相	kū-siùnn
舊相好	kū-siang-hó
舊相相	kū-siùnn-siùnn
舊米	kū-bí
舊糟粕	kū-tsau-phoh
舊老博	kū-láu-phauh
舊落	kū-lo̍h
舊落落	kū-lak-lak
舊街巷	kū-ke-hāng
舊衫	kū-sann
舊親情	kū-tshin-tsiânn
舊觀	kū-kuan
舊話	kū-uē
舊調	kū-tiàu
舊譜照搬	kū-phóo-tsiàu-puann
舊貨	kū-huè
舊貨底	kū-huè-té
舊路	kuì-lōo
舊里族	Kū-lí-tso̍k
舊金山	Kū-kim-suann
舊頭腦	kū-thâu-náu
舊食新	kū-tsia̍h-sin
舌仔	tsi̍h-á
舌疳	tsi̍h-kam
舌疽	tsi̍h-tsu
舌癌	tsi̍h-gâm
舌苔	tsi̍h-thai
舌骨	tsi̍h-kut
舍人	sià-lâng
舍利子	sià-lī-tsú
舐共	tsīnn-kiōng
舐蟯	tsīnn-giô
舒底	tshu-té
舒暢	su-thiòng
舒服	su-ho̍k
舒毯仔	tshu-thán-á
舒爽	su-sóng
舒被	tshu-phuē
舒跤	tshu-kha
舖底	phoo-té
舖排	phoo-pâi
舖排話	phoo-pâi-uē
舖板	phoo-pán
舖蓋	phoo-kài
舖設	phoo-siat
舖面蟶	phoo-bīn-than
舞台	bú-tâi
舞台劇	bú-tâi-kio̍k
舞啥	bú-siánn
舞場	bú-tiûnn
舞大支關刀	bú-tuā-ki-kuan-to
舞女	bú-lú
舞害去	bú-hāi-khì
舞廳	bú-thiann
舞弄	bú-lāng
舞弊	bú-pè
舞曲	bú-khik
舞會	bú-huē
舞步	bú-pōo
舞池	bú-tî
舞法天女	Bú-huat-thian-lú
舞翼	bú-si̍t
舞者	bú-tsiá
舞草	bú-tsháu
舞蹈	bú-tō
舞蹈家	bú-tō-ka
舟山	Tsiu-suann
舢板	san-pán
舢舨仔	sam-pán-á
舢舨搖	sam-pán-iô
航向	hông-hiòng
航政	hông-tsìng
航政司	hâng-tsìng-si
航業	hông-gia̍p
航權	hông-kuân
航次	hông-tshù
航海	hâng-hái
航空	hâng-khong
航空器	hâng-khong-khì
航空批	hâng-khong-phe
航空母艦	hâng-khong-bú-lām
航空站	hâng-khong-tsām
航空衣	hâng-khong-i
航線	hâng-suànn
航行	hâng-hîng
航速	hâng-sok
航運	hâng-ūn
航道	hâng-tō
航點	hông-tiám
般若	pua̍t-jiá
舵公	tāi-kong
船主	tsûn-tsú
船仔	tsûn-á
船仔草	tsûn-á-tsháu
船位	tsûn-uī
船務	tsûn-bū
船名	tsûn-miâ
船咠	tsûn-tship
船員	tsûn-uân
船單	tsûn-tuann
船塢	tsûn-oo
船墘	tsûn-kînn
船尾	tsûn-bué
船工	tsûn-kang
船帽	suân-bō
船底	tsûn-té
船期	tsûn-kî
船桅	tsûn-uî
船棓	tsûn-pue
船槳	tsûn-tsiúnn
船民	tsûn-bîn
船澳	tsûn-ù
船破海坐底	tsûn-phuà-hái-tsē-té
船破海底坐	tsûn-phuà-hái-té-tsē
船碇	tsûn-tiànn
船票	tsûn-phiò
船租	tsûn-tsoo
船索	tsûn-soh
船肚	tsûn-tóo
船舶	tsûn-pi̍k
船艙	tsûn-tshng
船艦	tsûn-lām
船花	tsûn-hue
船蛆	tsûn-tshi
船資	tsûn-tsu
船路	tsûn-lōo
船身	tsûn-sin
船運	tsûn-ūn
船錢	tsûn-tsînn
船長	tsûn-tiúnn
船隊	tsûn-tuī
船隻	tsûn-tsiah
船面	tsûn-bīn
船頭	tsûn-thâu
船體	tsûn-thé
船齡	tsûn-lîng
艋舺	báng-kah
艙位	tshng-uī
艦上	lām-siāng
艦艇	lām-thíng
艦隊	lām-tuī
良善	liâng-siān
良多	liâng-to
良好	liâng-hó
良家婦女	liâng-ka-hū-lí
良心	liâng-sim
良心个猶未出世	liông-sim-ê-iáu-buē-tshut-sì
良性	liâng-sìng
良方	liâng-hong
良機	liâng-ki
良民	liâng-bîn
良知	liâng-ti
良策	liâng-tshik
良緣	liâng-iân
良藥	liâng-io̍h
良辰吉時	liông-sîn-kiat-sî
艱困	kan-khùn
艱苦	kan-khóo
艱苦人	kan-khóo-lâng
艱苦底	kan-khóo-té
艱苦心	kan-khóo-sim
艱苦生	kan-khóo-senn
艱苦聽	kan-khóo-thiann
艱苦過	kan-khóo-kuè
艱苦錢	kan-khóo-tsînn
艱計	kan-kè
艱辛	kan-sin
艱過	kan-kuè
艱鉅	kan-kù
艱難	kan-lân
色加	sik-ka
色巧話	sik-khá-uē
色彩	sik-tshái
色情	sik-tsîng
色情狂	sik-tsîng-kông
色斐亞	Sik-hui-a
色料	sik-liāu
色水	sik-tsuí
色水嬌	sik-tsuí-kiau
色牙	sik-gâ
色牙薰	sik-gâ-hun
色狼	sik-lông
色盲	sik-bông
色盲人	sik-mê-lâng
色筆	sik-pit
色素	sik-sòo
色緻	sik-tì
色致	sik-tì
色調	sik-tiāu
色風	sik-hong
艷旺	iām-ōng
艷色	iām-sik
艷顯	iām-hiánn
艷麗	iām-lē
艾條	hiānn-tiâu
艾森豪	Ngāi-sim-hô
艾絨	hiānn-jiông
艾綿	hiānn-mî
艾草	hiānn-tsháu
芋仔	ōo-á
芋仔冰	ōo-á-ping
芋仔汁	ōo-á-tsiap
芋仔角	ōo-á-kak
芋仔酥	ōo-á-soo
芋冰	ōo-ping
芋卵	ōo-nn̄g
芋圓頭	ōo-înn-thâu
芋婆	ōo-pô
芋棗	ōo-tsó
芋泥	ōo-nî
芋粿	ōo-ké
芋粿夢	Ōo-kué-bāng
芋絨	ōo-jiông
芋羹	ōo-kinn
芋莖	ōo-huâinn
芋莖菜尾	ōo-huâinn-tshài-bué
芋螺	ōo-lê
芋頭	ōo-thâu
芋顱頭	ōo-lû-thâu
芋鹹	ōo-kiâm
芍藥	tsiok-io̍k
芎林	khîng-nâ
芎蕉	king-tsio
芎蕉冰	king-tsio-ping
芎蕉欉	king-tsio-tsâng
芎蕉油	king-tsio-iû
芎蕉王	king-tsio-ông
芎蕉綠	king-tsio-li̍k
芎蕉霜	king-tsio-sng
芒掃	bâng-sàu
芒東仔	bâng-tang-á
芒硝	bông-siau
芒種	bông-tsíng
芒種雨	bông-tsíng-hōo
芒花	bâng-hue
芒草	bâng-tsháu
芒萁	bang-ki
芙蓉	hû-iông
芛目	ínn-ba̍k
芝加哥	Tsi-ka-ko
芝加哥大學	Tsi-ka-ko-tāi-ha̍k
芝屄	tsi-bai
芝屄毛	tsi-bai-mn̂g
芝屄水	tsi-bai-tsuí
芝屄蒂	tsi-bai-tì
芝屄蘡	tsi-bai-ínn
芝草	tsi-tshó
芝蘭一堡	Tsi-lân-it-pó
芝車力	tsi-ku-la̍t
芝麻	tsi-muâ
芟草	sing-tsháu
芡實	khiàm-si̍t
芥末	kài-bua̍h
芥菜	kuà-tshài
芥菜籽	kuà-tshài-tsí
芥蘭仔	kài-nâ-á
芥辣	kài-lua̍h
芫荽	iân-sui
芬園	Hun-hn̂g
芬蘭	Hun-lân
芭荖鬱仔	Pa-láu-ut-á
芭蕉	pa-tsio
芭蕉魚	pa-tsiau-hî
芭蕾	pa-lé
芭蕾舞	pa-lé-bú
花串	hue-tshǹg
花人	hue-lâng
花仔傘	hue-á-suànn
花仔和尚	hue-á-huê-siūnn
花仔布	hue-á-pòo
花仔菜	hue-á-tshài
花仔衫	hue-á-sann
花仔裙	hue-á-kûn
花冠	hue-kuan
花卉	hua-huì
花卷	hue-kǹg
花台	hue-tâi
花哩囉	hue-lí-lô
花嗄嗄	hue-sà-sà
花噴	hue-phùn
花囉	hue-lo
花囉狗	hue-lo-káu
花囉貓	hue-lo-niau
花囉雞	hue-lo-ke
花囉馬	hue-lo-bé
花圃	hue-phóo
花園	hue-hn̂g
花坩	hue-khann
花壇	hue-tuânn
花娘	hue-niû
花婆嘴	hue-pô-tshuì
花婆話	hue-pô-uē
花子	hue-tsí
花字	hue-jī
花季	hue-kuì
花客	hue-kheh
花尋	hue-tsîm
花尾	hue-bué
花崗石	hua-kong-tsio̍h
花巴哩貓	hue-pa-lí-niau
花市	hue-tshī
花店	hue-tiàm
花式	hue-sik
花心	hue-sim
花扮	hue-pān
花押	hua-ah
花搭仔	hue-tah-á
花攤	hue-thuann
花斑	hiau-pai
花斑馬	hue-pan-bé
花斑點	hue-pan-tiám
花施血解	hue-si-hiat-kái
花旗	Hua-kî
花旗銀行	Hua-kî-gîn-hâng
花旦	hue-tuànn
花期	hue-kî
花木	hue-bo̍k
花東縱谷	Hua-tong-Tsiòng-kok
花東縱谷平原	Hua-tong-Tsiòng-kok-Pîng-guân
花枝	hue-ki
花枝丸	hue-ki-uân
花枝仔	hue-ki-á
花枝招展	hua-tsi-tsiau-tián
花枝船	hue-ki-tsûn
花柄	hue-pènn
花柱	hue-thiāu
花柳病	hua-liú-pēnn
花柳症	hua-liú-tsìng
花栽	hue-tsai
花條馬	hue-tiâu-bé
花梨	hue-lâi
花椒	hua-tsio
花樣	hue-iūnn
花欉	hue-tsâng
花款	hue-khuán
花殼仔	hue-khak-á
花海棠	hue-hái-tông
花消	hua-siau
花漉漉	hue-lo̍k-lo̍k
花煙	hue-ian
花煙仔	hue-ian-á
花燈	hue-ting
花燕仔	hue-ìnn-á
花環	hue-khuân
花瓜	hue-kue
花瓜仔	hue-kue-á
花瓣	hue-pān
花瓶	hue-pân
花用	hue-iōng
花疑訝	hue-gî-nga
花痕	hue-hûn
花痴	hue-tshi
花癲	hua-tian
花盆	hue-phûn
花眉仔	hue-bî-á
花眉舅仔	hue-bî-kū-á
花矸	hue-kan
花砂糖	hue-sua-thn̂g
花磚	hue-tsng
花神	hue-sîn
花稈	hue-kuáinn
花種	hue-tsíng
花童	hua-tông
花箍	hue-khoo
花範	hue-pān
花籃	hue-nâ
花籽	hue-tsí
花粉	hue-hún
花粉熱	hue-hún-jia̍t
花粉鏡	hue-hún-kiànn
花粉頭	hue-hún-thâu
花糋	hue-tsìnn
花紅柳綠	hue-âng-liú-li̍k
花絮	hue-sù
花翱	hue-kô
花翱翱	hue-kô-kô
花脯	hue-pôo
花臉面	hue-lián-bīn
花臉鴨	he-lián-ah
花色	hue-sik
花花	hue-hue
花花世界	hua-hua-sè-kài
花花仔	hue-hue-á
花花公子	hua-hua-kong-tsú
花花挕挕	hue-hue-hìnn-hìnn
花花草草	hue-hue-tsháu-tsháu
花芳	hue-phang
花苓仔	hue-lîng-á
花茶	hue-tê
花草	hue-tsháu
花草步	hue-tsháu-pōo
花莓	hue-m̂
花菜	hue-tshài
花葉	hue-hio̍h
花蒂	hue-tì
花蓮	Hua-lian
花蓮嘴	hue-liân-tshuì
花蓮市	Hua-liân-tshī
花蓮港	Hue-liân-káng
花蓮石雕節	Hua-liân-Tsio̍h-tiau-tseh
花蓮縣	Hua-liân-kuān
花蓮豆	huê-liân-tāu
花蕊	hue-luí
花蘡	hue-ínn
花蛤	hue-kap
花蜜	hue-bi̍t
花螺	hue-lê
花蠽仔	hue-tshi̍h-á
花血	hue-hiat
花言巧語	hua-giân-khá-gí
花貓貓	hue-niau-niau
花跤仔	hue-kha-á
花身	hue-sin
花身仔	hue-sin-á
花車	hue-tshia
花轎	hue-kiō
花逝	hue-tsuā
花逝馬	hue-tsuā-bé
花邊	hue-pinn
花都	hue-too
花酒	hue-tsiú
花鋟	hue-tshiám
花錦地	hua-gím-tē
花鏡	hue-kiànn
花間	hue-king
花雞	hue-ke
花霸王	Hue-pà-ông
花面	hue-bīn
花飛	hue-hui
花馬	hue-bé
花鬚	hue-tshiu
花魚	hue-hî
花鮡	hue-thiâu
花鯧	hue-tshiunn
花鯽	hue-tsit
花鰍	hue-liu
花鰱	hue-liân
花鰱魚	hue-liân-hî
花鰷	hue-thiâu
花鰷魚	hue-thiâu-hî
花鰻	hue-muâ
花鱸	hue-lôo
花鳥	hue-tsiáu
花鹿	hue-lo̍k
花鹿鹿	hue-lo̍k-lo̍k
花點	hue-tiám
花點母	hue-tiám-bó
花點龜仔	hue-tiám-ku-á
花齣	hua-tshut
花龜仔	hue-ku-á
芳名	hong-bîng
芳味	phang-bī
芳噴噴	phang-phùn-phùn
芳心	hong-sim
芳料	phang-liāu
芳料草	phang-liāu-tsháu
芳柴	phang-tshâ
芳桂	phang-kuì
芳樟	phang-tsiunn
芳氣	phang-khì
芳水	phang-tsuí
芳沖沖	phang-tshìng-tshìng
芳油	phang-iû
芳滾滾	phang-kún-kún
芳獐	phang-kiunn
芳瓜	phang-kue
芳甜	phang-tinn
芳粉	phang-hún
芳精	phang-tsing
芳臭	phang-tshàu
芳芬噴霧	phang-hun-phùn-bū
芳花	phang-hue
芳芳	phang-phang
芳苑	hong-uán
芳茶箍	phang-tê-khoo
芳草花	phang-tsháu-hue
芳菜	phang-tshài
芳貢貢	phang-kòng-kòng
芳蹤	hong-tsong
芳鄰	hong-lîn
芳酥	phang-soo
芳雪文	phang-sap-bûn
芳頭	phang-thâu
芳香	phang-hiunn
芳香味	phang-hiunn-bī
芳鼠	phang-tshí
芳齡	hong-lîng
芹菜	khîn-tshài
苓雅	Lîng-ngá
苕苕	siô-siô
苗博雅	Biâu-Phok-ngá
苗圃	biâu-phóo
苗族	Biâu-tso̍k
苗栗	Biâu-li̍k
苗栗市	Biâu-li̍k-tshī
苗條	biâu-tiâu
苛打	kho-tánn
苛水	kho-tsuí
苛求	kho-kiû
苛燥	kho-sò
苛責	kho-tsik
苛風	kho-hong
苜蓿	bo̍k-siok
苟意	kóo-ì
苟簡	kóo-kán
若像	ná-tshiūnn
若內弗	Jio̍k-luē-hut
若咧行灶跤	ná-leh-kiânn-tsàu-kha
若定	nā-tiānn
若是	nā-sī
若是電話亭	nā-sī-tiān-uē-tîng
若有	nā-ū
若欲	nā-beh
若欲是	nā-beh-sī
若歕雞胿仝款	ná-pûn-ke-kui-kāng-khuán
若準	nā-tsún
若無	nā-bô
若甲	nā-kah
苦不堪言	khóo-put-kham-giân
苦主	khóo-tsú
苦人毋亂較功夫咧	khóo-lâng-m̄-luān-khah-kang-hu-leh
苦倚	khóo-uá
苦刑	khóo-hîng
苦力	khóo-li̍k
苦功夫	khóo-kang-hu
苦勸	khóo-khǹg
苦厄	khóo-eh
苦命	khóo-miā
苦嘆	khóo-thàn
苦塊塊	khóo-teh-teh
苦境	khóo-kíng
苦學	khóo-ha̍k
苦尾菜	khóo-bué-tshài
苦工	khóo-kang
苦役	khóo-ia̍h
苦心	khóo-sim
苦思	khóo-su
苦悶	khóo-būn
苦情	khóo-tsîng
苦惡鳥	khóo-ònn-tsiáu
苦惱	khóo-náu
苦慼	khóo-tshueh
苦戰	khóo-tsiàn
苦戲	khóo-hì
苦掩	khóo-iám
苦掩掩	khóo-iám-iám
苦揜揜	khóo-ia̍p-ia̍p
苦斂	khóo-liám
苦於奔命	khóo-î-phun-bīng
苦旦	khóo-tuànn
苦旱	khóo-huānn
苦林盤	khóo-nâ-puânn
苦果	khóo-kó
苦柱	khóo-thiāu
苦柱仔	khóo-thiāu-á
苦株	khóo-tu
苦桃	khóo-thô
苦棟	khóo-tòng
苦楚	khóo-tshóo
苦楝	khóo-līng
苦楝公	khóo-līng-kang
苦楝舅	khóo-līng-kū
苦樂	khóo-lo̍k
苦樗	khóo-thi
苦樹	khóo-tshiū
苦死	khóo-sí
苦毋	khóo-m̄
苦毒	khóo-to̍k
苦毛	khóo-mn̂g
苦氣	khóo-khì
苦水	khóo-tsuí
苦海	khóo-hái
苦湯	khóo-thng
苦無	khóo-bô
苦瓜	khóo-kue
苦瓜箍	khóo-kue-khoo
苦瓜草	khóo-kue-tsháu
苦瓜面	khóo-kue-bīn
苦甘	khóo-kam
苦甘仔	khóo-kam-á
苦痛	khóo-thàng
苦皮	khóo-phuê
苦皮樹	khóo-phuê-tshiū
苦窯	khóo-iô
苦竹	khóo-tik
苦笑	khóo-tshiò
苦篤篤	khóo-ta̍k-ta̍k
苦糟仔	khóo-tso-á
苦素	khóo-sòo
苦練	khóo-liān
苦肉計	khóo-jio̍k-kè
苦花	khóo-hue
苦茶	khóo-tê
苦茶仔油	khóo-tê-á-iû
苦草	khóo-tsháu
苦菜	khóo-tshài
苦葉葉	khóo-ia̍p-ia̍p
苦藍盤	khóo-nâ-puânn
苦藥	khóo-io̍h
苦蚵仔	khóo-ô-á
苦行	khóo-hīng
苦衷	khóo-thiong
苦袂得	khóo-bē-tit
苦袂當	khóo-bē-tàng
苦袂通	khóo-bē-thang
苦讀	khóo-tho̍k
苦買菜	khóo-bé-tshài
苦里	khu-lí
苦雞母	khóo-ke-bó
苦難	khóo-lān
苦驚	khóo-kiann
苦麻	khóo-muâ
苦齣	khóo-tshut
苧仔	tuē-á
苧仔布	tuē-á-pòo
苧仔索	tē-á-soh
苧仔絲	tuē-á-si
苧仔線	tē-á-suànn
苧仔薯	tê-á-tsî
苧仔衫	tê-á-sann
英仔花	ing-á-hue
英仔草	ing-á-tsháu
英俊	ing-tsùn
英傑	ing-kia̍t
英勇	ing-ióng
英吋	ing-tshùn
英名	ing-bîng
英哩	ing-lí
英國	Ing-kok
英國人	Ing-kok-lâng
英國文	Ing-kok-bûn
英國煎餅	Ing-kok-tsian-piánn
英國花	ing-kok-hue
英國話	Ing-kok-uē
英姿	ing-tsu
英威	ing-ui
英威磅磅	ing-ui-pōng-pōng
英寸	ing-tshùn
英尺	ing-tshioh
英年	ing-nî
英才	ing-tsâi
英文	Ing-bûn
英明	ing-bîng
英格蘭	Ing-kik-lân
英氣	ing-khì
英漢字典	Ing-Hàn-jī-tián
英烈	ing-lia̍t
英畝	ing-bóo
英石	ing-tsio̍h
英美	Ing-bí
英華	ing-huâ
英蘭	Ing-lân
英語	Ing-gí
英豪	ing-hô
英軍	Ing-kun
英里	ing-lí
英鎊	Ing-pōng
英雄	ing-hiông
英雄聯盟	ing-hiông-liân-bîng
英靈	ing-lîng
英魂	ing-hûn
苹仔	phîn-á
苹果梨	phîng-kó-lâi
茁嘴齒	puh-tshuì-khí
茁泡	puh-phā
茁膿	puh-lâng
茁芽	puh-gê
茁蘡	puh-ínn
茂林	bōo-lîm
茂盛	bōo-sīng
茂谷柑	Bōo-kok-kam
范蠡	Huān-Lê
茄仔色	kiô-á-sik
茄冬樹	ka-tang-tshiū
茄投	Ka-tâu
茄朾	ka-tiann
茄榱	ka-sui
茄毛球	Kiô-mn̂g-kiû
茄皮鼠	Kiô-phî-tshí
茄竹筍	ka-tik-sún
茄色	kiô-sik
茄苳	ka-tang
茄苳樹	ka-tang-tshiū
茄苳跤	ka-tang-kha
茄茉菜	ka-bua̍h-tshài
茄荻筍	ka-ti̍k-sún
茄萣	Ka-tiānn
茄藤	ka-tîng
茄藤樹	ka-tîn-tshiū
茅仔	hm̂-á
茅仔草	hm̂-á-tsháu
茅根草	hm̂-kin-tsháu
茅草	hm̂-tsháu
茅草根	hm̂-tsháu-kin
茅菅	hm̂-kuann
茅蘆	mâu-lôo
茈雞毋捌鳥	tsínn-ke-m̄-bat-tsiáu
茉草	bua̍h-tsháu
茉莉	ba̍k-ni
茜草	tshiàn-tsháu
茨城	Tsû-sîng
茨城縣	Tsû-sîng-kuān
茫然	bông-jiân
茫煙散霧	bông-ian-sàn-bū
茫罕罕	pâng-huánn-huánn
茫茫	bâng-bâng
茫茫渺渺	bông-bông-biáu-biáu
茫霧	bông-bū
茭白筍	kha-pe̍h-sún
茯苓	ho̍k-lîng
茱萸	tsu-jû
茲事體大	tsu-sū-thé-tuā
茳芏	kang-tōo
茴香	huê-hiunn
茶具	tê-khū
茶凍	tê-tàng
茶几仔	tê-kí-á
茶匙仔癀	tê-sî-á-hông
茶卵滷	tê-nn̄g-lóo
茶卵鼠	Tê-nn̄g-tshí
