敵わな	かなわな
探索	たんさく
探知	たんち
探知機	たんちき
探偵	たんてい
探訪	たんぼう
旦那	だんな
淡紅色	たんこうしょく
淡水	たんすい
炭	すみ
炭化	たんか
炭酸	たんさん
炭水化物	たんすいかぶつ
炭素	たんそ
短歌	たんか
短期	たんき
短期大学	たんきだいがく
短気	たんき
短距離	たんきょり
短冊	たんざく
短詩	たんし
短時間	たんじかん
短銃	たんじゅう
短縮	たんしゅく
短所	たんしょ
短大	たんだい
短調	たんちょう
短刀	たんとう
短波	たんぱ
短命	たんめい
短絡	たんらく
端子	たんし
端緒	たんしょ
端数	はすう
端正	たんせい
端的	たんてき
端末	たんまつ
端役	はやく
箪笥	たんす
胆汁	たんじゅう
胆石	たんせき
タンパク質	たんぱくしつ
誕生	たんじょう
誕生日	たんじょうび
鍛錬	たんれん
団員	だんいん
団栗	どんぐり
団結	だんけつ
団子	だんご
団扇	うちわ
団体	だんたい
団地	だんち
団長	だんちょう
壇	だん
弾圧	だんあつ
弾劾	だんがい
弾丸	だんがん
弾痕	だんこん
弾性	だんせい
弾頭	だんとう
弾道	だんどう
弾薬	だんやく
弾力	だんりょく
断じて	だんじて
断崖	だんがい
断言	だんげん
断固	だんこ
断行	だんこう
断罪	だんざい
断食	だんじき
断水	だんすい
断絶	だんぜつ
断然	だんぜん
断層	だんそう
断続	だんぞく
断腸	だんちょう
断定	だんてい
断念	だんねん
断片	だんぺん
断末魔	だんまつま
断面	だんめん
暖冬	だんとう
暖房	だんぼう
暖流	だんりゅう
暖簾	のれん
暖炉	だんろ
段ボール	ダンボール
段違い	だんちがい
段階	だんかい
段取り	だんどり
段落	だんらく
男	おとこ
男の子	おとこのこ
男の人	おとこのひと
男泣き	おとこなき
男子	だんし
男爵	だんしゃく
男女	だんじょ
男女同権	だんじょどうけん
男性	だんせい
男前	おとこまえ
男装	だんそう
男尊女卑	だんそんじょひ
男優	だんゆう
談義	だんぎ
談合	だんごう
談笑	だんしょう
談話	だんわ
値打ち	ねうち
知らん顔	しらんかお
知覚	ちかく
知恵	ちえ
知見	ちけん
知己	ちき
知事	ちじ
知識	ちしき
知人	ちじん
知性	ちせい
知的	ちてき
知能	ちのう
知名	ちめい
知力	ちりょく
地	ち
地位	ちい
地域	ちいき
地下	ちか
地下室	ちかしつ
地下鉄	ちかてつ
地下道	ちかどう
地価	ちか
地殻	ちかく
地殻変動	ちかくへんどう
地球	ちきゅう
地球温暖化	ちきゅうおんだんか
地球儀	ちきゅうぎ
地区	ちく
地形	ちけい
地検	ちけん
地元	じもと
地獄	じごく
地裁	ちさい
地誌	ちし
地質	ちしつ
地質学	ちしつがく
地主	じぬし
地酒	じざけ
地所	じしょ
地上	ちじょう
地震	じしん
地震学	じしんがく
地図	ちず
地勢	ちせい
地層	ちそう
地蔵	じぞう
地帯	ちたい
地代	ちだい
地点	ちてん
地道	じみち
地肌	じはだ
地盤	じばん
地平	ちへい
地平線	ちへいせん
地方	ちほう
地方裁判所	ちほうさいばんしょ
地味	じみ
地名	ちめい
地面	じめん
地雷	じらい
地理	ちり
恥	はじ
恥辱	ちじょく
池	いけ
痴漢	ちかん
痴呆	ちほう
稚魚	ちぎょ
稚拙	ちせつ
置き場	おきば
致死	ちし
致死量	ちしりょう
致命	ちめい
致命傷	ちめいしょう
致命的	ちめいてき
蜘蛛	くも
遅延	ちえん
遅刻	ちこく
遅咲き	おそざき
遅滞	ちたい
遅配	ちはい
築山	つきやま
畜産	ちくさん
畜生	ちくしょう
竹	たけ
竹細工	たけざいく
竹刀	しない
竹馬	たけうま
竹林	ちくりん
蓄音機	ちくおんき
蓄財	ちくざい
蓄積	ちくせき
蓄電池	ちくでんち
逐一	ちくいち
逐次	ちくじ
秩序	ちつじょ
窒素	ちっそ
窒息	ちっそく
茶	ちゃ
茶の間	ちゃのま
茶の湯	ちゃのゆ
茶屋	ちゃや
茶会	ちゃかい
茶褐色	ちゃかっしょく
茶室	ちゃしつ
茶色	ちゃいろ
茶道	さどう
茶番	ちゃばん
嫡子	ちゃくし
着衣	ちゃくい
着工	ちゃっこう
着実	ちゃくじつ
着手	ちゃくしゅ
着色	ちゃくしょく
着信	ちゃくしん
着心地	きごこち
着席	ちゃくせき
着想	ちゃくそう
着任	ちゃくにん
着服	ちゃくふく
着物	きもの
着目	ちゃくもく
着用	ちゃくよう
着陸	ちゃくりく
中	なか
中位	ちゅうい
中尉	ちゅうい
中央	ちゅうおう
中央集権	ちゅうおうしゅうけん
中欧	ちゅうおう
中華	ちゅうか
中華街	ちゅうかがい
中華人民共和国	ちゅうかじんみんきょうわこく
中華民国	ちゅうかみんこく
中華料理	ちゅうかりょうり
中垣	なかがき
中学	ちゅうがく
中学校	ちゅうがっこう
中学生	ちゅうがくせい
中間	ちゅうかん
中間配当額	ちゅうかんはいとうがく
中期	ちゅうき
中規模	ちゅうきぼ
中級	ちゅうきゅう
中距離	ちゅうきょり
中京	ちゅうきょう
中共	ちゅうきょう
中興	ちゅうこう
中空	ちゅうくう
中型	ちゅうがた
中継	ちゅうけい
中継ぎ	なかつぎ
中堅	ちゅうけん
中元	ちゅうげん
中原	ちゅうげん
中古	ちゅうこ
中古車	ちゅうこしゃ
中古品	ちゅうこひん
中国	ちゅうごく
中国語	ちゅうごくご
中国人	ちゅうごくじん
中佐	ちゅうさ
中座	ちゅうざ
中産階級	ちゅうさんかいきゅう
中止	ちゅうし
中耳	ちゅうじ
中耳炎	ちゅうじえん
中軸	ちゅうじく
中旬	ちゅうじゅん
中傷	ちゅうしょう
中将	ちゅうじょう
中小	ちゅうしょう
中小企業	ちゅうしょうきぎょう
中心	ちゅうしん
中震	ちゅうしん
中枢	ちゅうすう
中世	ちゅうせい
中性	ちゅうせい
中性子	ちゅうせいし
中絶	ちゅうぜつ
中前	ちゅうぜん
中退	ちゅうたい
中隊	ちゅうたい
中断	ちゅうだん
中段	ちゅうだん
中庭	なかにわ
中途	ちゅうと
中途半端	ちゅうとはんぱ
中島	なかじま
中東	ちゅうとう
中等	ちゅうとう
中道	ちゅうどう
中毒	ちゅうどく
中南米	ちゅうなんべい
中二階	ちゅうにかい
中肉	ちゅうにく
中日	ちゅうにち
中年	ちゅうねん
中波	ちゅうは
中盤	ちゅうばん
中部	ちゅうぶ
中腹	ちゅうふく
中幕	なかまく
中葉	ちゅうよう
中立	ちゅうりつ
中略	ちゅうりゃく
中流	ちゅうりゅう
中和	ちゅうわ
仲	なか
仲介	ちゅうかい
仲間	なかま
仲間入り	なかまいり
仲居	なかい
仲裁	ちゅうさい
仲人	なこうど
中値	なかね
仲直り	なかなおり
仲買	なかがい
仲買人	なかがいにん
仲立ち	なかだち
仲良く	なかよく
仲良し	なかよし
宙返り	ちゅうがえり
忠義	ちゅうぎ
忠孝	ちゅうこう
忠告	ちゅうこく
忠誠	ちゅうせい
抽出	ちゅうしゅつ
抽象	ちゅうしょう
抽象的	ちゅうしょうてき
抽選	ちゅうせん
昼	ひる
昼下がり	ひるさがり
昼過ぎ	ひるすぎ
昼休み	ひるやすみ
昼寝	ひるね
昼前	ひるまえ
昼飯	ひるめし
昼夜	ちゅうや
柱	はしら
注	ちゅう
注意	ちゅうい
注意報	ちゅういほう
注射	ちゅうしゃ
注釈	ちゅうしゃく
注入	ちゅうにゅう
注文	ちゅうもん
注目	ちゅうもく
虫	むし
虫垂炎	ちゅうすいえん
衷心	ちゅうしん
酎ハイ	チューハイ
鋳型	いがた
鋳造	ちゅうぞう
鋳物	いもの
駐在	ちゅうざい
駐車	ちゅうしゃ
駐車場	ちゅうしゃじょう
駐屯	ちゅうとん
駐日	ちゅうにち
駐留	ちゅうりゅう
猪	いのしし
猪口	ちょこ
著作	ちょさく
著作権	ちょさくけん
著者	ちょしゃ
著述	ちょじゅつ
著書	ちょしょ
著名	ちょめい
貯金	ちょきん
貯水	ちょすい
貯水池	ちょすいち
貯蔵	ちょぞう
丁重	ていちょう
丁度	ちょうど
丁寧	ていねい
丁目	ちょうめ
兆	ちょう
帳消し	ちょうけし
帳簿	ちょうぼ
庁	ちょう
庁舎	ちょうしゃ
弔い合戦	とむらいがっせん
弔辞	ちょうじ
弔電	ちょうでん
弔問	ちょうもん
張り紙	はりがみ
彫金	ちょうきん
彫刻	ちょうこく
彫塑	ちょうそ
彫像	ちょうぞう
徴収	ちょうしゅう
徴税	ちょうぜい
徴兵	ちょうへい
徴用	ちょうよう
懲戒	ちょうかい
懲罰	ちょうばつ
懲役	ちょうえき
挑戦	ちょうせん
挑発	ちょうはつ
挑発的	ちょうはつてき
朝	あさ
朝刊	ちょうかん
朝顔	あさがお
朝市	あさいち
朝焼け	あさやけ
朝食	ちょうしょく
朝寝坊	あさねぼう
朝鮮	ちょうせん
朝鮮半島	ちょうせんはんとう
朝廷	ちょうてい
朝日	あさひ
朝晩	あさばん
朝方	あさがた
朝霧	あさぎり
朝夕	あさゆう
朝令暮改	ちょうれいぼかい
朝礼	ちょうれい
潮	しお
潮時	しおどき
潮風	しおかぜ
潮流	ちょうりゅう
町家	まちや
町会	ちょうかい
町外れ	まちはずれ
町人	ちょうにん
町村	ちょうそん
町長	ちょうちょう
町内	ちょうない
町民	ちょうみん
眺望	ちょうぼう
聴覚	ちょうかく
聴講	ちょうこう
聴取	ちょうしゅ
聴衆	ちょうしゅう
聴診器	ちょうしんき
聴聞会	ちょうもんかい
聴力	ちょうりょく
腸	ちょう
蝶	ちょう
調印	ちょういん
調合	ちょうごう
調査	ちょうさ
調剤	ちょうざい
調子	ちょうし
調書	ちょうしょ
調整	ちょうせい
調製	ちょうせい
調節	ちょうせつ
調達	ちょうたつ
調停	ちょうてい
調度	ちょうど
調味料	ちょうみりょう
調理	ちょうり
調律	ちょうりつ
調和	ちょうわ
超	ちょう
超越	ちょうえつ
超音速	ちょうおんそく
超過	ちょうか
超自然	ちょうしぜん
超人	ちょうじん
超特急	ちょうとっきゅう
超能力	ちょうのうりょく
跳躍	ちょうやく
銚子	ちょうし
長	ちょう
長い間	ながいあいだ
長さ	ながさ
長官	ちょうかん
長閑	のどか
長期	ちょうき
長期的	ちょうきてき
長久	ちょうきゅう
長居	ながい
長距離	ちょうきょり
長持ち	ながもち
長時間	ちょうじかん
長者	ちょうじゃ
長蛇の列	ちょうだのれつ
長寿	ちょうじゅ
長所	ちょうしょ
長女	ちょうじょ
長続き	ながつづき
長袖	ながそで
長短	ちょうたん
長男	ちょうなん
長調	ちょうちょう
長年	ながねん
長編	ちょうへん
長方形	ちょうほうけい
長老	ちょうろう
長話	ながばなし
頂	いただき
頂上	ちょうじょう
頂戴	ちょうだい
頂点	ちょうてん
鳥	とり
鳥居	とりい
鳥肌	とりはだ
鳥類	ちょうるい
直ぐ	すぐ
直ぐに	すぐに
すぐ側	すぐそば
直ぐさま	すぐさま
直ちに	ただちに
直に	じかに
直営	ちょくえい
直下	ちょっか
値下がり	ねさがり
直角	ちょっかく
直轄	ちょっかつ
直感	ちょっかん
直系	ちょっけい
直撃	ちょくげき
直結	ちょっけつ
直言	ちょくげん
直後	ちょくご
直航	ちょっこう
直行	ちょっこう
直視	ちょくし
直射	ちょくしゃ
直進	ちょくしん
直接	ちょくせつ
直接行動	ちょくせつこうどう
直接税	ちょくせつぜい
直接的	ちょくせつてき
直線	ちょくせん
直前	ちょくぜん
直訴	じきそ
直送	ちょくそう
地下足袋	じかたび
直属	ちょくぞく
直談判	じかだんぱん
直腸	ちょくちょう
直通	ちょくつう
直売	ちょくばい
直筆	じきひつ
直方体	ちょくほうたい
直面	ちょくめん
直訳	ちょくやく
直立	ちょくりつ
直流	ちょくりゅう
直列	ちょくれつ
沈下	ちんか
沈降	ちんこう
沈静	ちんせい
沈滞	ちんたい
沈着	ちんちゃく
沈痛	ちんつう
沈没	ちんぼつ
沈黙	ちんもく
珍	ちん
珍重	ちんちょう
珍品	ちんぴん
珍味	ちんみ
賃金	ちんぎん
賃借	ちんしゃく
賃上げ	ちんあげ
賃貸	ちんたい
鎮圧	ちんあつ
鎮火	ちんか
鎮魂	ちんこん
鎮座	ちんざ
鎮守	ちんじゅ
鎮静	ちんせい
鎮痛剤	ちんつうざい
陳謝	ちんしゃ
陳述	ちんじゅつ
陳情	ちんじょう
陳腐	ちんぷ
陳列	ちんれつ
津波	つなみ
墜落	ついらく
椎茸	しいたけ
追い討ち	おいうち
追っ手	おって
追憶	ついおく
追加	ついか
追加料金	ついかりょうきん
追及	ついきゅう
追求	ついきゅう
追究	ついきゅう
追撃	ついげき
追伸	ついしん
追随	ついずい
追跡	ついせき
追善	ついぜん
追想	ついそう
追徴	ついちょう
追悼	ついとう
追突	ついとつ
追認	ついにん
追放	ついほう
痛快	つうかい
痛感	つうかん
痛恨	つうこん
痛手	いたで
痛切	つうせつ
痛風	つうふう
痛烈	つうれつ
通	つう
通り道	とおりみち
通り魔	とおりま
通院	つういん
通貨	つうか
通過	つうか
通学	つうがく
通関	つうかん
通気	つうき
通勤	つうきん
通行	つうこう
通行止め	つうこうどめ
通告	つうこく
通算	つうさん
通商	つうしょう
通称	つうしょう
通常	つうじょう
通信	つうしん
通信員	つうしんいん
通信衛星	つうしんえいせい
通信販売	つうしんはんばい
通信網	つうしんもう
通説	つうせつ
通俗	つうぞく
通達	つうたつ
通知	つうち
通帳	つうちょう
通念	つうねん
通風	つうふう
通報	つうほう
通夜	つや
通訳	つうやく
通用	つうよう
通例	つうれい
通路	つうろ
通話	つうわ
塚	つか
佃煮	つくだに
漬物	つけもの
辻	つじ
辻褄	つじつま
椿	つばき
