á	a³¹
séu-ngiòng-kû	ɕiau³¹ ŋiɔŋ¹¹ ku⁴⁴
séu-siet	ɕiau³¹ ɕiɛt̚¹
séu-sîm	ɕiau³¹ ɕim⁴⁴
séu-sot	ɕiau³¹ sɔt̚¹
sêu-súi	sau⁴⁴⁻³⁵ suɪ³¹
si-chhôn	ɕi⁵³ t͡sʰɔn⁴⁴
sî-chhong	ɕi⁴⁴⁻³⁵ t͡sʰɔŋ⁵³
sí-chhui	ɕi³¹ t͡sʰuɪ⁵³
sî-chông	ɕi⁴⁴ t͡sɔŋ⁴⁴
sî-kôa	ɕi⁴⁴ kua⁴⁴
sî-kû	ɕi⁴⁴ ku⁴⁴
sí-ló	ɕi³¹ lau³¹
sí-miang	ɕi³¹ miaŋ⁵³
sî-nèn	ɕi⁴⁴⁻³⁵ nɛn¹¹
si-ngie̍t	ɕi⁵³ ŋiat̚⁵
sî-pân-ngà	ɕi⁴⁴ pan⁴⁴⁻³⁵ ŋa¹¹
sî-phién	ɕi⁴⁴⁻³⁵ pʰiɛn³¹
si-tiám	ɕi⁵³⁻⁵⁵ tiam³¹
siá-sṳ	ɕia³¹ sz̩⁵³
siáng-soi	ɕiaŋ³¹ soɪ⁵³
siên-chhièn	ɕiɛn⁴⁴⁻³⁵ t͡ɕʰiɛn¹¹
siên-chhòn	ɕiɛn⁴⁴⁻³⁵ t͡sʰɔn¹¹
sién-kí	ɕiɛn³¹ ki³¹
siên-ngìn-chóng	ɕiɛn⁴⁴⁻³⁵ ŋin¹¹ t͡sɔŋ³¹
sîm-chûng	ɕim⁴⁴ t͡sʊŋ⁴⁴
sîm-khiû	ɕim⁴⁴ kʰiu⁴⁴
sîm-kôn	ɕim⁴⁴ kɔn⁴⁴
sîm-oi	ɕim⁴⁴⁻³⁵ oɪ⁵³
sîm-ôn	ɕim⁴⁴ ɔn⁴⁴
sîm-sióng	ɕim⁴⁴⁻³⁵ ɕiɔŋ³¹
sîm-yi	ɕim⁴⁴⁻³⁵ i⁵³
sin-é	ɕin⁵³⁻⁵⁵ ne³¹
sin-fûng	ɕin⁵³ fʊŋ⁴⁴
sîn-kâ-phô	ɕin⁴⁴ ka⁴⁴ pʰo⁴⁴
sîn-khú	ɕin⁴⁴⁻³⁵ kʰu³¹
sin-kiet	ɕin⁵³⁻⁵⁵ kɛt̚¹
sîn-kiông	ɕin⁴⁴ kiɔŋ⁴⁴
sîn-la̍k	ɕin⁴⁴ lak̚⁵
sîn-lòng	ɕin⁴⁴⁻³⁵ lɔŋ¹¹
sîn-ngièn-khoai-lo̍k	ɕin⁴⁴⁻³⁵ ŋian¹¹ kʰuaɪ⁵³ lɔk̚⁵
sîn-ngiòng	ɕin⁴⁴⁻³⁵ ŋiɔŋ¹¹
sîn-ngiòng-kiên	ɕin⁴⁴⁻³⁵ ŋiɔŋ¹¹ kian⁴⁴
sîn-ngiòng-kûng	ɕin⁴⁴⁻³⁵ ŋiɔŋ¹¹ kʊŋ⁴⁴
sin-phe̍t	ɕin⁵³ pʰiɛt̚⁵
sîn-sâng	ɕin⁴⁴ saŋ⁴⁴
sîn-sî-làn	ɕin⁴⁴ ɕi⁴⁴⁻³⁵ lan¹¹
sîn-siên	ɕin⁴⁴ ɕiɛn⁴⁴
sîn-vùn	ɕin⁴⁴⁻³⁵ ʋun¹¹
sin-yim	ɕin⁵³⁻⁵⁵ im⁵³
siông-châng	ɕiɔŋ⁴⁴ t͡saŋ⁴⁴
siông-é	ɕiɔŋ⁴⁴⁻³⁵ ŋe³¹
siong-hìn	ɕiɔŋ⁵³⁻⁵⁵ hin¹¹
siong-khì	ɕiɔŋ⁵³⁻⁵⁵ kʰi¹¹
siông-ma	ɕiɔŋ⁴⁴⁻³⁵ ma⁵³
siong-mau	ɕiɔŋ⁵³⁻⁵⁵ mau⁵³
siong-miang	ɕiɔŋ⁵³⁻⁵⁵ miaŋ⁵³
siong-phién	ɕiɔŋ⁵³⁻⁵⁵ pʰiɛn³¹
siông-pí	ɕiɔŋ⁴⁴⁻³⁵ pi³¹
siông-sin	ɕiɔŋ⁴⁴⁻³⁵ ɕin⁵³
siông-tá	ɕiɔŋ⁴⁴⁻³⁵ ta³¹
si̍p-koan	ɕip̚⁵ kuan⁵³
so-pá	sau⁵³⁻⁵⁵ pa³¹
só-sṳ́	so³¹ sz̩³¹
so-thi	sau⁵³⁻⁵⁵ tʰi⁵³
só-yî	so³¹ i¹¹
sô-yî	so⁴⁴ i⁴⁴
so-yîm	t͡sʰau⁵³ im⁴⁴
soi-muk	soɪ⁵³⁻⁵⁵ mʊk̚¹
soi-tông-chu	soɪ⁵³ tɔŋ⁴⁴⁻³⁵ t͡su⁵³
so̍k-chhoi	sɔk̚⁵ t͡sʰoɪ⁵³
sok-é	sɔk̚¹ e³¹
so̍k-mà	sɔk̚⁵ ma¹¹
sôn-chhṳ	sɔn⁴⁴⁻³⁵ t͡sʰz̩⁵³
sòn-é	sɔn¹¹ ne³¹
sôn-é-su	sɔŋ⁴⁴⁻³⁵ ŋe³¹ su⁵³
son-miang	sɔn⁵³⁻⁵⁵ miaŋ⁵³
son-miang-sîn-sâng	sɔn⁵³⁻⁵⁵ miaŋ⁵³ ɕiɛn⁴⁴ sɛn⁴⁴
son-phàn	sɔn⁵³⁻⁵⁵ pʰan¹¹
son-thèu	sɔn⁵³⁻⁵⁵ tʰeu¹¹
song-chu	sɔŋ⁵³⁻⁵⁵ t͡su⁵³
sông-é-chṳ́	sɔŋ⁴⁴⁻³⁵ ŋe³¹ t͡sz̩³¹
sông-fûng	sɔŋ⁴⁴ fʊŋ⁴⁴
song-ha	sɔŋ⁴⁴ ha⁴⁴
sông-hoi	sɔŋ⁴⁴⁻³⁵ hoɪ⁵³
sông-hói	sɔŋ⁵³⁻⁵⁵ hoɪ³¹
song-kho	sɔŋ⁴⁴⁻³⁵ kʰo⁵³
sông-kiên	sɔŋ⁴⁴ kin⁴⁴
sông-kong	sɔŋ⁴⁴⁻³⁵ kɔŋ⁵³
song-liòng	sɔŋ⁵³⁻⁵⁵ liɔŋ¹¹
sóng-liòng	sɔŋ³¹ liɔŋ¹¹
song-liòng-put-chṳn-hâ-liòng-vâi	sɔŋ⁵³⁻⁵⁵ liɔŋ¹¹ put̚¹ t͡saŋ⁵³ ha⁴⁴⁻³⁵ liɔŋ¹¹ ʋaɪ⁴⁴
sông-lòi	sɔŋ⁴⁴⁻³⁵ loɪ¹¹
song-pái	sɔŋ⁵³⁻⁵⁵ paɪ³¹
sông-pân	sɔŋ⁴⁴ pan⁴⁴
song-poi	sɔŋ⁵³⁻⁵⁵ poɪ⁵³
sông-sîm	sɔŋ⁴⁴ ɕim⁴⁴
sot-mìn	sɔt̚¹ min¹¹
sú-ak	su³¹ ak̚¹
sú-châng	su³¹ t͡saŋ⁴⁴
sṳ́-chhâ	sz̩³¹ t͡sʰa⁴⁴
sṳ́-chhièn	sz̩³¹ t͡ɕʰiɛn¹¹
sṳ-chhìn	sz̩⁵³⁻⁵⁵ t͡ɕʰin¹¹
sṳ-chhòng	sz̩⁵³⁻⁵⁵ t͡sʰɔŋ¹¹
sû-chok	su⁴⁴⁻³⁵ t͡sɔk̚¹
sú-chóng	su³¹ t͡sɔŋ³¹
sú-chṳ́	su³¹ t͡sz̩³¹
sû-chû	su⁴⁴ t͡su⁴⁴
sú-chṳ́-kap	su³¹ t͡sz̩³¹ kap̚¹
sú-chṳ́-kûng	su³¹ t͡sz̩³¹ kʊŋ⁴⁴
sú-chṳ́-la	su³¹ t͡sz̩³¹ la⁵³
sú-chṳ́-mî	su³¹ t͡sz̩³¹ mi⁴⁴
sṳ̀-chûng	sz̩¹¹ t͡sʊŋ⁴⁴
su-é	su⁵³⁻⁵⁵ ʋe³¹
sṳ̂-é	sz̩⁴⁴⁻³⁵ e³¹
sû-fi	su⁴⁴⁻³⁵ fi⁵³
sṳ̀-heu	sz̩¹¹ heu⁵³
su-ho̍k	sz̩⁵³ hɔk̚⁵
sṳ-ka	sz̩⁵³⁻⁵⁵ ka⁵³
sṳ-khî	sz̩⁵³ kʰi⁴⁴
sú-kî	su³¹ ki⁴⁴
sû-kí	su⁴⁴⁻³⁵ ki³¹
sú-kîn-é	su³¹ kin⁴⁴⁻³⁵ ne³¹
sṳ̂-kôi	sz̩⁴⁴ koɪ⁴⁴
sṳ́-kông	sz̩³¹ kɔŋ⁴⁴
sṳ́-kông-vû-yìn	sz̩³¹ kɔŋ⁴⁴ ʋu⁴⁴⁻³⁵ in¹¹
su-lìm	su⁵³⁻⁵⁵ lim¹¹
su-mèu	su⁵³⁻⁵⁵ miau¹¹
su-mî	su⁵³ mi⁴⁴
sṳ-mìn	sz̩⁵³⁻⁵⁵ min¹¹
sṳ̂-mô	sz̩⁴⁴ mau⁴⁴
sú-ngí	su³¹ ŋi³¹
sṳ̂-ngìn	sz̩⁴⁴⁻³⁵ ŋin¹¹
sû-pâu	su⁴⁴ pau⁴⁴
sú-péu-é	su³¹ piau⁴⁴⁻³⁵ ʋe³¹
sú-pha	su³¹ pʰa⁵³
sú-phàn	su³¹ pʰan¹¹
su-phì	su⁵³⁻⁵⁵ pʰi¹¹
sú-pí	su³¹ pi³¹
sú-poi	su³¹ poɪ⁵³
sṳ-poi-mî	sz̩³¹ poɪ⁵³ mi⁴⁴
sṳ̂-sên-chṳ́	sz̩⁴⁴ sɛn⁴⁴⁻³⁵ t͡sz̩³¹
sû-sin	su⁴⁴⁻³⁵ ɕin⁵³
sṳ̂-sióng	sz̩⁴⁴⁻³⁵ ɕiɔŋ³¹
sû-si̍p	su⁴⁴ ɕip̚⁵
sṳ̀-sòng	sz̩¹¹ t͡sʰɔŋ¹¹
sṳ̀-sṳ̀	sz̩¹¹ sz̩¹¹
su-thèu	su⁵³⁻⁵⁵ tʰeu¹¹
sṳ-thièn	sz̩⁵³⁻⁵⁵ tʰiɛn¹¹
sṳ-tién	sz̩⁵³⁻⁵⁵ tiɛn³¹
sú-vón	su³¹ ʋɔn³¹
sṳ-vut	sz̩³¹ fut̚¹
súi-chhṳ̂m	suɪ³¹ t͡sʰəm⁴⁴
súi-fun	suɪ³¹ fun⁵³
súi-kó	suɪ³¹ kuo³¹
súi-kón	suɪ³¹ kuɔn³¹
súi-nài	suɪ³¹ naɪ¹¹
súi-ngiù	suɪ³¹ ŋiu¹¹
súi-ngiù-kú	suɪ³¹ ŋiu¹¹ ku³¹
sùi-phien	suɪ¹¹ pʰiɛn⁵³
sui-sṳ	suɪ⁵³⁻⁵⁵ sz̩⁵³
sui-tién	suɪ⁵³⁻⁵⁵ tiɛn³¹
sûi-yèn	suɪ⁴⁴⁻³⁵ ian¹¹
súi-yî	suɪ³¹ i⁴⁴
suk-kûng	sʊk̚¹ kʊŋ⁴⁴
suk-mê	sʊk̚¹ me⁴⁴
suk-pak-â-kô	sʊk̚¹ pak̚¹ a⁴⁴ ko⁴⁴
suk-pak-chí-moi	sʊk̚¹ pak̚¹ t͡sz̩³¹ moɪ⁵³
suk-pak-hiûng-thi	sʊk̚¹ pak̚¹ hiʊŋ⁴⁴⁻³⁵ tʰi⁵³
suk-phò	sʊk̚¹ pʰo¹¹
suk-sa	ɕiʊk̚¹ sa⁵³
sṳ́m-yòng	səm³¹ iɔŋ¹¹
sṳ̂n-chhòi	sən⁴⁴⁻³⁵ t͡sʰoɪ¹¹
sṳ̀n-chok	sən¹¹ t͡sɔk̚¹
sûn-é	sun⁴⁴⁻³⁵ ne³¹
sṳ̂n-é	sən⁴⁴⁻³⁵ ne³¹
sṳ̀n-fa	sən¹¹ fa⁵³
sun-fûng	sun⁵³ fʊŋ⁴⁴
sṳn-kau	sən⁵³⁻⁵⁵ kʰau⁵³
sṳ̀n-khâm	sən⁴⁴ kʰam⁴⁴
sṳ̀n-kîn	sən¹¹ kin⁴⁴
sṳ̀n-kîn-phiang	sən¹¹ kin⁴⁴⁻³⁵ pʰiaŋ⁵³
sṳn-li	sən⁵³⁻⁵⁵ li⁵³
sṳ̀n-mìn	sən¹¹ min¹¹
sûn-ńg	sun⁴⁴⁻³⁵ n̩³¹
sṳ̀n-ngin	sən¹¹ ŋin⁵³
sṳ̀n-ngìn	sən¹¹ ŋin¹¹
sûn-ngu-khûng	sun⁴⁴⁻³⁵ ŋu⁵³ kʰʊŋ⁴⁴
sṳ̀n-nok	sən¹¹ nɔk̚⁵
sṳ̂n-phôi	sən⁴⁴ pʰoɪ⁴⁴
sṳ̀n-pi	sən¹¹ pi⁵³
sûn-se	sun⁴⁴⁻³⁵ se⁵³
sûn-só	sun⁴⁴⁻³⁵ sau³¹
sṳ̀n-su	sən¹¹ su⁵³
sṳ̀n-sṳ	sən¹¹ sz̩⁵³
sṳ̀n-su̍k	saŋ¹¹ sʊk̚⁵
sún-sṳ̂n-é	sun³¹ sən⁴⁴⁻³⁵ ne³¹
sṳ̂n-thí	sən⁴⁴⁻³⁵ tʰi³¹
sṳ̀n-tû	sən¹¹ tu⁴⁴
sung-chong	sʊŋ⁵³⁻⁵⁵ t͡sɔŋ⁵³
sung-hak	sɔŋ⁵³⁻⁵⁵ hak̚¹
sung-lî	sʊŋ⁵³ li⁴⁴
sûng-ngiâm-muk	sʊŋ⁴⁴ ŋiam⁴⁴⁻³⁵ mʊk̚¹
sûng-pâu-lón	sʊŋ⁴⁴ pa⁴⁴⁻³⁵ lɔn³¹
sṳ̍p-chhit	səp̚⁵ t͡ɕʰit̚¹
sṳ̍p-fûn	səp̚⁵ fun⁴⁴
sṳ̍p-kiú	səp̚⁵ kiu³¹
sṳ̍p-liuk	səp̚⁵ liʊk̚¹
sṳ̍p-ńg	səp̚⁵ n̩³¹
sṳ̍p-ngi	səp̚⁵ ŋi⁵³
sṳ̍p-ngi-ngie̍t	səp̚⁵ ŋi⁵³ ŋiat̚⁵
sṳ̍p-ngi-tiám	səp̚⁵ ŋi⁵³⁻⁵⁵ tiam³¹
sṳ̍p-ngie̍t	səp̚⁵ ŋiat̚⁵
sṳ̍p-pat	səp̚⁵ pat̚¹
sṳ̍p-sâm	səp̚⁵ sam⁴⁴
sṳ̍p-si	səp̚⁵ ɕi⁵³
sṳp-ta̍p-ta̍p	səp̚¹ tap̚⁵ tap̚⁵
sṳ̍p-tiám	səp̚⁵ tiam³¹
sṳ̍p-yit	səp̚⁵ it̚¹
sṳ̍p-yit-ngie̍t	səp̚⁵ it̚¹ ŋiat̚⁵
sṳ̍p-yit-tiám	səp̚⁵ it̚¹ tiam³¹
sṳ̍t-châi	sət̚⁵ t͡saɪ⁴⁴
sṳ̍t-chêu	sət̚⁵ t͡sau⁴⁴
sṳ̍t-chhà	sət̚⁵ t͡sʰa¹¹
sṳ̍t-chhṳ	sət̚⁵ t͡sʰz̩⁵³
sṳ̍t-chiú	sət̚⁵ t͡ɕiu³¹
sṳ̍t-chu	sət̚⁵ t͡su⁵³
sṳt-chṳ́m	sət̚¹ t͡səm³¹
sṳ̍t-fan	sət̚⁵ fan⁵³
sṳt-lî	sət̚¹ li⁴⁴
sṳ̍t-nen	sət̚⁵ nɛn⁵³
sṳ̍t-phín	sət̚⁵ pʰin³¹
sṳ̍t-pún	sat̚⁵ pun³¹
sṳ̍t-vu̍t	sət̚⁵ ʋut̚⁵
sṳ̍t-ya	sət̚⁵ ia⁵³
sṳ̍t-yên	sət̚⁵ ian⁴⁴
tá-cheu	ta³¹ t͡ɕiau⁵³
tá-chhak-kiok	ta³¹ t͡sʰak̚¹ kiɔk̚¹
tá-chhak-pok	ta³¹ t͡sʰak̚¹ pɔk̚¹
tá-chṳ́	ta³¹ t͡sz̩³¹
tá-fâ	ta³¹ fa⁴⁴
tá-khin-téu	ta³¹ in⁵³⁻⁵⁵ teu³¹
tá-kiet	ta³¹ kiat̚¹
tá-kôn-sṳ̂	ta³¹ kuɔn⁴⁴ sz̩⁴⁴
tá-mà-chiok	ta³¹ ma¹¹ t͡ɕiɔk̚¹
tá-mak	ta³¹ mak̚¹
tá-ǹg-é	ta³¹ n̩¹¹ e³¹
tá-phi	ta³¹ pʰi⁵³
tá-pi-lón	ta³¹ pʰi⁵³⁻⁵⁵ lɔn³¹
tá-pông	ta³¹ pɔŋ⁴⁴
tá-súi	ta³¹ suɪ³¹
tá-tân	ta³¹ tan⁴⁴
tá-thiet	ta³¹ tʰiɛt̚¹
tá-thiet-sṳ̂-fu	ta³¹ tʰiɛt̚¹ sz̩⁴⁴⁻³⁵ fu⁵³
tá-vàng	ta³¹ ʋaŋ¹¹
tái-fu-é	taɪ³¹ fu⁴⁴⁻³⁵ ʋe³¹
tai-lu	taɪ⁵³⁻⁵⁵ lu⁵³
tái-sâm-é	taɪ³¹ sam⁴⁴⁻³⁵ me³¹
tai-thèu	taɪ⁵³⁻⁵⁵ tʰeu¹¹
tam-kôn	tam⁵³ kɔn⁴⁴
tân-ma̍k	tan⁴⁴ mak̚⁵
tân-ngiâm-muk	tan⁴⁴ ŋiam⁴⁴⁻³⁵ mʊk̚¹
táng-hong	taŋ³¹ hɔŋ⁵³
táng-kô	taŋ³¹ kau⁴⁴
ta̍p-sṳp	tap̚⁵ səp̚¹
ta̍t-chhièn	t͡sʰət̚⁵ t͡ɕʰiɛn¹¹
tàu-é	tʰeu¹¹ ʋe³¹
ten-é	tɛn⁵³⁻⁵⁵ ne³¹
tên-ki	tɛn⁴⁴⁻³⁵ ki⁵³
tén-lu	tɛn³¹ lu⁵³
tên-nùng	tɛn⁴⁴⁻³⁵ lʊŋ¹¹
tên-po	tɛn⁴⁴⁻³⁵ pau⁵³
tên-sân	tɛn⁴⁴ san⁴⁴
tet-koet	tɛt̚¹ kuɛt̚¹
tet-ngìn-kiâng	tɛt̚¹ ŋin¹¹ kiaŋ⁴⁴
tet-ngìn-nâu	tɛt̚¹ ŋin¹¹ nau⁴⁴
tet-ngìn-siak	tɛt̚¹ ŋin¹¹ ɕiak̚¹
tet-ngìn-vi	tɛt̚¹ ŋin¹¹ ʋi⁵³
thai-chhièn-ngièn	tʰaɪ⁵³⁻⁵⁵ t͡ɕʰiɛn¹¹ ŋiɛn¹¹
thai-chhièn-ngit	tʰaɪ⁵³⁻⁵⁵ t͡ɕʰiɛn¹¹ ŋit̚¹
thai-chhòng	tʰaɪ⁵³⁻⁵⁵ t͡sʰɔŋ¹¹
thai-chhú	tʰaɪ⁵³⁻⁵⁵ t͡sʰu³¹
thai-fân-sù	tʰaɪ⁵³ fan⁴⁴⁻³⁵ su¹¹
thai-heu-ngièn	tʰaɪ⁵³ heu⁴⁴⁻³⁵ ŋian¹¹
thai-heu-ngit	tʰaɪ⁵³ heu⁴⁴⁻³⁵ ŋit̚¹
thai-ho̍k	tʰaɪ⁵³ hɔk̚⁵
thai-hòn	tʰaɪ⁵³⁻⁵⁵ hɔn¹¹
thai-kâ	tʰaɪ⁵³ ka⁴⁴
thai-kâ-hó	tʰaɪ⁵³ ka⁴⁴⁻³⁵ hau³¹
thai-khiû	tʰaɪ⁵³ kʰiu⁴⁴
thai-khiû-mà	tʰaɪ⁵³ kʰiu⁴⁴⁻³⁵ ma¹¹
thai-khói	tʰaɪ³¹ kʰoɪ³¹
thai-kiok-pí	tʰaɪ⁵³⁻⁵⁵ kiɔk̚¹ pi³¹
thái-kô	tʰaɪ³¹ ko⁴⁴
thai-koet	tʰaɪ⁵³⁻⁵⁵ kuɛt̚¹
thai-lî-sa̍k	tʰaɪ⁵³ li⁴⁴ sak̚⁵
thai-liong	tʰaɪ⁵³⁻⁵⁵ liɔŋ⁵³
thai-ngà-pán	tʰaɪ⁵³⁻⁵⁵ ŋa¹¹ pan³¹
thai-ngièn	tʰaɪ⁵³⁻⁵⁵ ŋian¹¹
thai-phiang	tʰaɪ⁵³⁻⁵⁵ pʰiaŋ⁵³
thai-phò	tʰaɪ⁵³⁻⁵⁵ pʰo¹¹
thai-siet	tʰaɪ⁵³⁻⁵⁵ ɕiɛt̚¹
thai-son	tʰaɪ⁵³⁻⁵⁵ sɔn⁵³
thai-sṳ́-kón	tʰaɪ⁵³⁻⁵⁵ sz̩³¹ kuɔn⁵³
thai-súi	tʰaɪ⁵³⁻⁵⁵ suɪ³¹
thai-yí	tʰaɪ⁵³⁻⁵⁵ i³¹
thai-yì	tʰaɪ⁵³⁻⁵⁵ i¹¹
thai-yòng-hiet	tʰaɪ⁵³⁻⁵⁵ iɔŋ¹¹ hiat̚⁵
thak-kiáng	tʰak̚¹ kiaŋ³¹
tha̍k-mí	tʰak̚⁵ mi³¹
thâm-sîm	tʰam⁴⁴ ɕim⁴⁴
thâm-sṳ̍t	tʰam⁴⁴ sət̚⁵
than-he	tan⁵³⁻⁵⁵ he⁵³
thàn-kiûng	tʰan¹¹ kiʊŋ⁴⁴
thâng-fa	tʰaŋ⁴⁴⁻³⁵ ʋa⁵³
thâng-kóng	tʰaŋ⁴⁴⁻³⁵ kɔŋ³¹
thâng-mò	tʰaŋ⁴⁴⁻³⁵ mo¹¹
then-sú	tʰɛn⁵³⁻⁵⁵ su³¹
thèn-tén	tʰɛn¹¹ tɛn³¹
thèn-thiàu	tʰɛn¹¹ tʰiau¹¹
thèn-yí	tʰɛn¹¹ i³¹
thêu-chhit	tʰeu¹¹ t͡ɕʰit̚¹
thèu-chhṳn	tʰeu¹¹ t͡sʰən⁵³
thèu-chṳ̂	tʰeu¹¹ t͡sz̩⁴⁴
theu-fu	tʰeu⁵³⁻⁵⁵ fu⁵³
theu-fu-fâ	tʰeu⁵³⁻⁵⁵ fu⁵³ fa⁴⁴
theu-fu-yî	tʰeu⁵³⁻⁵⁵ fu⁵³ i⁴⁴
thèu-fùn	tʰeu¹¹ fun⁴⁴
théu-hi	tʰeu³¹ hi⁵³
thèu-kâ	tʰeu¹¹ ka⁴⁴
thèu-kâng-é	tʰiau¹¹ kaŋ⁴⁴⁻³⁵ ŋe³¹
thèu-mî	tʰeu¹¹ mi⁴⁴
thèu-miàng	tʰiu¹¹ miaŋ¹¹
thèu-nà	tʰeu¹¹ na¹¹
thèu-nà-mô	tʰeu¹¹ na¹¹ mau⁴⁴
thèu-nà-táng	tʰeu¹¹ na¹¹ taŋ³¹
theu-ngà	tʰeu⁵³⁻⁵⁵ ŋa¹¹
thèu-pái	tʰeu¹¹ paɪ³¹
thèu-sên	tʰeu¹¹ saŋ⁴⁴
thèu-siên	tʰeu¹¹ ɕiɛn⁴⁴
theu-sṳ	tʰeu⁵³⁻⁵⁵ sz̩⁵³
thèu-sṳ̍t	tʰeu⁴⁴ sət̚⁵
thí-chhûng	tʰi³¹ t͡sʰʊŋ⁴⁴
thi-chṳ́n	tʰi⁵³⁻⁵⁵ t͡sən³¹
thi-fông	tʰi⁵³ fɔŋ⁴⁴
thi-hâ	tʰi⁵³ ha⁴⁴
thi-khî	tʰi⁵³ kʰi⁴⁴
thi-khie	tʰi⁵³⁻⁵⁵ kʰe⁵³
thì-kiûng	tʰi¹¹ kiʊŋ⁴⁴
thi-lî	tʰi⁵³ li⁴⁴
thi-lî-sîn-sâng	tʰi⁵³⁻⁵⁵ li³¹ ɕin⁴⁴ saŋ⁴⁴
thi-nài	tʰi⁵³⁻⁵⁵ naɪ¹¹
thi-nài-hâ	tʰi⁵³⁻⁵⁵ naɪ¹¹ ha⁴⁴
thí-yuk	tʰi³¹ iʊk̚¹
thiàm-pán	tʰiam¹¹ pan³¹
thiâm-piong	tʰiam⁴⁴⁻³⁵ piɔŋ⁵³
thia̍p-é	tʰiap̚⁵ pe³¹
thiau-vú	tʰiau⁵³⁻⁵⁵ ʋu³¹
thiên-chiáng	tʰiɛn⁴⁴⁻³⁵ t͡ɕiaŋ³¹
thiên-chîn	tʰiɛn⁴⁴ t͡ɕin⁴⁴
thiên-chú	tʰiɛn⁴⁴⁻³⁵ t͡su³¹
thien-fa	tʰiɛn⁵³⁻⁵⁵ fa⁵³
thiên-fâ	tʰiɛn⁴⁴ fa⁴⁴
thiên-fâ-pán	tʰiɛn⁴⁴ fa⁴⁴⁻³⁵ pan³¹
thien-fó	tʰiɛn⁵³⁻⁵⁵ fo³¹
thiên-hi	tʰiɛn⁴⁴⁻³⁵ hi⁵³
thiên-hò	tʰiɛn⁴⁴⁻³⁵ ho¹¹
thiên-hôn	tʰiɛn⁴⁴ hɔn⁴⁴
thièn-khie	tʰiɛn¹¹ kʰe⁵³
thiên-khûng	tʰiɛn⁴⁴ kʰʊŋ⁴⁴
thiên-kiéu-sṳ̍t-ngie̍t	tʰiɛn⁴⁴⁻³⁵ keu³¹ sət̚⁵ ŋiat̚⁵
thiên-kiéu-sṳ̍t-ngit	tʰiɛn⁴⁴⁻³⁵ keu³¹ sət̚⁵ ŋit̚¹
thiên-kiûng	tʰiɛn⁴⁴ kiʊŋ⁴⁴
thiên-koet	tʰiɛn⁴⁴⁻³⁵ kuɛt̚¹
thiên-kông	tʰiɛn⁴⁴ kuɔŋ⁴⁴
thiên-kông-am-pû	tʰiɛn⁴⁴ kuɔŋ⁴⁴⁻³⁵ am⁵³ pu⁴⁴
thiên-kông-chêu-sṳ̀n	tʰiɛn⁴⁴ kuɔŋ⁴⁴ t͡sau⁴⁴⁻³⁵ sən¹¹
thiên-kông-ngit	tʰiɛn⁴⁴ kuɔŋ⁴⁴⁻³⁵ ŋit̚¹
thiên-lî	tʰiɛn⁴⁴ li⁴⁴
thien-liàng	tʰiɛn⁵³⁻⁵⁵ laŋ¹¹
thien-nó	tʰiɛn⁵³⁻⁵⁵ nau³¹
thiên-sṳ́	tʰiɛn⁴⁴⁻³⁵ sz̩³¹
thiên-sṳ̀	tʰiɛn⁴⁴⁻³⁵ sz̩¹¹
thièn-sùn	tʰiɛn¹¹ sun¹¹
thièn-thi	tʰiɛn¹¹ tʰi⁵³
thien-yáng	tʰian⁵³⁻⁵⁵ iaŋ³¹
thiet-lu	tʰiɛt̚¹ lu⁵³
thìn-chhâ	tʰin¹¹ t͡sʰa⁴⁴
thìn-chhâ-chhòng	tʰin¹¹ t͡sʰa⁴⁴⁻³⁵ t͡sʰɔŋ¹¹
thin-chho̍k	tʰin⁵³ t͡sʰɔk̚⁵
thin-kîm	tʰin⁵³ kim⁴⁴
thó-chai	tʰau³¹ t͡saɪ⁵³
thò-é	tʰau¹¹ ʋe³¹
thò-ho̍k	tʰau¹¹ hɔk̚⁵
tho-kau	tʰau⁵³⁻⁵⁵ kau⁵³
tho-lî	tʰau⁵³ li⁴⁴
thò-lì	tʰau¹¹ li¹¹
tho-lu	tʰau⁵³⁻⁵⁵ lu⁵³
thó-sṳ̍t	tʰau³¹ sət̚⁵
thoi-é	tʰoɪ⁵³⁻⁵⁵ e³¹
thòi-fûng	tʰoɪ¹¹ fʊŋ⁴⁴
thòi-nàm	tʰoɪ¹¹ nam¹¹
thòi-pet	tʰoɪ¹¹ pɛt̚¹
thoi-péu	tʰoɪ⁵³⁻⁵⁵ piau³¹
thòi-vàn	tʰoɪ¹¹ ʋan⁴⁴
thok-yì-só	tʰɔk̚¹ i¹¹ so³¹
thôn-hi	tʰɔn³¹ hi⁵³
thòn-kiet	tʰɔn¹¹ kiat̚¹
thòn-liang-é	tʰɔn¹¹ liaŋ⁵³⁻⁵⁵ ŋe³¹
thòn-ǹg	tʰɔn¹¹ n̩¹¹
thông-chhṳ̀	tʰɔŋ⁴⁴⁻³⁵ t͡sʰz̩¹¹
thông-choi	tʰɔŋ⁴⁴⁻³⁵ t͡soɪ⁵³
thòng-chông	tʰɔŋ¹¹ t͡sɔŋ⁴⁴
thòng-lòng	tʰɔŋ¹¹ lɔŋ¹¹
thòng-ngìn	tʰɔŋ¹¹ ŋin¹¹
thòng-phûng-é	tʰɔŋ¹¹ fʊŋ⁴⁴⁻³⁵ ŋe³¹
thòng-sân	tʰɔŋ¹¹ san⁴⁴
