آئي	aːiː
سوپيري	sɔːpeːɾiː
سوٿي	suːt̪ʰiː
سوڀ	soːbʰə
سوڀائتو	soːbʰaːɪt̪oː
سوڀارو	soːbʰaːɾoː
سوڀڻ	soːbʰəɳʊ
سوچي	soːt͡ʃiː
سوچڪو	soːt͡ʃɪkoː
سوچڻ	soːt͡ʃəɳʊ
سوڌ	soːd̪ʰə
سوڌو	suːd̪ʰoː
سوڌڻ	soːd̪ʰəɳʊ
سوڍل	soːɖʰəlɪ
سوڙهه	suːɽhə
سوڙهو	soːɽhoː
سوڙهي	suːɽhiː
سوکو	sɔːkʰoː
سوکڙي	suːkʰɪɽiː
سوڪ	soːkɪ
سوڪهڙو	soːkəhəɽoː
سوڪهڙي	soːkəhəɽiː
سوڪڙو	soːkɪɽoː
سوگ	suːɡə
سوگھو	soːɡʰoː
سوڻو	suːɳoː
سيئو	siːoː
سيئڻ	seːɪɳʊ
سياخور	sɪaːxoːɾɪ
سيارو	sɪjaːɾoː
سياري	sɪaːɾiː
سيارڻي	sʊaːɾəɳiː
سيال	sɪaːlʊ
سياندري	sɪaːnd̪ɪɾiː
سياندو	sɪaːnd̪oː
سيانرجڻ	sɪaːnɾd͡ʒəɳʊ
سياٽجڻ	sɪaːʈɪd͡ʒəɳʊ
سياڪو	sɪaːkoː
سياڻو	sɪaːɳoː
سياڻپ	sɪaːɳəpə
سيبائڻ	siːbaːɪɳʊ
سيبو	seːboː
سيبڻ	seːbəɳɪ
سيتا	siːt̪aː
سيتارامي	siːt̪aːɾaːmiː
سيتانگ	siːt̪aːŋɡʊ
سيتاڦل	siːt̪aːpʰəlʊ
سيتل	siːt̪əlʊ
سيتلا	siːt̪əlaː
سيتلچيني	siːt̪əlt͡ʃiːniː
سيج	seːd͡ʒə
سيجا	seːd͡ʒaː
سيداڻي	səiːd̪aːɳiː
سير	siːɾə
سيرائي	siːɾaːiː
سيراندي	seːɾaːnd̪iː
سيراڻ	siːɾaːɳɪ
سيرو	siːɾoː
سيري	seːɾiː
سيرڪ	seːɾəkʊ
سيرڻ	seːɾəɳʊ
سيرڻي	seːɾɪɳiː
سيسا	seːsaː
سيسر	seːsəɾʊ
سيل	siːlʊ
سيلاپڻ	seːlaːpəɳʊ
سيلهه	seːlhʊ
سيلهوڙو	seːlhuːɽoː
سيلهي	seːlhiː
سيم	siːmə
سيمو	seːmoː
سينهي	seːnhiː
سينو	siːnoː
سينڌ	siːnd̪ʰɪ
سينڌو	seːnd̪ʰoː
سينڪي	siːŋkiː
سينگار	siːŋɡaːɾʊ
سينگارائتو	siːŋɡaːɾaːɪt̪oː
سينگارڻ	siːŋɡaːɾəɳʊ
سيوا	seːʋaː
سيوي	siːʋiː
سيوڙو	seːʋɪɽoː
سيوڪ	seːʋəkʊ
سيوڻ	seːʋəɳʊ
سيٺ	seːʈʰɪ
سيٽ	siːʈə
سيٽجڻ	siːʈɪd͡ʒəɳʊ
سيٽي	siːʈiː
سيٽڻ	siːʈəɳʊ
سيپارو	siːpaːɾoː
سيچاڻو	siːt͡ʃaːɳoː
سيڌو	siːd̪ʰoː
سيڙ	siːɽə
سيڙائڻ	siːɽaːɪɳʊ
سيڙاڻو	siːɽaːɳoː
سيڙجڻ	siːɽɪd͡ʒəɳʊ
سيڙهه	seːɽhə
سيڙهو	seːɽhoː
سيڙهي	seːɽhiː
سيڙڻ	siːɽəɳʊ
سيڦو	siːpʰoː
سيکارڻ	seːkʰaːɾəɳʊ
سيکت	seːkʰət̪ɪ
سيڪ	seːkʊ
سيڪو	seːkoː
سيڪڙو	sɛːkɪɽoː
سيڪڻ	seːkəɳʊ
سيڱاري	siːŋaːɾiː
سيڻ	siːɳə
سيڻيٽ	seːɳiːʈʊ
سيڻپو	seːɳpoː
سيڻڪو	seːɳkoː
سَؤُ	səʊ
سَتَ	sət̪ə
سَتَرِ	sət̪əɾɪ
سَزا	səzaː
سَوارُ	səʋaːɾʊ
سَٺِ	səʈʰɪ
سَپُ	səpʊ
سَڀُ	səbʰʊ
سُنگھَڻُ	sʊŋɡʰəɳʊ
سُهِڻو	sʊhɪɳoː
سٺ	səʈʰɪ
سٺائتو	səʈʰaːɪt̪oː
سٺهوڻ	səʈʰɪhuːɳɪ
سٺهوڻو	səʈʰɪhuːɳoː
سٺو	sʊʈʰoː
سٺڻ	sɪʈʰəɳʊ
سٺڻو	sɪʈʰɪɳoː
سٽ	sʊʈʊ
سٽائتو	sɪʈaːɪt̪oː
سٽائڻ	sʊʈaːɪɳʊ
سٽاڻي	səʈaːɳiː
سٽو	səʈoː
سٽي	səʈiː
سٽڪو	səʈkoː
سٽڻ	səʈəɳʊ
سٽڻي	səʈɪɳiː
سپ	səpʊ
سپارڻ	sʊpaːɾəɳʊ
سپاهه	sɪpaːhʊ
سپاهي	sɪpaːhiː
سپاڙو	səpaːɽoː
سپت	sʊpət̪ɪ
سپر	sɪpəɾə
سپري	sʊpɪɾiː
سپنو	sʊpənoː
سپيرو	sʊpeːɾoː
سپٽ	səpʊʈʊ
سپٽو	səpʊʈoː
سپڙو	səpɪɽoː
سپڪ	sʊpəkʊ
سٿ	sət̪ʰə
سٿاڻي	sət̪ʰaːɳiː
سٿر	sət̪ʰəɾə
سٿرو	sʊt̪ʰɪɾoː
سٿو	sət̪ʰoː
سٿڻ	sət̪ʰəɳʊ
سٿڻي	sət̪ʰɪɳiː
سڀ	səbʰ
سڀئمردانو	sʊbʰʊəməɾd̪aːnoː
سڀئڪو	sʊbʰʊəkoː
سڀاڻو	sʊbʰaːɳoː
سڀاڻي	sʊbʰaːɳiː
سڀو	sʊbʰuː
سڀوئي	səbʰoːiː
سڃ	sʊɲə
سڃائي	sʊɲaːiː
سڃاتو	sʊɲaːt̪oː
سڃاڻڻ	sʊɲaːɳəɳʊ
سڃو	sʊɲoː
سڃڻ	səɲəɳʊ
سڄو	səʄoː
سچ	sət͡ʃʊ
سچائتو	sət͡ʃaːɪt̪oː
سچار	sət͡ʃaːɾʊ
سچو	sət͡ʃoː
سچي	sət͡ʃiː
سچيت	sʊt͡ʃeːt̪ʊ
سڌ	səd̪ʰə
سڌائتو	səd̪ʰaːɪt̪oː
سڌائي	sɪd̪ʰaːiː
سڌاتورو	səd̪ʰaːt̪uːɾoː
سڌار	sʊd̪ʰaːɾə
سڌارو	səd̪ʰaːɾoː
سڌارڻ	sɪd̪ʰaːɾəɳʊ
سڌاڻو	sɪd̪ʰaːɳoː
سڌرائي	səd̪ʰəɾaːiː
سڌرڻ	sʊd̪ʰɪɾəɳʊ
سڌو	sɪd̪ʰoː
سڌي	sɪd̪ʰiː
سڌير	sʊd̪ʰiːɾʊ
سڙهه	sɪɽəhʊ
سڙڻ	səɽəɳɪ
سڙڻي	səɽɳiː
سڦرائي	səpʰɪɾaːiː
سڦرو	səpʰɪɾoː
سڦلائي	sɪpʰɪlaːiː
سڦلو	sɪpʰɪloː
سک	səkʰʊ
سکا	sʊkʰaː
سکائڻ	sɪkʰaːɪɳʊ
سکان	sʊkʰaːnʊ
سکاني	sʊkʰaːniː
سکاڻي	sɪkʰaːɳiː
سکر	səkʰəɾə
سکرائتو	səkʰəɾaːɪt̪oː
سکرائي	səkʰəɾaːiː
سکمڙد	sʊkʰəməɽd̪ʊ
سکن	sʊkʰɪnʊ
سکو	sʊkʰoː
سکي	sɪkʰiː
سکپال	sʊkʰpaːlʊ
سکڻ	sɪkʰəɳʊ
سکڻائي	səkʰɪɳaːiː
سکڻو	səkʰɪɳoː
سکڻي	sɪkʰɪɳiː
سڪ	sɪkə
سڪائتو	sɪkaːɪt̪oː
سڪائڻ	sɪkaːɪɳʊ
سڪارڻ	səkaːɾəɳʊ
سڪر	səkəɾə
سڪرات	səkɪɾaːt̪ə
سڪرت	sʊkɪɾt̪ʊ
سڪرتي	sʊkɪɾt̪iː
سڪرم	sʊkəɾmʊ
سڪل	sʊkəlʊ
سڪو	sɪkoː
سڪي	sʊkiː
سڪيلڌو	sɪkiːləd̪ʰoː
سڪڻ	sɪkəɳʊ
سڪڻو	sɪkɪɳoː
سگتو	səɡət̪oː
سگهڻ	səɡʰəɳʊ
سگھائجڻ	səɡʰaːɪd͡ʒəɳʊ
سگھائي	sɪɡʰaːiː
سگھارو	səɡʰaːɾoː
سگھرو	səɡʰɪɾoː
سگھه	səɡʰə
سگھو	səɡʰoː
سگھڙائي	sʊɡʰəɽaːiː
سگھڻ	səɡʰəɳʊ
سڱ	sɪŋʊ
سڱائتو	səŋaːɪt̪oː
سڱائڻ	səŋaːɪɳʊ
سڱاري	sɪŋaːɾiː
سڱر	səŋəɾʊ
سڱري	sɪŋɪɾiː
سڱي	sɪŋiː
سڱيڻو	səŋiːɳoː
سڱڻ	səŋəɳʊ
سڳورو	səɠoːɾoː
سڻ	sɪɳʊ
سڻائي	səɳaːiː
سڻوپرو	səɳoːpɾoː
سڻي	sɪɳiː
سڻڀ	səɳɪbʰʊ
سڻڀو	səɳbʰoː
سڻڪ	sɪɳɪkə
سڻڪجڻ	səɳkɪd͡ʒəɳʊ
سڻڪڻ	sɪɳkəɳʊ
سڻڻ	sʊɳəɳʊ
سڻڻي	sʊɳaːɳiː
شاباس	ʃaːbaːs
شاباسِ	ʃaːbaːsɪ
شاخ	ʃaːxə
شادمانو	ʃaːd̪maːnoː
شادي	ʃaːd̪iː
شاعر	ʃaːɪɾʊ
شال	ʃaːlə
شالور	ʃaːluːɾʊ
شام	ʃaːmə
شامل	ʃaːmɪlʊ
شان	ʃaːnʊ
شانائتو	ʃaːnaːɪt̪oː
شاندار	ʃaːnd̪aːɾʊ
شاني	ʃaːniː
شانکت	ʃaːŋkʰət̪ə
شاهاڻو	ʃaːhaːɳoː
شاهبوم	ʃaːhəbuːmʊ
شاهترو	ʃaːhət̪ʊɾoː
شاهد	ʃaːhɪd̪ʊ
شاهدي	ʃaːhɪd̪iː
شاهل	ʃaːhəlʊ
شاهه	ʃaːhʊ
شاهو	ʃaːhuː
شاهوڪار	ʃaːhuːkaːɾʊ
شاهوڪاري	ʃaːhuːkaːɾiː
شاهي	ʃaːhiː
شاهين	ʃaːhiːnə
شاهينگ	ʃaːhiːŋɡʊ
شاگرد	ʃaːɡɪɾd̪
شاگِردُ	ʃaːɡɪɾd̪ʊ
شاگڙد	ʃaːɡɪɽd̪ʊ
شاگڙدي	ʃaːɡɪɽd̪iː
شبد	ʃəbd̪ʊ
شبنم	ʃəbɪnəmɪ
شبو	ʃʊboː
شبڪو	ʃəbɪkoː
شت	ʃət̪ə
شترمرغ	ʃʊt̪ɪɾmʊɾɣʊ
شدو	ʃəd̪oː
شر	ʃɪɾʊ
شراب	ʃəɾaːbʊ
شرابي	ʃəɾaːbiː
شرابپڻو	ʃəɾaːbɪpəɳoː
شراڪتي	ʃəɾaːkət̪iː
شربت	ʃəɾbət̪ʊ
شرط	ʃəɾt̪ə
شرطائو	ʃəɾt̪aːuː
شرع	ʃəɾaː
شرعي	ʃəɾəiː
شرم	ʃəɾəmʊ
شرمائتو	ʃəɾmaːɪt̪oː
شرمائجڻ	ʃəɾmaːɪd͡ʒəɳʊ
شرمائڻ	ʃəɾmaːɪɳʊ
شرنائي	ʃəɾnaːiː
شرنايو	ʃəɾnaːjoː
شروع	ʃʊɾuː
شري	ʃɾiː
شرير	ʃəɾiːɾʊ
شريراگ	ʃɾiːɾaːɡʊ
شريڪ	ʃəɾiːkʊ
شريڪا	ʃəɾiːkaː
شريڪاڻو	ʃəɾiːkaːɳoː
شرڙي	ʃɪɾɽiː
شطرنج	ʃət̪ɾəɲd͡ʒɪ
شفتالو	ʃəft̪aːluː
شفيع	ʃəfiː
شلي	ʃʊliː
شم	ʃəmə
شما	ʃəmaː
شمرو	ʃɪmɪɾoː
شمشي	ʃəmʃiː
شمعدان	ʃəmaːd̪aːnʊ
شنشچر	ʃənɪʃt͡ʃəɾʊ
شنگرف	ʃɪŋɡɪɾɪfʊ
شنگرفي	ʃɪŋɡɪɾɪfiː
شهباز	ʃəhəbaːzʊ
شهتوت	ʃəhət̪uːt̪ʊ
شهتير	ʃəhət̪iːɾʊ
شهر	ʃɛɾ
شهرتو	ʃəhəɾət̪uː
شهرن	ʃɛɾən
شهريچو	ʃəhəɾeːt͡ʃoː
شهزادو	ʃəhəzaːd̪oː
شهه	ʃəhə
شهود	ʃəhoːd̪ʊ
شهور	ʃəhuːɾʊ
شهوٽ	ʃəhuːʈə
شهپر	ʃəhəpəɾʊ
شوخ	ʃoːxʊ
شور	ʃoːɾʊ
شورائي	ʃoːɾaːiː
شورجڻ	ʃoːɾd͡ʒəɳʊ
شوري	ʃoːɾiː
شونڪار	ʃɔːŋkaːɾʊ
شوڪارو	ʃuːkaːɾoː
شوڪارڻ	ʃuːkaːɾəɳʊ
شوڪو	ʃuːkoː
شوڪڻ	ʃuːkəɳʊ
شيخ	ʃiːxə
شيخي	ʃeːxiː
شيدي	ʃiːd̪iː
شير	ʃeːɾʊ
شيرازي	ʃiːɾaːziː
شيردان	ʃiːɾd̪aːnʊ
شيرو	ʃeːɾoː
شيري	ʃiːɾiː
شيرڻي	ʃiːɾɳiː
شيشم	ʃiːʃəmʊ
شيشو	ʃiːʃoː
شيشي	ʃiːʃiː
شيطان	ʃeːt̪aːn
شيطاني	ʃɛːt̪aːniː
شيل	ʃɛːlʊ
شيهو	ʃiːhoː
شيڪشڻ	ʃiːkɪʃɳʊ
شيڪلو	ʃiːkɪloː
شيڪڻ	ʃiːkəɳʊ
شَهَرُ	ʃəhəɾʊ
شُڪْرُ	ʃʊkɾʊ
شِڪِلِ	ʃɪkɪlɪ
شپبان	ʃəpəbaːnʊ
شکا	ʃəkʰaː
شکاوت	ʃəkʰaːʋət̪ə
شکي	ʃəkʰiː
شڪ	ʃəkʊ
شڪائڻ	ʃəkaːɪɳʊ
شڪار	ʃɪkaːɾʊ
شڪاري	ʃɪkaːɾiː
شڪارگاهه	ʃɪkaːɾɡaːhʊ
شڪر	ʃʊkrʊ
شڪرتوتي	ʃəkəɾt̪uːt̪iː
شڪرو	ʃɪkɪɾoː
شڪريتوت	ʃəkɪɾiːt̪uːt̪ʊ
شڪس	ʃəksʊ
شڪل	ʃɪkɪlɪ
شڪنجو	ʃɪkəɲd͡ʒoː
شڪي	ʃəkiː
شڪيلو	ʃəkeːloː
شگڙدي	ʃəɡɪɽd̪iː
صابڻ	saːbʊn
صاحب	saːhɪbʊ
صاحباڻو	saːhɪbaːɳoː
صاحبزادو	saːhɪbzaːd̪oː
صاحبي	saːhɪbiː
صاحِبُ	saːhɪbʊ
صاف	saːfʊ
صالاحڻ	saːlaːhəɳʊ
صبح	sʊbʰə
صبحڻو	sʊbəhəɳoː
صبر	səbʊɾʊ
صبرائتو	səbʊɾaːɪt̪oː
صحابت	sʊhaːbət̪ʊ
صحبت	sʊhʊbət̪ə
صحبتاڻو	sʊhʊbət̪aːɳoː
صحت	sɪhət̪ə
صحن	səhənʊ
صحيح	səhɪhʊ
صدا	səd̪aː
صدق	sɪd̪ɪqʊ
صدقو	səd̪ɪqoː
صدقي	sɪd̪ɪqiː
صدي	səd̪iː
صراحي	sʊɾaːhiː
صراف	səɾaːfʊ
صرافي	səɾaːfiː
صرف	sɪrf
صفحو	səfɦoː
صفر	səfəɾʊ
صفنصفا	səfənsəfaː
صفو	sʊfoː
صلاحتو	səlaːhɪt̪oː
صلاحي	səlaːhiː
صلاحڪار	səlaːhəkaːɾʊ
صلاحڻ	səlaːhəɳʊ
صلحي	sələhiː
صندل	sənd̪əlʊ
صندلي	sənd̪əliː
صندوق	sənd̪uːkə
صنم	sənəm
صوبو	suːboː
صورت	suːɾət̪ə
صوف	suːfə
صوفي	suːfiː
صُبحُ	sʊbʊhʊ
صِرفُ	sɪɾfʊ
ضامن	zaːmɪnʊ
ضبط	zəbt̪ə
ضد	zɪd̪ɪ
ضرب	zəɾbə
ضربخانو	zəɾbəxaːnoː
ضربڻ	zəɾbəɳʊ
ضرور	zəɾuːɾʊ
ضروري	zəɾuːɾiː
ضعيف	zəiːfʊ
طائفو	t̪aːɪfoː
طاعت	t̪aːɪt̪ə
طاقت	t̪aːqət̪ə
طالب	t̪aːlɪbʊ
طامع	t̪aːmɪʊ
طباشير	t̪əbaːʃiːɾʊ
طبق	t̪əbəqʊ
طبل	t̪əbəlʊ
طبو	t̪ɪboː
طبيب	t̪əbiːb
طرف	t̪əɾfɪ
طعام	t̪aːmʊ
طعنو	t̪aːnoː
طلب	t̪ələbə
طلبڻ	t̪əlbəɳʊ
طمع	t̪əmaː
طناب	t̪ənaːbə
طنابي	t̪ənaːbiː
طهر	t̪oːhəɾʊ
طهرڻ	t̪ʊhɪɾəɳʊ
طوبي	t̪uːbaː
طوطو	t̪oːt̪oː
طوفان	t̪uːfaːnʊ
طوفاني	t̪uːfaːniː
طوق	t̪oːqʊ
طول	t̪uːlɪ
طولان	t̪uːlaːnʊ
ظالم	zaːlɪmʊ
ظلم	zʊlɪmʊ
ظلمي	zʊlɪmiː
عادت	aːd̪ət̪ə
عاشق	aːʃɪqʊ
عاشورو	aːʃuːɾoː
عالم	aːləmʊ
عالمپناهه	aːləmpənaːhə
عام	aːmə
عامل	aːmɪlʊ
عاملي	aːmɪliː
عبادت	ɪbaːd̪ət̪
عبادتي	ɪbaːd̪ət̪iː
عتاب	ɪt̪aːbʊ
عثمان	ʊsmaːnə
عجائب	əd͡ʒaːɪbʊ
عجبائتو	əd͡ʒəbaːɪt̪oː
عجيب	əd͡ʒiːbʊ
عجيبائي	əd͡ʒiːbaːiː
عدالت	əd̪aːlət̪ə
عداوت	əd̪aːʋət̪ə
عدد	əd̪əd̪ʊ
عدل	əd̪ʊlʊ
عرس	ʊɾsʊ
عرض	əɾzʊ
عرضاڻي	əɾzaːɳiː
عرضي	əɾziː
عرق	əɾqʊ
عريضو	əɾiːzoː
عشق	ɪʃqʊ
عشقي	ɪʃqiː
عضوو	ʊzʋoː
عطر	ət̪ʊɾ
عقاب	ʊqaːbʊ
عقل	əqʊlʊ
عقلائتو	əqʊlaːɪt̪oː
عقيق	əqiːqʊ
عقيقو	əqiːqoː
علائقو	ɪlaːɪqoː
علم	ɪlmʊ
علمائتو	ɪlmaːɪt̪oː
علمي	ɪlmiː
علي	əliː
عليل	əliːlʊ
عمدائي	ʊmd̪aːiː
عمدو	ʊmd̪oː
عملو	əmloː
عناصر	ənaːsɪɾʊ
عهد	əhəd̪ʊ
عهدنامو	əhəd̪naːmoː
عورت	ɔːɾət̪
عيال	əjaːlʊ
عيالدار	əjaːld̪aːɾʊ
عيد	iːd̪
غائب	ɣaːɪbʊ
غائبو	ɣaːɪboː
غار	ɣaːɾʊ
غافل	ɣaːfɪlʊ
غافلائڻ	ɣaːfɪlaːɪɳʊ
غافلاڻو	ɣaːfɪlaːɳoː
غالب	ɣaːlɪbʊ
غاليچو	ɣaːliːt͡ʃoː
غدود	ɣəd̪uːd̪ʊ
غدودي	ɣəd̪uːd̪iː
غذا	ɣɪzaː
غرض	ɣəɾzə
غرضائتو	ɣəɾzaːɪt̪oː
غريب	ɣəɾiːbʊ
غريبائي	ɣəɾiːbaːiː
غريباواد	ɣəɾiːbaːʋaːd̪ɪ
غريبي	ɣəɾiːbiː
غسل	ɣʊsʊlʊ
غش	ɣəʃʊ
غصو	ɣʊsoː
غضب	ɣəzəbʊ
غضبي	ɣəzəbiː
غلط	ɣələt̪ɪ
غلطان	ɣəlt̪aːnʊ
غلطي	ɣəlt̪iː
غليظ	ɣəliːzʊ
غم	ɣəmʊ
غمائتو	ɣəmaːɪt̪oː
غمي	ɣəmiː
غني	ɣəniː
غوطو	ɣoːt̪oː
غيب	ɣɛːbʊ
غيباڻو	ɣɛːbaːɳoː
غيبي	ɣɛːbiː
غير	ɣɛːɾʊ
غيرآباد	ɣɛːɾəaːbaːd̪ʊ
غيرت	ɣɛːɾət̪ə
غيرتي	ɣɛːɾət̪iː
فائدو	faːɪd̪oː
فارسي	faːɾsiː
فاضل	faːzʊlʊ
فاضلي	faːzɪliː
فاقو	faːqoː
فال	faːlə
فالتو	faːlt̪uː
فالودو	faːluːd̪oː
فاني	faːniː
فتنائي	fɪt̪naːiː
فتنتي	fɪt̪nət̪iː
فتنو	fɪt̪ɪnoː
فتور	fɪt̪uːɾʊ
فتوري	fɪt̪uːɾiː
فجر	fəd͡ʒʊɾʊ
فدا	fɪd̪aː
فدو	fɪd̪oː
فراسي	fəɾaːsiː
فرجو	fʊɾd͡ʒoː
فرحت	fəɾəhət̪ə
فردي	fəɾd̪iː
فرش	fəɾʃ
فرصت	fʊɾsət̪ə
فرض	fəɾzʊ
فرق	fəɾqʊ
فرماش	fəɾmaːʃə
فرهه	fəɾəhə
فريب	fɪɾeːbʊ
فريبي	fɪɾeːbiː
فستو	fəst̪oː
فصل	fəsʊlʊ
فصلاڻو	fəsʊlaːɳoː
فصلي	fəsliː
فضا	fɪzaː
فضل	fəzʊlʊ
فقر	fəqəɾʊ
فقط	fəkət̪
فقير	fəqiːɾʊ
فقيري	fəqiːɾiː
فلاڻو	fəlaːɳoː
فلسفو	fəlsəfoː
فلم	fɪlm
فلڪ	fələkə
فن	fənʊ
فنا	fənaː
فوج	fɔːd͡ʒə
فوجدار	fɔːd͡ʒd̪aːɾʊ
فولاد	foːlaːd̪ʊ
فولادي	foːlaːd̪iː
فون	foːnʊ
فيصلو	fɛːsɪloː
فيض	fɛːzʊ
فيل	fɛːlʊ
فَرشُ	fəɾʃʊ
فڪر	fɪkɪɾʊ
فڪرائتو	fɪkɪɾaːɪt̪oː
قائل	qaːɪlʊ
قائم	qaːɪmʊ
قائمي	qaːɪmiː
قابل	qaːbɪlʊ
قابلي	qaːbɪliː
قابو	qaːbuː
قات	qaːt̪ʊ
قاصد	qaːsɪd̪ʊ
قاصداڻو	qaːsɪd̪aːɳoː
قاضي	qaːziː
قاعدو	qaːɪd̪oː
قافي	qaːfiː
قانون	qɑːnuːnʊ
قانوني	qaːnuːniː
قبر	qəbəɾə
قبض	qəbzʊ
قبضو	qəbzoː
قبضي	qəbziː
قبو	qʊboː
قبول	qəbuːlʊ
قبوليت	qəbuːlɪət̪ə
قبولڻ	qəbuːləɳʊ
قبيلو	qəbiːloː
قحط	qəhət̪ə
قد	qəd̪ʊ
قدر	qəd̪ʊɾʊ
قدرائتو	qəd̪ʊɾaːɪt̪oː
قدرت	qʊd̪ɪɾət̪ə
قدردان	qəd̪ʊɾd̪aːnʊ
قدم	qəd̪əmʊ
قرآن	qʊɾaːn
قرار	qəɾaːɾʊ
قرارجڻ	qəɾaːɾd͡ʒəɳʊ
قربائتو	qʊɾbaːɪt̪oː
قربان	qʊɾəbaːnʊ
قرض	qəɾzʊ
قرضي	qəɾziː
قريب	qəɾiːbʊ
قريباڻو	qəɾiːbaːɳoː
قسط	qɪst̪ə
قسم	qəsəmʊ
قسمت	qɪsmət̪ə
قصو	qɪsoː
قضا	qəzaː
قطار	qət̪aːɾə
قطرو	qət̪ɪɾoː
قلعو	qɪloː
قلعي	qələiː
قلعيگر	qələiːɡəɾʊ
قلم	qələmʊ
قلمدان	qələmd̪aːnʊ
قلندر	qələnd̪əɾʊ
قمري	qəmɪɾiː
قناعت	qɪnaːɪt̪ə
قنديل	qənd̪iːlə
قهر	qəhəɾʊ
قهوو	qəhɪʋoː
قوم	qoːmə
قي	qəɪ
قياسي	qɪaːsiː
قياص	qɪaːsʊ
قيامت	qɪaːmət̪ə
قيد	qɛːd̪ʊ
قيدخانو	qɛːd̪xaːnoː
قيمت	qiːmət̪ə
قيمتي	qiːmət̪iː
قيمو	qiːmoː
قَلَمُ	qələmʊ
لئائتو	liːaːɪt̪oː
لئه	ləɪ
لئو	ləoː
لئي	ləiː
لائق	laːɪqʊ
لائقي	laːɪqiː
لائو	laːoː
لائي	laːiː
لائڻ	laːɪɳʊ
لابارجڻ	laːbaːɾd͡ʒəɳʊ
لابارو	laːbaːɾoː
لات	laːt̪ɪ
لاتر	laːt̪ɪɾʊ
لاتو	laːt̪oː
لار	laːɾə
لارائڻ	laːɾaːɪɳʊ
لارهائڻ	laːɾhaːɪɳʊ
لاري	laːɾiː
لازم	laːzɪmʊ
لازمي	laːzɪmiː
لاس	laːsə
لاسجڻ	laːsd͡ʒəɳʊ
لاسي	laːsiː
لاسڙ	laːsʊɽʊ
لال	laːlə
لالائڻ	laːlaːɪɳʊ
لالانگھر	laːlaːŋɡʰəɾʊ
لالاڻي	laːlaːɳiː
لالن	laːlənʊ
لالچ	laːlət͡ʃɪ
لالچائڻ	laːlt͡ʃaːɪɳʊ
لالڙي	laːlɪɽiː
لام	laːmə
لامارو	laːmaːɾoː
لانبڙ	laːmbəɽʊ
لانچڻ	laːɲt͡ʃəɳʊ
لانڍ	laːɳɖʰə
لانڍي	laːɳɖʰiː
لانڪڙ	laːŋkʊɽʊ
لانگ	laːŋɡə
لانگھو	laːŋɡʰoː
لاهائتو	laːhaːɪt̪oː
لاهه	laːhə
لاهو	laːhoː
لاهوتي	laːhuːt̪iː
لاهور	laːhoːɾʊ
لاهوري	laːhoːɾiː
لاهوڪڙ	laːhuːkəɽʊ
لاهي	laːhiː
لاوهارو	laːʋhaːɾoː
لاوڻ	laːʋəɳʊ
لاٺائي	laːʈʰaːiː
لاٺو	loːʈʰoː
لاٽ	laːʈə
لاٽار	laːʈaːɾə
لاٽارڻ	laːʈaːɾəɳʊ
لاٽمو	laːʈɪmoː
لاٽڻ	laːʈəɳɪ
لاپسي	laːpsiː
لاپو	laːpoː
لاٿ	laːt̪ʰɪ
لاٿو	laːt̪ʰoː
لاڀ	laːbʰʊ
لاڀائتو	laːbʰaːɪt̪oː
لاڀر	laːbʰɪɾʊ
لاڀيخوري	laːbʰxoːɾiː
لاڀيرو	laːbʰeːɾuː
لاڊو	laːɖoː
لاڌ	laːd̪ʰɪ
لاڙ	laːɽə
لاڙائو	laːɽaːuː
لاڙهي	laːɽhiː
لاڙڪي	laːɽɪkiː
لاڙڻ	laːɽəɳʊ
لاڦ	laːpʰə
لاڦر	laːpʰɪɾʊ
لاک	laːkʰə
لاکو	laːkʰoː
لاکي	laːkʰiː
لاکيڻي	laːkʰiːɳiː
لاکڙو	laːkʰɪɽoː
لاڪنا	laːkənaː
لاڪڙي	laːkʊɽiː
لب	ləbə
لباتو	ləbaːt̪oː
لباس	lɪbaːsə
لبر	ləbɪɾʊ
لبي	ləbiː
لبڻ	ləbəɳʊ
لت	lət̪ə
لتاڙي	lət̪aːɽiː
لتر	lət̪ɪɾʊ
لتو	lɪt̪oː
لجاوان	ləd͡ʒaːʋaːnʊ
لجاونتي	ləd͡ʒaːʋənt̪iː
لحاظ	lɪhaːzʊ
لذت	ləzət̪ə
لذتائڻ	ləzət̪aːɪɳʊ
لرلر	ləɾləɾɪ
لس	ləsə
لسائي	lɪsaːiː
لسائڻ	ləsaːɪɳʊ
لسري	lʊsɪɾiː
لسو	ləsoː
لسوڙو	ləsuːɽoː
لسوڙي	ləsuːɽiː
لسي	ləsiː
لسڻ	ləsəɳʊ
لسڻو	ləsɳoː
لشڪر	ləʃkəɾʊ
لعاب	lʊaːbʊ
لعر	lʊəɾʊ
لغام	ləɣaːmʊ
لغت	lʊɣət̪ɪ
لفافو	lɪfaːfoː
لفظ	ləfz
لفظن	ləfzən
لفوٽي	lɪfoːʈiː
لقب	ləqəbʊ
لقمو	lʊqmoː
لل	ləlʊ
للاٽ	lɪlaːʈʊ
للر	lʊlɪɾʊ
للهڙ	ləlhəɽʊ
للو	ləloː
للوپنو	ləloːpənoː
للي	lɪliː
لليجو	ləleːd͡ʒoː
لم	lɪmʊ
لمحو	ləmɦoː
لمو	ləmoː
لمڻ	ləməɳʊ
لن	lənʊ
لنب	ləmbʊ
لنباڻي	lɪmbaːɳiː
لنبو	ləmboː
