# Hebrew (he) pronunciation lexicon — skeleton (unvocalized) <TAB> niqqud (vocalized). A LOOKUP layer for the
# Phase-A wordlist: a Hebrew Wikipedia frequency ranking (hewiki dump, CC-BY-SA — ranking only; the niqqud
# content is Phonikud output validated by ReNikud, both CC-BY — see tools/hebrew/build-lexicon.py).
# neural path: a known skeleton renders via phonemizeWord(niqqud) — i.e. through OUR g2p, so it auto-tracks our
# canonical convention (the glottal rule etc.). OOV words + HOMOGRAPHS fall through to the context tagger.
# Built (tools/hebrew/build-lexicon.py): Phonikud's diacritization of the frequency list, VALIDATED where our
# g2p rendering of it agrees with ReNikud (audio-supervised), with homograph skeletons EXCLUDED (left to the
# tagger's context). Net-positive on BOTH referees — human Nakdimon holdout 86.5→87.8, independent gt.tsv
# 64.8→66.7. Eval-validated; the niqqud is a reading only (rendered through our convention, never PK's IPA).
של	שֶׁל
לויקיפדיה	לְוִיקִיפֶּדְיָה
קרובים	קְרוֹבִים
הדומה	הַדּוֹמֶה
לשוב	לָשׁוּב
הקול	הַקּוֹל
אותיות	אוֹתִיּוֹת
בעיראק	בְּעִירָאק
הנפוץ	הַנָּפוֹץ
הסוציאליסטית	הַסּוֹצְיָאלִיסְטִית
גופו	גּוּפוֹ
קורט	קוֹרְט
מידת	מִידַּת
הפולנית	הַפּוֹלָנִית
המדבר	הַמִּדְבָּר
הנצרות	הַנַּצְרוּת
הגרעין	הַגַּרְעִין
צודק	צוֹדֵק
החברתיות	הַחֶבְרָתִיּוֹת
הקשורות	הַקְּשׁוּרוֹת
אחראית	אַחְרָאִית
ניצול	נִיצּוּל
העורך	הָעוֹרֵך
כנרת	כִּנֶּרֶת
תחומים	תְּחוּמִים
מתגורר	מִתְגּוֹרֵר
נפגע	נִפְגַּע
לשימור	לְשִׁימּוּר
נמצאה	נִמְצְאָה
סוחר	סוֹחֵר
המרחב	הַמֶּרְחָב
אפשרית	אֶפְשָׁרִית
השקעות	הַשְׁקָעוֹת
טלפון	טֵלֵפוֹן
ניתנת	נִיתֶּנֶת
המפגש	הַמִּפְגָּשׁ
התגובה	הַתְּגוּבָה
בשיטה	בַּשִּׁיטָה
נקבר	נִקְבַּר
איבד	אִיבֵּד
לעתיד	לֶעָתִיד
הצורה	הַצּוּרָה
הפרסום	הַפִּרְסוּם
לירות	לִירוֹת
לוקח	לוֹקֵחַ
החוקר	הַחוֹקֵר
אמריקני	אָמֵרִיקָנִי
לבוא	לָבוֹא
פסנתר	פְּסַנְתֵּר
תהליכים	תַּהֲלִיכִים
חלקה	חֶלְקָה
עמדת	עֶמְדַּת
ימיים	יַמִּיִּים
אופניים	אוֹפַנַּיִים
שזכו	שֶׁזָּכוּ
הקוד	הַקּוֹד
ועידת	וְעִידַת
ביידיש	בְּיִידִישׁ
מפיקים	מְפִיקִים
המון	הָמוֹן
דניס	דָּנִיס
מנדל	מַנְדֶל
הניסיון	הַנִּיסָּיוֹן
קלע	קַלַע
ונציה	וֵנֶצְיָה
השבטים	הַשְּׁבָטִים
אסון	אָסוֹן
הסגנון	הַסִּגְנוֹן
התחלה	הַתְחָלָה
הקדומה	הַקְּדוּמָה
והפכה	וְהָפְכָה
ולי	וְלִי
מתמטיקה	מָתֵמָטִיקָה
הנחה	הֲנָּחָה
כתבתי	כָּתַבְתִּי
מערבי	מַעֲרָבִי
ראיון	רֵאָיוֹן
נניח	נַנִּיחַ
מנסים	מְנַסִּים
תערוכה	תַּעֲרוּכָה
עריכת	עֲרִיכַת
סוכן	סוֹכֵן
המתים	הַמֵּתִים
פרשה	פָּרְשָׁה
במועצת	בַּמוֹעֶצֶת
בעיתונות	בָּעִיתּוֹנוּת
בצי	בְּצִי
בסגל	בַּסֵּגֶל
נסגר	נִסְגַּר
הפליטים	הַפְּלִיטִים
דרגת	דַּרְגַת
תוספת	תּוֹסֶפֶת
במאמר	בְּמַאֲמָר
מוכרים	מוֹכְרִים
מדעית	מַדָּעִית
חיובית	חִיּוּבִית
לשחרר	לְשַׁחְרֵר
סמים	סָמִּים
סביבה	סְבִיבָה
למצרים	לְמִצְרַיִם
טיפוס	טִיפּוּס
קבר	קֶבֶר
נפל	נָפַל
סיכום	סִיכּוּם
לין	לִין
המהדורה	הַמַּהֲדוּרָה
חברון	חֶבְרוֹן
בדרכו	בְּדַרְכּוֹ
נמכר	נִמְכַּר
שיצר	שֶׁיָּצַר
ארון	אָרוֹן
מילולית	מִילּוּלִית
טכני	טֶכְנִי
מאזור	מֵאֵזוֹר
האלו	הָאֵלּוּ
הטבח	הַטֶּבַח
מצויים	מְצוּיִים
עשתה	עָשְׂתָה
מקצועיים	מִקְצוֹעִיִּים
אפקט	אֵפֵקְט
מיון	מִיּוּן
הורדה	הוֹרְדָה
מקלט	מִקְלָט
מבצר	מִבְצָר
הנושאים	הַנּוֹשְׂאִים
עשיר	עָשִׁיר
הרגל	הָרֶגֶל
גרמניות	גֶּרְמָנִיּוֹת
ואחת	וְאַחַת
החיצוני	הַחִיצוֹנִי
המבנים	הַמִּבְנִים
ההצלחה	הַהַצְלָחָה
נמנע	נִמְנָע
הדגם	הַדֶּגֶם
חנויות	חֲנוּיוֹת
הדעת	הַדַּעַת
במדיה	בְּמֶדְיָה
שור	שׁוֹר
רקטות	רָקֵטוֹת
ציוני	צִיּוֹנִי
עומדים	עוֹמְדִים
האמנה	הָאֲמָנָה
הפרקים	הַפְּרָקִים
קלים	קַלִּים
הסמוכה	הַסְּמוּכָה
רכבות	רַכָּבוֹת
בזמנו	בִּזְמַנּוֹ
זרה	זָרָה
לנגן	לְנַגֵּן
אזרח	אֶזְרָח
נער	נַעַר
השלושים	הַשְּׁלוֹשִׁים
סיכוי	סִיכּוּי
ראשונים	רִאשׁוֹנִים
פנחס	פִּנְחָס
קום	קוֹם
הצבע	הַצֶּבַע
מתחילים	מַתְחִילִים
רשום	רָשׁוּם
מתקדמים	מִתְקַדְּמִים
חסות	חָסוּת
נערה	נַעֲרָה
זוכות	זוֹכוֹת
בהיר	בָּהִיר
סימנים	סִימָנִים
רמון	רָמוֹן
מקביל	מַקְבִּיל
הבדיקה	הַבְּדִיקָה
בסוג	בְּסּוּג
הסמל	הַסֵּמֶל
אמין	אָמִין
פיזית	פִיזִית
החוצה	הַחוּצָה
תקופות	תְּקוּפוֹת
גרעין	גַּרְעִין
עוברת	עוֹבֶרֶת
בפתח	בַּפֶּתַח
הא	הָא
יואל	יוֹאֵל
מענה	מַעֲנֶה
התופעה	הַתּוֹפָעָה
הספרדים	הַסְּפָרַדִּים
מודע	מוּדָע
ורבים	וְרַבִּים
האזרח	הָאֶזְרָח
מכהן	מְכַהֵן
טיל	טִיל
קונגו	קוֹנְגוֹ
האנטי	הָאַנְטִי
מחזה	מַחֲזֶה
המלון	הַמָּלוֹן
מנזר	מִנְזָר
הכלים	הַכֵּלִים
לתרגם	לְתַרְגֵּם
נצפה	נִצְפֶּה
הקמתה	הֲקָמָתָהּ
הפרת	הָפָרַת
הערביות	הָעֲרְבִיּוֹת
המדעית	הַמַּדָּעִית
הכללים	הַכְּלָלִים
שימושים	שִׁימּוּשִׁים
בינו	בֵּינוֹ
ריד	רִיד
הכלי	הַכְּלִי
החבורה	הַחֲבוּרָה
מוקד	מוֹקֵד
חלוץ	חָלוּץ
עבדים	עֲבָדִים
העיקריות	הָעִיקָּרִיּוֹת
בדרכים	בַּדְּרָכִים
טיסות	טִיסוֹת
שיקול	שִׁיקּוּל
מאמינים	מַאֲמִינִים
נמנו	נִמְנוּ
במפלגה	בַּמִּפְלָגָה
ההגדרה	הַהַגְדָּרָה
פסלים	פְּסָלִים
נפרדת	נִפְרֶדֶת
תיק	תִּיק
הסיבוב	הַסִּיבוּב
ספציפי	סְפֵּצִיפִי
סקסוניה	סֶקְסוֹנְיָה
אלפא	אַלְפָא
הציר	הַצִּיר
בהולנד	בְּהוֹלַנְד
שפעל	שֶׁפָּעַל
מילות	מִילּוֹת
ממספר	מִמִּסְפָּר
השעה	הַשָּׁעָה
להקה	לַהֲקָה
הורים	הוֹרִים
שוטרים	שׁוֹטְרִים
הארכה	הַאֲרָכָה
און	אוֹן
יישום	יִישּׂוּם
האישית	הָאִישִׁית
הירי	הַיֶּרִי
ספרדית	סְפָרַדִּית
הסיבות	הַסִּיבּוֹת
ייעוץ	יִיעוּץ
שנועדו	שֶׁנּוֹעֲדוּ
אלפים	אֲלָפִים
המצעד	הַמִּצְעָד
להגיד	לְהַגִּיד
אולימפית	אוֹלִימְפִּית
באימפריה	בָּאִימְפֶּרְיָה
לשחזר	לְשַׁחְזֵר
רמה	רָמָה
מגע	מַגָּע
מחלוקות	מַחְלוֹקוֹת
נוי	נוֹי
בימינו	בְּיָמֵינוּ
המלחין	הַמַּלְחִין
תומכים	תּוֹמְכִים
המתאים	הַמַּתְאִים
האחריות	הָאַחְרָיוּת
קפריסין	קַפְרִיסִין
הסורי	הַסּוּרִי
הבימה	הַבִּימָה
לגייס	לְגַיֵּיס
ידיים	יָדַיִים
ביניים	בֵּינַיִים
שגריר	שַׁגְרִיר
טירת	טִירַת
מתחילת	מִתְּחִילַּת
השעון	הַשָּׁעוֹן
מחליט	מַחֲלִיט
הפשע	הַפֶּשַׁע
עורר	עוֹרֵר
חמשת	חֲמֵשֶׁת
האישיים	הָאִישִׁיִּים
פיקוח	פִּיקּוּחַ
התחתנה	הִתְחַתְּנָה
מערבה	מַעֲרָבָה
הסיכון	הַסִּיכּוּן
שעשה	שֶׁעָשָׂה
כבשו	כַּבְשׁוּ
מישיגן	מִישִׁיגֶן
תכנן	תִּכְנֵן
שבעת	שִׁבְעַת
אמני	אׇמָּנִי
רם	רָם
שנוצרו	שֶׁנּוֹצְרוּ
דמי	דָּמִי
פסגת	פִּסְגַּת
ההפעלה	הַהַפְעָלָה
איסוף	אִיסּוּף
נתקל	נִתְקַל
מזרחה	מִזְרָחָה
הרופא	הָרוֹפֵא
עיתונים	עִיתּוֹנִים
טבעית	טִבְעִית
הערב	הָעֶרֶב
התערבות	הִתְעָרְבוּת
הארצי	הָאַרְצִי
בתורה	בַּתּוֹרָה
הפנימית	הַפְּנִימִית
האנושות	הָאֱנוֹשׁוּת
נוח	נוֹחַ
עלולים	עֲלוּלִים
המנזר	הַמִּנְזָר
הכלליות	הַכְּלָלִיּוֹת
פרופיל	פְּרוֹפִיל
חתמו	חָתְמוּ
מתנגד	מִתְנַגֵּד
שגוי	שָׁגוּי
אחות	אָחוֹת
חוג	חוּג
מצליחה	מַצְלִיחָה
נמלט	נִמְלַט
דיסקוגרפיה	דִּיסְקוֹגְרַפְיָה
לשתף	לְשַׁתֵּף
החללית	הַחֲלָלִית
מדעיים	מַדָּעִיִּים
פתוחה	פְּתוּחָה
חשמלית	חַשְׁמַלִּית
הקורא	הַקּוֹרֵא
גינאה	גִּינְאָה
הפלסטיני	הַפָלַסְטִינִי
עזבה	עֲזְבָה
להשתלט	לְהִשְׁתַּלֵּט
השחרור	הַשִּׁחְרוּר
השישים	הַשִּׁישִּׁים
וחלקם	וְחֶלְקָם
רגימנט	רֵגִימֵנְט
הזקן	הַזָּקֵן
ניתנה	נִיתְּנָה
אוקספורד	אוֹקְסְפוֹרְד
זכוכית	זְכוּכִית
מגרמניה	מִגֶּרְמַנְיָה
כקצין	כְּקָצִין
כעורך	כְּעוֹרֵך
בהתחלה	בַּהַתְחָלָה
מינויו	מִינּוּיוֹ
המפלגות	הַמִּפְלָגוֹת
במקסיקו	בְּמֶקְסִיקוֹ
להכרה	לְהַכָּרָה
חידוש	חִידּוּשׁ
לקבוצות	לִקְבוּצוֹת
חבורת	חֲבוּרַת
לפרלמנט	לַפַּרְלָמֵנְט
חמורה	חֲמוּרָה
הבנה	הֲבָנָה
המבצר	הַמִּבְצָר
המצוי	הַמָּצוּי
נבה	נָבָה
אימו	אִימּוֹ
האנציקלופדיה	הָאֶנְצִיקְלוֹפֶּדְיָה
קרחון	קַרְחוֹן
הנביא	הַנָּבִיא
נחמן	נַחְמָן
הזרם	הַזֶּרֶם
המשפטית	הַמִּשְׁפָּטִית
אבנים	אֲבָנִים
התחילה	הִתְחִילָה
בכניסה	בַּכְּנִיסָה
הרע	הָרַע
מיכאיל	מִיכָאִיל
האבן	הָאֶבֶן
ייחודית	יִיחוּדִית
ונקבר	וְנִקְבַּר
לעונת	לְעוֹנַת
מנשה	מְנַשֶּׁה
האקדמי	הָאֲקָדֵמִי
בחקר	בְּחֵקֶר
מנגד	מִנֶּגֶד
השרים	הַשָּׂרִים
טכנית	טֶכְנִית
בהתבסס	בְּהִתְבַּסֵּס
משאבים	מַשְׁאַבִּים
ספרדי	סְפָרַדִּי
הפסטיבל	הַפֶסְטִיבָל
ההקלטות	הַהַקְלָטוֹת
מהאלבום	מֵהָאַלְבּוֹם
רפובליקת	רֶפּוּבְּלִיקַת
התשעים	הַתִּשְׁעִים
תקנות	תַּקָּנוֹת
חנן	חָנָן
קודמת	קוֹדֶמֶת
העירונית	הָעִירוֹנִית
קריאת	קְרִיאַת
ואחיו	וְאָחִיו
פנימיים	פְּנִימִיִּים
חלון	חַלּוֹן
אמסטרדם	אַמְסְטֶרְדָּם
נחנך	נֶחְנַךְ
בשונה	בְּשׁוֹנֶה
זוגה	זוּגָהּ
ושר	וְשַׂר
אלקטרוני	אֵלֶקְטְרוֹנִי
מובילה	מוֹבִילָה
הלחץ	הַלַּחַץ
שיקום	שִׁיקּוּם
התיקון	הַתִּיקּוּן
הגירה	הֲגִירָה
שבר	שֶׁבֶר
להפיק	לְהָפִיק
דרש	דָּרַשׁ
ימית	יָמִּית
טבעיים	טִבְעִיִּים
הבת	הַבַּת
סניף	סְנִיף
ליישוב	לַיִּישּׁוּב
שחזור	שִׁחְזוּר
הזוכה	הַזּוֹכֶה
האיסור	הָאִיסּוּר
התחתונה	הַתַּחְתּוֹנָה
הבדלים	הֶבְדֵּלִים
מאידך	מֵאִידָךְ
נרחבים	נִרְחָבִים
שתיים	שְׁתַּיִים
ההולנדי	הַהוֹלַנְדִּי
צבאיות	צְבָאִיּוֹת
במעמד	בְּמַּעֲמָד
שכונות	שְׁכוּנוֹת
נלסון	נֶלְסוֹן
רצוי	רָצוּי
נוספו	נוֹסְפוּ
ריקה	רֵיקָה
סמלים	סְמָלִים
ונבחר	וְנִבְחַר
המוזיקלית	הַמּוּזִיקָלִית
בטורקיה	בְּטוּרְקִיָּה
ניסתה	נִיסְּתָה
ואיש	וְאִישׁ
בתולדותיה	בְּתוֹלְדוֹתֶיהָ
התעלה	הַתְּעָלָה
קרקעות	קַרְקָעוֹת
הילוכים	הִילּוּכִים
השתנה	הִשְׁתַּנָּה
הפרשה	הַפָּרָשָׁה
הליך	הֲלִיך
תפיסת	תְּפִיסַת
מנהג	מִנְהָג
פתוחים	פְּתוּחִים
היישובים	הַיִּישּׁוּבִים
רוד	רוֹד
התפרצות	הִתְפָּרְצוּת
פורום	פוֹרוּם
מזל	מָזָּל
הרפורמה	הָרֵפוֹרְמָה
בתכנון	בְּתִכְנוּן
השלושה	הַשְּׁלוֹשָׁה
אפגניסטן	אַפְגָּנִיסְטָן
מסביר	מַסְבִּיר
הפעלה	הַפְעָלָה
מצביע	מַצְבִּיעַ
וק	וְק
רז	רָז
מפיצה	מְפִיצָה
הבר	הַבַּר
אובמה	אוֹבָּמָה
הפצה	הֲפָצָה
תצפית	תַּצְפִּית
עבודתה	עֲבוֹדָתָהּ
מחצית	מַחֲצִית
הסיוע	הַסִּיּוּעַ
מוטי	מוֹטִי
היער	הַיַּעַר
האחראי	הָאַחְרַאי
שליחות	שְׁלִיחוּת
מעצב	מְעַצֵּב
פחמן	פַּחְמָן
מובילים	מוֹבִילִים
החמישים	הַחֲמִישִּׁים
נכחילה	נַכְחִילָה
מיום	מִיּוֹם
מתנדבים	מִתְנַדְּבִים
המפה	הַמַּפָּה
פיט	פִּיט
קיומה	קִיּוּמָה
הגבוהים	הַגְּבוֹהִים
אטלנטה	אַטְלַנְטָה
המצטיין	הַמִּצְטַיֵּין
שביצע	שֶׁבִּיצֵּעַ
האחת	הָאַחַת
המדיה	הַמֵּדְיָה
ארמניה	אַרְמֶנְיָה
שנעשו	שֶׁנַּעֲשׂוּ
ציטוט	צִיטּוּט
תפקידי	תַּפְקִידִי
אבנר	אַבְנֵר
הקטגוריה	הַקָּטֵגוֹרְיָה
באסיה	בְּאַסְיָה
קליפים	קְלִיפִּים
עבריים	עִבְרִיִּים
רשאי	רַשַּׁאי
השטחים	הַשְּׁטָחִים
ריקוד	רִיקּוּד
זמין	זָמִין
בלארוס	בְּלָארוּס
תפיסה	תְּפִיסָה
בשום	בְּשׁוּם
הונג	הוֹנְג
הכתב	הַכַּתָּב
אנושי	אֱנוֹשִׁי
בינוני	בֵּינוֹנִי
מספרת	מְסַפֶּרֶת
הנחל	הַנַּחַל
הנמצאים	הַנִּמְצָאִים
תרבותי	תַּרְבּוּתִי
אישרה	אִישְּׁרָה
הקיסרי	הַקֵּיסָרִי
שכתבתי	שֶׁכָּתַבְתִּי
העיתונאי	הָעִיתּוֹנַאי
ההמשך	הַהֶמְשֵׁךְ
אדריכל	אַדְרִיכָל
המפתח	הַמַּפְתֵּחַ
אמורים	אֲמוּרִים
הרצוג	הֶרְצוֹג
ניצל	נִיצֶל
הצדק	הַצֶּדֶק
תיבת	תֵּיבַת
בעונתו	בְּעוֹנָתוֹ
חרדים	חֲרֵדִים
בחרו	בַּחֲרוּ
המסדר	הַמִּסְדָּר
סוסים	סוּסִים
שנודע	שֶׁנּוֹדַע
פנטזיה	פַנְטַזְיָה
העונות	הָעוֹנוֹת
קביעת	קְבִיעַת
אנושית	אֱנוֹשִׁית
צר	צַר
הקולות	הַקּוֹלוֹת
שלילי	שְׁלִילִי
קלינטון	קְלִינְטוֹן
פיזיקה	פִיזִיקָה
והשתתף	וְהִשְׁתַּתֵּף
ניוטון	נְיוּטוֹן
עשרת	עֲשֶׂרֶת
אויב	אוֹיֵב
לשיתוף	לְשִׁיתּוּף
שעברה	שֶׁעָבְרָה
מצליחים	מַצְלִיחִים
כביכול	כִּבְיָכוֹל
סגנית	סְגָנִית
הרחבת	הַרְחָבַת
צריכת	צְרִיכַת
עבירות	עֲבֵירוֹת
בשכונה	בַּשְּׁכוּנָה
להוריד	לְהוֹרִיד
והחלה	וְהֵחֵלָּה
למפלגה	לַמִּפְלָגָה
הישג	הֶישֵּׂג
להקל	לְהָקֵל
זמורה	זְמוֹרָה
בטור	בְּטוּר
נובעת	נוֹבַעַת
הסדירה	הַסְּדִירָה
בייצור	בְּיִיצּוּר
התקפות	הַתְקָפוֹת
החוזה	הַחוֹזֶה
במכללת	בְּמִכְלֶלֶת
היינו	הָיִינוּ
תשתיות	תַּשְׁתִּיּוֹת
הרוזן	הָרוֹזֵן
הקליטה	הַקְּלִיטָה
השגרירות	הַשַּׁגְרִירוּת
וטען	וְטָעַן
ואכן	וְאָכֵן
בנאי	בַּנַאי
הטירה	הַטִּירָה
הצמד	הַצֶּמֶד
התרופה	הַתְּרוּפָה
לסדרת	לְסִדְרַת
האנימציה	הָאָנִימַצְיָה
סרטו	סִרְטוֹ
שלג	שֶׁלֶג
השמינית	הַשְּׁמִינִית
נרשם	נִרְשַׁם
היפנים	הַיַּפָּנִים
שלושים	שְׁלוֹשִׁים
בולטות	בּוֹלְטוֹת
הלן	הַלָּן
העובד	הָעוֹבֵד
הסופית	הַסּוֹפִית
העוסקת	הָעוֹסֶקֶת
לוקאס	לוֹקָאס
ההורים	הַהוֹרִים
פליקס	פְלִיקְס
לומדים	לוֹמְדִים
עוף	עוֹף
בארמון	בָּאַרְמוֹן
בפקולטה	בַּפָקוּלְטָה
שהערך	שֶׁהָעֵרֶךְ
חתמה	חֲתְמָה
נורה	נוֹרָה
סגור	סָגוּר
הפגיעה	הַפְּגִיעָה
אפר	אֵפֶר
מדברים	מְדַבְּרִים
היסטוריון	הִיסְטוֹרְיוֹן
משלוש	מִשָּׁלוֹשׁ
דורית	דּוֹרִית
מבחר	מִבְחָר
קשיים	קְשָׁיִים
קפיצה	קְפִיצָה
חדרה	חֲדֵרָה
נהרס	נֶהֶרַס
שבארצות	שֶׁבָּאֲרָצוֹת
שבצפון	שֶׁבַּצָּפוֹן
הבוט	הַבּוֹט
הרחוק	הָרָחוֹק
לנוע	לָנוּעַ
שהפכה	שֶׁהָפְכָה
מצור	מָצוֹר
העבודות	הָעֲבוֹדוֹת
לחזק	לְחַזֵּק
עציון	עֶצְיוֹן
אספקה	אַסְפָּקָה
לאנגליה	לְאַנְגְּלִיָּה
הבנות	הַבָּנוֹת
המערך	הַמַּעֲרָךְ
קיצוני	קִיצוֹנִי
התחתית	הַתַּחְתִּית
חסן	חָסַן
חזרתי	חָזַרְתִּי
נמסר	נִמְסַר
הימית	הַיַּמִּית
מחסור	מַחְסוֹר
הענק	הָעֲנָק
