# Danish pronunciation lexicon — word<TAB>IPA. From the NST Danish lexicon (Nasjonalbiblioteket /
# Sprakbanken, sbr-26), CC0 / public domain, ∩ the top-50k OpenSubtitles da frequency list (hermitdave
# FrequencyWords, CC BY-SA). Narrow convention: r-vocalisation ɐ, stop lenition, soft-d ð, length ː,
# stød ˀ. Shortest NST variant. Built by tools/danish/build_da_nst.py. The BiLSTM/rule handle OOV.
jeg	ˈjɑj
kysset	ˈkøsəð
hér	ˈheɐˀ
branchen	ˈbʁɑŋʃən
handlen	ˈhanˀlən
vera	ˈveːˌʁɑ
klipper	ˈklebɐ
ekskone	ˈɛɡsˌkoːnə
distrikt	diˈsdʁeɡd
tilbragte	ˈtelˌbʁɑɡdə
nøjagtigt	nɐˈjɑɡdid
skyggen	ˈsɡyɡən
stat	ˈsdaːˀd
long	ˈlɔŋ
overraskede	ˈɐwɐˌʁɑsɡəðə
silas	ˈsiːlas
anbefale	ˈanbeˌfaːˀlə
tegner	ˈtɑjˀnɐ
udelukket	ˈuːðəˌlɔɡəð
sy	ˈsyːˀ
ironisk	iˈʁoːˀnisɡ
mads	ˈmas
sørgeligt	ˈsœɐwəˌlid
hersker	ˈhɛɐsɡɐ
snige	ˈsniːə
aftrækkeren	ˈɑwˌtʁɛɡɐɐn
blad	ˈblað
eje	ˈɑjə
indrøm	ˈenˌʁɐmˀ
tyggegummi	ˈtyɡəˌɡɔmi
servere	ˈsœːvɐɐ
tilkalde	ˈtelˌkalˀə
varetægt	ˈvɑːɐˌtɛɡd
bekymringer	beˈkømˀˌʁeŋˀɐ
låner	ˈlɔːˀnɐ
interesserede	entʁɛˈseːˀɐðə
iført	ˈiˌføɐˀd
forsker	ˈfɒːsɡɐ
optræde	ˈɐbˌtʁeðˀə
politiets	poliˈtiːˀəðs
roder	ˈʁoːðɐ
hovedkvarter	ˈhoːəðkvɑˌteɐˀ
mærk	ˈmɛɐˀɡ
tester	ˈtɛsdɐ
brødrene	ˈbʁøðʁɐnə
chaufføren	ʃoˈføːˀɐn
gennemføre	ˈɡɛnəmˌføːˀɐ
søgt	ˈsøɡd
stiv	ˈsdiwˀ
kompliment	kɐmbliˈmɑŋ
stund	ˈsdɔnˀ
mær	ˈmɛɐˀ
kvit	ˈkvid
natalie	naˈtaːˀljə
bøf	ˈbøf
stenen	ˈsdeːˀnən
forrest	ˈfɒːˀɐsd
fyld	ˈfylˀ
voldtægt	ˈvɐlˌtɛɡd
pragtfuldt	ˈpʁɑɡdˌfulˀd
velgørenhed	vɛlˈɡœːˀɐnˌheðˀ
udgør	ˈuðˌɡœɐˀ
narret	ˈnɑːɐð
jern	ˈjɛɐˀn
dygtige	ˈdøɡˌdiːˀə
bygninger	ˈbyˌɡneŋˀɐ
kuglerne	ˈkuːlɐnə
belønning	beˈlœnˀeŋ
forhindrer	fɒˈhenˀdʁɐ
bjerge	ˈbjɛɐwə
clarke	ˈklɑːɡ
edgar	ˈɛdɡɑ
æske	ˈɛsɡə
forenede	fɒˈeːˀnəðə
kæresten	ˈkɛːɐsdən
gled	ˈɡleðˀ
spænd	ˈsbɛnˀ
plade	ˈplaːðə
problemerne	pʁoˈbleːˀmɐnə
kællinger	ˈkɛˌleŋˀɐ
synet	ˈsyːnəð
aftenens	ˈɑfdənəns
latterlig	ˈladɐli
knalder	ˈknalɐ
sø	ˈsøːˀ
glo	ˈɡloːˀ
kødet	ˈkøðˀəð
opgiver	ˈɐbˌɡiɐˀ
tving	ˈtveŋˀ
slikke	ˈsleɡə
lovende	ˈlɔːvənə
reagere	ʁeaˈɡeːˀɐ
sænke	ˈsɛŋɡə
halvvejs	ˈhalˌvɑjˀs
wally	ˈwɐli
pladsen	ˈplasən
hensigt	ˈhɛnˌseɡd
undtagelse	ˈɔnˌtaːˀəlsə
føj	ˈfɐjˀ
henrik	ˈhɛnˀʁeɡ
bedrager	beˈdʁɑwˀɐ
konkurrencen	kɐŋɡuˈʁɑŋsən
alternativ	alˈtɛɐnaˌtiwˀ
overvejede	ˈɐwɐˌvɑjˀəðə
standard	ˈsdanˌdɑːˀd
ubehageligt	ubeˈhaːˀəlid
samtlige	ˈsɑmdˌliːˀə
fornuftig	fɒˈnɔfdi
bestemte	beˈsdɛmˀdə
modstander	ˈmoðˌsdanˀɐ
hulen	ˈhuːlən
slagsmål	ˈslɑwsˌmɔːˀl
byttet	ˈbydəð
potentiale	potɛnˈʃaːlə
tilbuddet	ˈtelˌbuðˀəð
fjæs	ˈfjɛːˀs
flod	ˈfloðˀ
optage	ˈɐbˌtaːˀ
stella	ˈsdɛla
orker	ˈɒːɡɐ
collins	ˈkɐlens
sjælden	ˈʃɛlən
tunnel	ˈtɔnˀəl
sutter	ˈsudɐ
processen	pʁoˈsɛsən
fornemmer	fɒˈnɛmˀɐ
skredet	ˈsɡʁeːðəð
dur	ˈduɐˀ
svimmel	ˈsvemˀəl
snupper	ˈsnɔbɐ
standser	ˈsdansɐ
advokaten	aðvoˈkaːˀdən
museum	muˈsɛːɔm
chokeret	ʃoˈkeːˀɐð
slanger	ˈslɑŋɐ
øret	ˈøːɐð
moore	ˈmɒː
israel	ˈisˌʁɑːˀl
omgivet	ˈɐmˌɡiːˀəð
last	ˈlasd
philadelphia	filaˈdɛlˀfja
world	ˈwœːld
typer	ˈtyːbɐ
perry	ˈpɛɐi
ligemeget	ˈliːəˌmɑeð
bevidst	beˈvesd
klemme	ˈklɛmə
flyv	ˈflywˀ
internationale	ˈentɐnaʃoˌnaːˀlə
træffer	ˈtʁɛfɐ
råb	ˈʁɔːˀb
forfædre	ˈfɒːˌfɛðʁɐ
binder	ˈbenˀɐ
udmattet	ˈuðˌmadəð
lesbisk	ˈlɛsbisɡ
chips	ˈtjibs
forholdet	ˈfɒːˌhɐlˀəð
modige	ˈmoːðˌiːˀə
kærlig	ˈkɛɐli
overvåge	ˈɐwɐˌvɔwˀə
isaac	ˈiːˌsɑɡ
uld	ˈulˀ
afslutter	ˈɑwˌsludɐ
karakterer	kɑɑɡˈteːˀɐ
årsager	ˈɒːˌsaːˀɐ
emnet	ˈɛmnəð
trafikken	tʁɑˈfiɡən
nødder	ˈnøðˀɐ
halvanden	haˈlanən
klinikken	kliˈniɡən
gentag	ˈɡɛnˌtaːˀ
flasker	ˈflasɡɐ
burger	ˈbœːɡɐ
selskabet	ˈsɛlˌsɡaːˀbəð
fornuftigt	fɒˈnɔfdid
motorvejen	ˈmoːtɒˌvɑjˀən
spejl	ˈsbɑjˀl
forretningsmand	fɒˈʁɛdneŋsˌmanˀ
kommentarer	kɔmənˈtɑːˀɐ
åndssvagt	ˈɐnˀsˌsvaːˀd
ulovlig	uˈlɐwˀli
adrian	ˈaːˀdʁian
bakker	ˈbɑɡɐ
barnepige	ˈbɑːnəˌpiːə
match	ˈmadʃ
leveret	leˈveːˀɐð
anbefaler	ˈanbeˌfaːˀlɐ
kommunikere	komuniˈkeːˀɐ
forfremmet	fɒˈfʁɛmˀəð
kælder	ˈkɛlɐ
anspændt	ˈanˌsbɛnˀd
forrige	ˈfɒːˌʁiːˀə
dags	ˈdaːˀs
rode	ˈʁoːðə
behageligt	beˈhaːˀəlid
do	ˈdoːˀ
amelia	aˈmeːˀlja
firmaer	ˈfiɐˌmaːˀɐ
ankomst	ˈanˌkɐmˀsd
badet	ˈbaːðˀəð
cola	ˈkoːla
klippet	ˈklebəð
arnold	ˈɑːˌnɐlˀ
nederlag	ˈneːðɐˌlaːˀ
sutte	ˈsudə
lena	ˈleːna
evnen	ˈɛwnən
tiltrukket	ˈtelˌtʁɔɡəð
rattet	ˈʁɑdəð
søs	ˈsøs
hash	ˈhaʃ
overført	ˈɐwɐføɐˀd
gram	ˈɡʁɑmˀ
brændende	ˈbʁɛnənə
skoler	ˈsɡoːlɐ
glimt	ˈɡlemˀd
eksplodere	ɛɡsbloˈdeːˀɐ
ophidset	ˈɐbˌhisəð
zoom	ˈsuːˀm
skjold	ˈsɡjɐlˀ
færre	ˈfɛːɐ
ledelsen	ˈleːðəlsən
letter	ˈlɛdɐ
haj	ˈhɑjˀ
fornærme	fɒˈnɛɐˀmə
kidnapning	ˈkiðˌnɑbneŋ
dixon	ˈdeɡsen
juleaften	ˈjuːləˌɑfdən
enke	ˈɛŋɡə
nytår	ˈnyːˌdɒːˀ
søreme	ˈsœːɐmə
accepteret	ɑɡsɛbˈteːˀɐð
snor	ˈsnoɐˀ
grimm	ˈɡʁemˀ
råde	ˈʁɔːðə
clara	ˈklɑːɑ
nævn	ˈnɛwˀn
bælte	ˈbɛldə
anmodning	ˈanˌmoðˀneŋ
føreren	ˈføːɐɐn
parfume	pɑˈfyːmə
pragtfuld	ˈpʁɑɡdˌfulˀ
rudy	ˈʁudi
gudfader	ɡuðˈfaːðɐ
øver	ˈøːvɐ
kr	ˈkʁoːnɐ
bagage	baˈɡaːʃə
ribben	ˈʁiˌbeːˀn
velbekomme	ˈvɛlbəˌkɐmˀə
calvin	ˈkalvin
skåle	ˈsɡɔːlə
tjenester	ˈtjɛːnəsdɐ
begivenhed	beˈɡiːˀvənˌheðˀ
jagtede	ˈjɑɡdəðə
optog	ˈɐbˌtoːˀ
åbenlyst	ˈɔːbənˌlyːˀsd
hurtigste	ˈhuɐdisdə
usædvanlig	usɛðˈvaːˀnli
sharon	ˈʃaʁɐn
delene	ˈdelənə
styrken	ˈsdyɐɡən
fodre	ˈfoðʁɐ
lavere	ˈlaːvɐɐ
satse	ˈsadsə
gæsterne	ˈɡɛsdɐnə
summer	ˈsɔmɐ
rex	ˈʁɛɡs
udgang	ˈuðˌɡɑŋˀ
telt	ˈtɛlˀd
baglæns	ˈbɑwˌlɛnˀs
fiona	fiˈoːna
klø	ˈkløːˀ
angst	ˈaŋˀsd
ydmyge	ˈyðˌmyːˀə
tilpas	teˈpas
forgiftet	fɒˈɡifdəð
absurd	ɑbˈsuɐˀd
lufthavn	ˈlɔfdˌhɑwˀn
underskrift	ˈɔnɐˌsɡʁefd
afventer	ˈɑwˌvɛnˀdɐ
overset	ˈɐwɐˌseːˀd
ødelæg	ˈøːðəˌlɛɡ
insekter	enˈsɛɡdɐ
univers	uniˈvɛɐs
elvis	ˈɛlvis
agter	ˈɑɡdɐ
mesteren	ˈmɛsdɐɐn
konsekvenserne	kɐnsəˈkvɛnˀsɐnə
sprængt	ˈsbʁɛŋˀd
superman	ˈsuːˀbɐˌmanˀ
hjelm	ˈjɛlˀm
veninder	vɛˈnenɐ
stevie	ˈsdiːvi
testet	ˈtɛsdəð
y	ˈyːˀ
langsommere	ˈlɑŋˌsɐmˀɐɐ
undslippe	ˈɔnˌslebə
muskler	ˈmusɡlɐ
triste	ˈtʁisdə
køen	ˈkøːˀən
halskæde	ˈhalsˌkɛːðə
fuldstændigt	ˈfulˌsdɛnˀdid
udgave	ˈuðˌɡaːvə
eksploderede	ɛɡsbloˈdeːˀɐðə
hedde	ˈheðə
rådighed	ˈʁɔːðiˌheðˀ
lysene	ˈlyːˀsənə
ilde	ˈilə
japansk	jaˈpaːˀnsɡ
lillesøster	ˈliləˌsøsdɐ
tærte	ˈtɛɐdə
detroit	diˈtʁɐjd
knyttet	ˈknydəð
udlandet	ˈuðˌlanˀəð
fortroligt	fɒˈtʁoːˀlid
besætning	beˈsɛdneŋ
plader	ˈplaːðɐ
originale	ɒiɡiˈnaːˀlə
jeffrey	ˈdjɛfʁi
jagte	ˈjɑɡdə
vanvittige	ˈvanˌviˌdiːˀə
ejede	ˈɑjəðə
daphne	ˈdɑfne
passagerer	pasaˈʃeːˀɐ
lo	ˈloːˀ
arrestere	ɑɐˈsdeːˀɐ
fejlede	ˈfɑjləðə
elleve	ˈɛlvə
fisker	ˈfesɡɐ
erklærer	ɛɐˈklɛːˀɐ
vennerne	ˈvɛnɐnə
frække	ˈfʁɛɡə
opringning	ˈɐbˌʁeŋˀneŋ
månedsvis	ˈmɔːnəðˌsviːˀs
sild	ˈsilˀ
alec	ˈaleɡ
bestod	beˈsdoðˀ
logisk	ˈloːˀɡisɡ
adskilt	ˈaðˌsɡelˀd
forestillingen	ˈfɒːɐˌsdelˀˌeŋˀən
udvikler	ˈuðˌveɡlɐ
poker	ˈpoːˀɡɐ
svagt	ˈsvaːˀd
sparkede	ˈsbɑːɡəðə
skurk	ˈsɡuɐɡ
research	ʁiˈsœːdʃ
abraham	ˈaːbʁɑˌhɑm
besiddelse	beˈsiðˀəlsə
elendigt	eˈlɛnˀdid
episode	epiˈsoːðə
jasper	ˈjasbɐ
hiver	ˈhiːˀvɐ
potter	ˈpɐdɐ
skarp	ˈsɡɑːb
afsked	ˈɑwˌsɡeðˀ
lidenskab	ˈliðənˌsɡaːˀb
tilfældet	ˈtelˌfɛlˀəð
agt	ˈɑɡd
bøsser	ˈbøsɐ
testamente	tɛsdaˈmɛndə
følges	ˈføljəs
vasken	ˈvasɡən
indgå	ˈenˌɡɔːˀ
grov	ˈɡʁɐwˀ
drukner	ˈdʁɔɡnɐ
opnået	ˈɐbˌnɔːˀəð
sult	ˈsulˀd
kunderne	ˈkɔnɐnə
menneskene	ˈmɛnəsɡənə
romeo	ˈʁoːˀməo
former	ˈfɒːmɐ
våde	ˈvɔːðə
sporede	ˈsboːɐðə
danmark	ˈdanmɑɡ
pisser	ˈpesɐ
watson	ˈwɐdˌsɐn
uddannet	ˈuðˌdanˀəð
mikrofon	miɡʁoˈfoːˀn
generationer	ɡenəʁɑˈʃoːˀnɐ
cuba	ˈkuːba
bokser	ˈbɐɡsɐ
allergisk	aˈlɛɐˀɡisɡ
seksuelle	sɛɡsuˈɛlˀə
pludseligt	ˈplusəlid
studerer	sduˈdeːˀɐ
prinsessen	pʁenˈsɛsən
titel	ˈtidəl
senatet	seˈnaːˀdəð
effekt	eˈfɛɡd
garanterer	ɡɑɑnˈteːˀɐ
væddemål	ˈvɛðəˌmɔːˀl
maleriet	maːləˈʁiːˀəð
gerningssted	ˈɡɛɐneŋsˌsdɛð
betingelser	beˈteŋˀəlsɐ
officerer	ɐfiˈseːˀɐ
evans	ˈeːvans
foråret	ˈfɒːˌɒːˀəð
pressede	ˈpʁɛsəðə
helena	heˈleːna
omsider	ɐmˈsiːðɐ
ophold	ˈɐbˌhɐlˀ
fe	ˈfeːˀ
bollede	ˈbɐləðə
jakken	ˈjɑɡən
bade	ˈbaːðə
pentagon	pɛntaˈɡoːˀn
babysitter	ˈbɛjbiˌsidɐ
tess	ˈtɛs
scorer	ˈsɡoːɐ
offentligheden	ˈɐfendliˌheðˀən
willy	ˈvili
åd	ˈɔːˀð
omstændighederne	ɐmˈsdɛnˀdiˌheðˀɐnə
evige	ˈeːˌviːˀə
begejstret	beˈɡɑjˀsdʁɐð
beskyt	beˈsɡød
lilla	ˈlela
bella	ˈbɛla
kampagne	kɑmˈpanjə
royal	ʁɐˈjaːˀl
noter	ˈnoːdɐ
juan	ʃuˈɑŋ
sæd	ˈsɛðˀ
ulve	ˈulvə
baltimore	ˈbɒːltiˌmɒː
revolution	ʁevoluˈʃoːˀn
hughes	ˈhjuːs
voldtog	ˈvɐlˌtoːˀ
eugene	ˈjuːˌdjiːn
brun	ˈbʁuːˀn
smæk	ˈsmɛɡ
hinandens	hiˈnanəns
garantere	ɡɑɑnˈteːˀɐ
fungerede	fɔŋˈɡeːˀɐðə
officielle	ɐfiˈʃɛlˀə
stram	ˈsdʁɑmˀ
timevis	ˈtiːməˌviːˀs
bonus	ˈboːnus
celler	ˈsɛlɐ
vits	ˈvids
spildte	ˈsbilˀdə
tidspunktet	ˈtiðsˌpɔŋˀdəð
pikken	ˈpeɡən
kartofler	kɑˈtɐflɐ
ynkelig	ˈøŋɡəli
gut	ˈɡud
ligeud	ˈliːəˌuðˀ
betragter	beˈtʁɑɡdɐ
nyeste	ˈnyːəsdə
barsk	ˈbɑːsɡ
værdifuld	vɛɐˈdiˌfulˀ
fornemmelsen	fɒˈnɛmˀəlsən
hassan	ˈhasan
lykken	ˈløɡən
luther	ˈludɐ
pligter	ˈpleɡdɐ
wall	ˈwɒːl
afviste	ˈɑwˌviːˀsdə
sygdommen	ˈsyːˌdɐmˀən
eksistens	ɛɡsiˈsdɛnˀs
bh	ˈbeːˀˌhɔːˀ
opad	ˈɐbˌað
besøgende	beˈsøːˀənə
populære	pobuˈlɛːˀɐ
sigter	ˈseɡdɐ
indimellem	ˈenˀiˌmɛlˀəm
stjålne	ˈsdjɔːlnə
lejer	ˈlɑjɐ
tegnet	ˈtɑjˀnəð
klip	ˈkleb
sengetid	ˈsɛŋəˌtiðˀ
digt	ˈdeɡd
enkel	ˈɛŋˀɡəl
amerikas	aˈmeɐˀikas
global	ɡloˈbaːˀl
skygger	ˈsɡyɡɐ
zombie	ˈsɐmbi
sejren	ˈsɑjˀʁɐn
latterlige	ˈladɐˌliːˀə
gotham	ˈɡɐtam
lektion	lɛɡˈʃoːˀn
konger	ˈkɐŋɐ
fornemme	ˈfɒːnɛmˀə
ezra	ˈɛsʁɑ
pr	ˈpeːˀˌɛɐ
forvirrende	fɒˈviːˀɐnə
lidelser	ˈliːðəlsɐ
elektrisk	eˈlɛɡtʁisɡ
opført	ˈɐbˌføɐˀd
sygdomme	ˈsyːˌdɐmə
cross	ˈkʁɐs
styrter	ˈsdyɐdɐ
strand	ˈsdʁɑnˀ
kællingen	ˈkɛˌleŋˀən
si	ˈsiːˀ
opfundet	ˈɐbˌfɔnˀəð
smagt	ˈsmɑɡd
stoppes	ˈsdɐbəs
indånding	ˈenˌɐnˀeŋ
tillad	ˈteˌlaðˀ
minen	ˈmiːnən
amber	ˈaːmbɐ
marihuana	mɑihuˈana
melanie	ˈmɛlani
stue	ˈsduːə
foretaget	ˈfɒːɐˌtaːˀəð
jordskælv	ˈjoɐˀˌsɡɛlˀ
skynder	ˈsɡønɐ
mappe	ˈmɑbə
underrettet	ˈɔnɐˌʁɛdəð
arizona	ɑiˈsoːna
garanti	ɡɑɑnˈtiːˀ
møbler	ˈmøːˀblɐ
tændte	ˈtɛnˀdə
stemte	ˈsdɛmˀdə
forfulgt	fɒˈfulˀd
forvandle	fɒˈvanˀlə
gravede	ˈɡʁɑːvəðə
stamme	ˈsdɑmə
ungen	ˈɔŋən
bush	ˈbuʃ
trives	ˈtʁiːvəs
bagsiden	ˈbɑwˌsiːðən
christina	kʁeˈsdiːna
ærede	ˈɛːɐðə
instinkt	enˈsdeŋˀd
mægtig	ˈmɛɡdi
nikki	ˈniki
druknede	ˈdʁɔɡnəðə
modsat	ˈmoðˌsad
tasker	ˈtasɡɐ
elegant	eləˈɡanˀd
daniels	ˈdaːˀnjels
joan	ˈjoːan
trapperne	ˈtʁɑbɐnə
kritisk	ˈkʁidisɡ
spænding	ˈsbɛneŋ
produkt	pʁoˈdɔɡd
besvimede	beˈsviːˀməðə
diskussion	disɡuˈʃoːˀn
jessie	ˈdjɛsi
positivt	ˈpoːsiˌtiwˀd
put	ˈpud
bryllupsdag	ˈbʁølɐbsˌdaːˀ
knaldet	ˈknalˀəð
akavet	ˈaˌkaːˀvəð
medfølelse	ˈmɛðˌføːˀləlsə
fjer	ˈfjeɐˀ
tequila	teˈkiːla
løsningen	ˈløːˌsneŋˀən
viktor	ˈviɡtɒ
khan	ˈkaːˀn
jensen	ˈjɛnsən
husleje	ˈhuːsˌlɑjə
fn	ˈɛfˌɛn
omar	oˈmɑː
aha	ɑˈhɑː
nationale	naʃoˈnaːˀlə
indhente	ˈenˌhɛnˀdə
lenny	ˈlɛni
gerning	ˈɡɛɐneŋ
begivenheder	beˈɡiːˀvənˌheðˀɐ
terapeut	teɑˈpœwˀd
husets	ˈhuːˀsəðs
happy	ˈhabi
hobby	ˈhɐbi
eren	ˈeːɐn
skatten	ˈsɡadən
informeret	enfɒˈmeːˀɐð
fikse	ˈfeɡsə
mercedes	mɛɐˈseːðəs
underbukser	ˈɔnɐˌbɔɡsɐ
resterne	ˈʁɛsdɐnə
donovan	ˈdɐnoˌvan
gene	ˈʃeːnə
sædvanlig	sɛðˈvaːˀnli
sneen	ˈsneːˀən
sveder	ˈsveːðɐ
svarene	ˈsvɑːˀɐnə
sårbar	ˈsɒːˌbɑːˀ
nedad	ˈneðˀˌað
mirakler	miˈʁɑɡlɐ
håndterer	hɐnˈteːˀɐ
vinen	ˈviːˀnən
knoglerne	ˈknɐwlɐnə
kidnappede	ˈkiðnɑbəðə
linjer	ˈlinjɐ
bod	ˈboðˀ
trænede	ˈtʁeːnəðə
tilkalder	ˈtelˌkalˀɐ
klik	ˈkleɡ
kineserne	kiˈneːˀsɐnə
serverer	ˈsɛɐˌveːˀɐ
dramatisk	dʁɑˈmaːˀdisɡ
aria	ˈɑːˀja
ændres	ˈɛndʁɐs
day	ˈdɛːj
kostume	koˈsdyːmə
journalister	ʃoɐnaˈlisdɐ
kraftig	ˈkʁɑfdi
passere	paˈseːˀɐ
mængde	ˈmɛŋˀdə
formålet	ˈfɒːˌmɔːˀləð
hovedkvarteret	ˈhoːəðkvɑˌteːˀɐð
trafik	tʁɑˈfiɡ
hore	ˈhoːɐ
miranda	miˈʁɑnda
lunger	ˈlɔŋɐ
perspektiv	pɛɐsbɛɡˈtiwˀ
brenda	ˈbʁenda
stødte	ˈsdødə
anton	ˈantɐn
tier	ˈtiːˀɐ
vedkommende	ˈveðˌkɐmˀənə
sejre	ˈsɑjʁɐ
japanske	jaˈpaːˀnsɡə
moralsk	moˈʁɑːˀlsɡ
nuvel	nuˈvɛl
vision	viˈʃoːˀn
smuttet	ˈsmudəð
undervejs	ɔnɐˈvɑjˀs
selvtillid	ˈsɛlteˌliðˀ
børnebørn	ˈbœɐnəˌbœɐˀn
aktiver	ˈɑɡˌtiːˀvɐ
moral	moˈʁɑːˀl
sparer	ˈsbɑːɐ
vedrørende	ˈveðˌʁœːˀɐnə
militære	miliˈtɛːˀɐ
fods	ˈfoðˀs
foretog	ˈfɒːɐˌtoːˀ
økonomiske	økoˈnoːˀmisɡə
agnes	ˈɑwnəs
umulige	uˈmuːˀˌliːˀə
aftalte	ˈɑwˌtaːˀldə
julemand	ˈjuːləˌmanˀ
manerer	maˈneːˀɐ
optagelser	ˈɐbˌtaːˀəlsɐ
humøret	huˈmøːˀɐð
retter	ˈʁɛdɐ
naturlig	naˈtuɐˀli
modigt	ˈmoːðid
varerne	ˈvɑːɐnə
øg	ˈøːˀ
ellis	ˈɛlis
mindede	ˈmenəðə
tegninger	ˈtɑjˌneŋˀɐ
mysterium	myˈsdeɐˀjɔm
drama	ˈdʁɑːma
sødeste	ˈsøːðəsdə
media	ˈmeːˀdja
fabrik	faˈbʁeɡ
lejet	ˈlɑjəð
kufferten	ˈkɔfɐdən
århundreder	ɒːˈhunʁɐðɐ
sprøjte	ˈsbʁɐjdə
detalje	deˈtaljə
mafiaen	ˈmɑˌfjaːˀən
kostet	ˈkɐsdəð
connie	ˈkɐni
sårer	ˈsɒːɐ
ulovlige	uˈlɐwˀˌliːˀə
helbrede	ˈhɛlˌbʁeðˀə
blanding	ˈblaneŋ
overtog	ˈɐwɐˌtoːˀ
sagerne	ˈsaːɐnə
fødslen	ˈføslən
cirkel	ˈsiɐɡəl
ændring	ˈɛndʁeŋ
denise	deˈniːs
dosis	ˈdoːsis
antonio	ˈanˌtoːˀnjo
udbrud	ˈuðˌbʁuð
køer	ˈkøːˀɐ
ambulancen	ɑmbuˈlɑŋsən
længes	ˈlɛŋəs
stump	ˈsdɔmˀb
tronen	ˈtʁoːnən
nægte	ˈnɛɡdə
ærinde	ˈɛɐənə
solnedgang	ˈsoːlnəðˌɡɑŋˀ
vægge	ˈvɛːɡə
young	ˈyɐŋ
ignorerer	injoˈʁeːˀɐ
mønter	ˈmøndɐ
banden	ˈbanən
knive	ˈkniːvə
testen	ˈtɛsdən
fornærmet	fɒˈnɛɐˀməð
laves	ˈlaːvəs
sneg	ˈsneːˀ
kravle	ˈkʁɑwlə
marcel	mɑˈsɛl
yngste	ˈøŋˀsdə
bølge	ˈbøljə
kuplen	ˈkublən
flint	ˈflenˀd
gavn	ˈɡɑwnˀ
pleje	ˈplɑjə
rapportere	ʁɑbɒˈteːˀɐ
veronica	veˈʁoːˀnika
bogstaver	ˈbɔwˌsdaːˀvɐ
pearl	ˈpœːl
satellit	sadəˈlid
videnskabsmand	ˈviːðənsɡaːbsˌmanˀ
robinson	ˈʁɐbinˌsɐn
sønnen	ˈsœnˀən
indset	ˈenˌseːˀd
kejser	ˈkɑjsɐ
fuglen	ˈfuːˀlən
latter	ˈladɐ
lettelse	ˈlɛdəlsə
halløjsa	haˈlɐjsa
bytter	ˈbydɐ
division	diviˈʃoːˀn
fineste	ˈfiːnəsdə
jens	ˈjɛns
bruden	ˈbʁuðˀən
colin	ˈkɐlen
schweiz	ˈsvɑjˀds
indgangen	ˈenˌɡɑŋˀən
bart	ˈbɑːˀd
februar	ˈfebʁuˌɑːˀ
tilgivet	ˈtelˌɡiːˀəð
ivrig	ˈiwʁi
massage	maˈsaːʃə
fruen	ˈfʁuːən
tårn	ˈtɒːˀn
gore	ˈɡɒː
forsinkelsen	fɒˈseŋˀɡəlsən
ton	ˈtoːˀn
cellen	ˈsɛlən
åbnes	ˈɔːbnəs
ansætte	ˈanˌsɛdə
kønne	ˈkœnə
moden	ˈmoðˀən
douglas	ˈdɐɡlas
meld	ˈmɛlˀ
uforskammet	ufɒˈsɡɑmˀəð
pølse	ˈpølsə
hjerner	ˈjɛɐnɐ
fortabte	fɒˈtɑbdə
høflig	ˈhøfli
drejede	ˈdʁɑjəðə
tegnebog	ˈtɑjnəˌbɔwˀ
mørkets	ˈmœɐɡəðs
sikrer	ˈseɡʁɐ
skuldre	ˈsɡulʁɐ
guide	ˈɡɑjd
percy	ˈpɛɐsi
flokken	ˈflɐɡən
griffin	ˈɡʁifin
nyligt	ˈnyːlid
forældres	fɒˈɛlˀdʁɐs
biologiske	bioˈloːˀisɡə
fartøj	ˈfɑːˌtɐj
vicepræsident	ˈviːsəpʁesiˌdɛnˀd
lucky	ˈlɐki
gåde	ˈɡɔːðə
symptomer	symˈtoːˀmɐ
lynette	lyˈnɛdə
allan	ˈalan
forårsaget	fɒɒˈsaːˀəð
udfylde	ˈuðˌfylˀə
søskende	ˈsøsɡənə
kvæg	ˈkvɛːˀ
hændelser	ˈhɛnəlsɐ
verdener	ˈvɛɐdənɐ
nære	ˈnɛːɐ
teater	teˈaːˀdɐ
kuglepen	ˈkuːləˌpɛnˀ
sniger	ˈsniːˀɐ
inderst	ˈenˀɐsd
heldet	ˈhɛlˀəð
giften	ˈɡifdən
sigtet	ˈseɡdəð
dødens	ˈdøðˀəns
jagtet	ˈjɑɡdəð
kirkegården	ˈkiɐɡəˌɡɒːˀɐn
etager	eˈtaːˀʃɐ
rare	ˈʁɑːɐ
køretøj	ˈkøːɐˌtɐj
gangster	ˈɡaːŋsdɐ
analyse	anaˈlyːsə
makeup	mɛjɡˈɐb
bevægelser	beˈvɛːˀəlsɐ
håndklæde	ˈhɐnˌklɛːðə
gennembrud	ˈɡɛnəmˌbʁuðˀ
mack	ˈmaɡ
misforstået	ˈmisfɒˌsdɔːˀəð
oftere	ˈɐfdɐɐ
riffel	ˈʁefəl
udsigten	ˈuðˌseɡdən
indsatte	ˈenˌsadə
arbejd	ˈɑːˌbɑjˀd
janice	ˈdjanis
dømmekraft	ˈdœməˌkʁɑfd
korrupt	kɒˈʁubd
skråt	ˈsɡʁɐd
henrettet	ˈhɛnˌʁɛdəð
pind	ˈpenˀ
beslutningen	beˈsludˌneŋˀən
fødsel	ˈføsəl
modsætning	ˈmoðˌsɛdneŋ
endelige	ˈɛnəˌliːˀə
ærlighed	ˈɛɐliˌheðˀ
lærere	ˈlɛːɐɐ
alliance	aliˈɑŋsə
dækkede	ˈdɛɡəðə
studerede	sduˈdeːˀɐðə
