# Punjabi CROSS-SCRIPT restoration lexicon — real Shahmukhi spelling ⇥ GOLD canonical IPA.
# The IPA comes from the VOWELED Gurmukhi sister-spelling (kaikki dual-script pairs) via our Gurmukhi g2p,
# so it restores the short vowels + majhūl و/ی + retroflex ن/ݨ the Shahmukhi abjad drops. CC-BY-SA (kaikki).
# SECOND SOURCE: pa↔pnb Wikipedia TITLE pairs (Wikidata sitelinks; 18,930 dual-wiki articles), word-aligned
# positionally when token counts match — every pair clears the same skeleton gate (a re-worded title
# differs in its plain consonants and is dropped: ਮਹਾਤਮਾ/موہن). Titles are CC-BY-SA like the rest.
# Consonant-skeleton gated. Regenerate: tools/perso-arabic/build_gurmukhi_shahmukhi.ts
آؤچ	ˈaːʊt͡ʃ
دبݨا	d̪ˈəbːəɳaː
دت	d̪ˈət̪ː
دتا	d̪ˈət̪ːaː
دتانی	d̪ət̪ːˈaːniː
دتہ	d̪ˈət̪ːaː
دجانی	d̪əd͡ʒˈaːniː
ددھ	d̪ˈʊ˥˩d̪ː
ددھا	d̪ˈɪd̪ːaː
دراز	d̪əɾˈaːz
دراس	d̪əɾˈaːs
درانی	d̪ʊɾˈaːniː
دراوڑ	d̪ɾˈaːʋɪɽ
دراوڑی	d̪əɾˈaːʋɽiː
دراڑ	d̪əɾˈaːɽ
دربار	d̪əɾbˈaːɾ
دربارا	d̪əɾbˈaːɾaː
دربھنگا	d̪ə˥˩ɾbˈə̃ŋɡaː
درج	d̪ˈəɾəd͡ʒ
درخت	d̪ˈəɾəxːət̪
درد	d̪ˈəɾəd̪
دردانہ	d̪ʊɾd̪ˈaːnaː
دردر	d̪ˈəɾɪd̪ːəɾ
درز	d̪ˈəɾəz
درزی	d̪ˈəɾziː
درست	d̪ˈəɾʊsət̪
درشن	d̪ˈəɾʃən
درشٹی	d̪ɾˈɪʃʈiː
درماندہ	d̪əɾmˈãn̪d̪aː
دروازا	d̪əɾʋˈaːzaː
دروازہ	d̪əɾʋˈaːzaː
درواسا	d̪ʊɾʋˈaːsaː
دروان	d̪əɾʋˈaːn
دروجی	d̪əɾˈoːd͡ʒiː
دروز	ɖəɾˈuːz
دروپدی	d̪əɾˈɔːpd̪iː
درویش	d̪əɾʋˈeːʃ
درگا	d̪ˈʊɾɡaː
درگاوتی	d̪ʊɾɡˈaːʋt̪iː
درگاہ	d̪əɾɡˈaːɦ
درہ	d̪ˈəɾːaː
دری	d̪ˈəɾiː
درید	d̪ʊɾˈɛːd̪
دریدا	d̪eːɾˈiːd̪aː
دس	d̪ˈəsː
دساں	d̪ˈəsːã
دست	d̪ˈəsət̪
دستار	d̪əst̪ˈaːɾ
دستانے	d̪əst̪ˈaːnaː
دستاویز	d̪əst̪aːʋˈeːz
دستاویزی	d̪əst̪aːʋˈeːziː
دستخط	d̪əsˈət̪xət̪
دستور	d̪əst̪ˈuːɾ
دستوری	d̪əst̪ˈuːɾiː
دستکاری	d̪əsət̪kˈaːɾiː
دسدا	d̪ˈəsːəd̪aː
دسدی	d̪ˈəsːəd̪iː
دسدے	d̪ˈəsːəd̪eː
دسم	d̪ˈəsəm
دسمبر	d̪əsˈə̃mbəɾ
دسن	d̪ˈəsːəɳ
دسنا	d̪ˈɪsːəɳaː
دسو	d̪ˈəsːoː
دسواں	d̪ˈəsʋã
دسپور	d̪ˈɪspʊɾ
دسہرا	d̪ˈʊsɦɪɾaː
دسی	d̪ˈəsːiː
دسینا	ɖiːsˈeːnaː
دسیں	d̪ˈəsːẽ
دسے	d̪ˈəsːeː
دسݨا	d̪ˈəsːəɳaː
دشا	d̪ˈɪʃaː
دشرتھ	d̪ˈəʃɾət̪ʰ
دشمن	d̪ˈʊʃməɳ
دشمݨ	d̪ˈʊʃməɳ
دشو	d̪ˈʊʃuː
دعا	d̪ˈʊaː
دغا	d̪ˈəɣaː
دفتر	d̪ˈəft̪əɾ
دفتراں	d̪əfˈət̪ɾã
دفتروں	d̪əfˈət̪ɾõ
دفتری	d̪əfˈət̪ɾiː
دفع	d̪ˈəfaː
دل	d̪ˈɪl
دلائی	d̪əlˈaːiː
دلاری	d̪ʊlˈaːɾiː
دلال	d̪əlˈaːl
دلاور	d̪ɪlˈaːʋəɾ
دلبیر	d̪əlbˈiːɾ
دلت	d̪ˈəlɪt̪
دلجان	d̪ɪld͡ʒˈaːn
دلجیت	d̪əld͡ʒˈiːt̪
دلدر	d̪ˈəlɪd̪ːəɾ
دلرس	d̪ɪlɾˈaːs
دلشاد	d̪ɪlʃˈaːd̪
دلشان	d̪ɪlʃˈaːn
دلوائی	d̪əlʋˈaːiː
دلپترام	d̪əlpət̪ɾˈaːm
دلپزیر	d̪ɪləpzˈiːɾ
دلچسپ	d̪ɪlˈət͡ʃsəp
دلچند	d̪əlt͡ʃˈə̃n̪d̪
دلگیر	d̪ɪlɡˈiːɾ
دلی	d̪ˈɪlːiː
دلیانا	d̪ɪljˈaːnaː
دلیر	d̪əlˈeːɾ
دلیپ	d̪ɪlˈiːp
دم	d̪ˈə̃m
دماغ	d̪ɪmˈaːɣ
دمالا	d̪ʊmˈaːlaː
دمام	d̪əmˈaːm
دماما	d̪əmˈaːmaː
دمتری	d̪əmˈiːt̪ɾiː
دمدما	d̪əmˈəd̪maː
دمدمی	d̪əmˈəd̪miː
دمن	d̪ˈəmən
دن	d̪ˈɪn
دنا	d̪ˈɪnaː
دند	d̪ˈə̃n̪d̪
دنداسا	d̪ˈə̃n̪d̪aːsaː
دنڈاوتے	d̪ˈə̃ɳɖəʋt̪eː
دنڈی	d̪ˈə̃ɳɖiː
دنکر	d̪ˈɪŋkəɾ
دنگے	d̪ˈə̃ŋɡeː
دنی	d̪ˈeːniː
دو	d̪ˈoː
دوا	d̪ˈəʋaː
دواؤنا	d̪ɪʋˈaːʊɳaː
دوائی	d̪əʋˈaːiː
دوائیاں	d̪əʋaːˈiːã
دوات	d̪əʋˈaːt̪
دواخانہ	d̪əʋaːxˈaːnaː
دوالا	d̪ɪʋˈaːɭaː
دوالی	d̪ɪʋˈaːliː
دوانا	d̪ʊʋˈaːɳaː
دواکھا	d̪əʋˈaːkʰaː
دواکھڑی	d̪əʋˈaːkʰɽiː
دواݨا	d̪ʊʋˈaːɳaː
دوبے	d̪ˈuːbeː
دوتی	d̪ˈʊt̪iː
دوجا	d̪ˈuːd͡ʒaː
دوجی	d̪ˈuːd͡ʒiː
دوحا	d̪ˈoːɦaː
دودوما	d̪oːd̪ˈoːmaː
دور	d̪ˈuːɾ
دوربین	d̪uːɾbˈiːn
دورہ	d̪ˈɔːɾaː
دوزخ	d̪ˈoːzəx
دوست	d̪ˈoːsət̪
دوستی	d̪ˈoːst̪iː
دوسرا	d̪ˈuːsɾaː
دوسری	d̪ˈuːsɾaː
دوسٹ	d̪ˈoːsʊt̪
دوسہ	d̪ˈɔːsaː
دوشینت	d̪ʊʃɪˈə̃n̪t̪
دولا	d̪ˈɔːlaː
دولت	d̪ˈɔːlət̪
دولتالا	d̪ˈoːlt̪aːlaː
دولتانہ	d̪ˈɔːlt̪aːnaː
دون	d̪ˈɔːɳ
دونانہ	d̪oːnɪˈaːnaː
دوپٹا	d̪ˈʊpəʈːaː
دوپہر	d̪ˈʊpɦɪɾ
دوڑ	d̪ˈɔːɽ
دوڡوری	d̪ˈʊʋʊɾiː
دوکان	d̪ʊkˈaːn
دوکھ	d̪ˈoːkʰ
دوہتا	d̪ˈoːɦt̪aː
دوہرا	d̪ˈoːɦɾaː
دوہن	d̪ˈʊɦən
دوہڑے	d̪ˈuːɦɽeː
دویسر	d̪əʋˈeːsəɾ
دکشت	d̪ˈɪkʃɪt̪
دکشیانی	d̪əkəʃjˈaːniː
دکھ	d̪ˈʊkʰː
دکھن	d̪ˈəkʰːəɳ
دکھنی	d̪ˈəkʰːəɳiː
دکھݨا	d̪ˈʊkʰɳaː
دگل	d̪ˈʊɡːəl
دھات	t̪ˈaː˨˩t̪
دھاتو	t̪ˈaː˨˩t̪uː
دھارا	t̪ˈaː˨˩ɾaː
دھام	t̪ˈaː˨˩m
دھامی	t̪ˈaː˨˩miː
دھان	t̪ˈaː˨˩n
دھاگا	t̪ˈaː˨˩ɡaː
دھتورا	t̪ˈə˨˩t̪uːɾaː
دھر	t̪ˈɪ˨˩ɾ
دھرتی	t̪ˈə˨˩ɾɪt̪iː
دھرلا	t̪ˈə˨˩ɾlaː
دھرم	t̪ˈə˨˩ɾəm
دھرمندر	t̪ə˨˩ɾmˈɪ̃n̪d̪əɾ
دھرمپوری	t̪ˈə˨˩ɾəmpʊɾiː
دھرمی	t̪ˈə˨˩ɾmiː
دھروپد	t̪ˈə˨˩ɾʊpəd̪
دھروہنا	t̪ə˨˩ɾˈuːɦɳaː
دھریجو	t̪ˈə˨˩ɾeːd͡ʒoː
دھریک	t̪ə˨˩ɾˈiːk
دھریکدی	t̪ə˨˩ɾˈiːkd̪iː
دھریکدے	t̪ə˨˩ɾˈiːkd̪eː
دھریکنا	t̪ə˨˩ɾˈiːkɳaː
دھسال	ʈə˨˩sˈaːl
دھمنی	t̪ˈə˨˩mɳiː
دھموڑی	t̪ˈə˨˩muːɽiː
دھن	t̪ˈə˨˩n
دھنا	t̪ˈə̃˨˩naː
دھنامل	t̪ˈə˨˩naːməl
دھنباد	t̪ə˨˩nbˈaːd̪
دھنجل	t̪ˈə̃˨˩ɲd͡ʒəl
دھند	t̪ˈʊ̃˨˩n̪d̪
دھنراج	t̪ə˨˩nɾˈaːd͡ʒ
دھنولا	t̪ˈə˨˩nɔːlaː
دھني	t̪ˈʊ˨˩niː
دھوبی	t̪ˈoː˨˩biː
دھوت	t̪ˈuː˨˩t̪
دھوتھڑ	t̪ˈoː˨˩t̪ʰəɽ
دھوتی	t̪ˈoː˨˩t̪iː
دھولا	t̪ˈɔː˨˩ɭaː
دھولاویرا	t̪ˈoː˨˩laːʋiːɾaː
دھون	t̪ˈɔː˨˩ɳ
دھونی	t̪ˈoː˨˩niː
دھوڑ	t̪ˈuː˨˩ɽ
دھوکھا	t̪ˈoː˨˩kʰaː
دھوݨ	t̪ˈɔː˨˩ɳ
دھيما	t̪ˈiː˨˩maː
دھپ	t̪ˈʊ˨˩pː
دھڑکن	t̪ˈə˨˩ɽkəɳ
دھکا	t̪ˈə˨˩kːaː
دھکار	t̪ɪ˨˩kːˈaːɾ
دھکارنا	t̪ɪ˨˩kːˈaːɾɳaː
دھگا	t̪ˈʊ˨˩ɡːaː
دھی	t̪ˈiː˨˩
دھیر	t̪ˈiː˨˩ɾ
دھیروبین	t̪iː˨˩ɾuːbˈeːn
دہات	d̪əɦˈaːt̪ʊ
دہانا	d̪ʊɦˈaːɳaː
دہانوکر	d̪əɦnˈuːkəɾ
دہاکا	d̪əɦˈaːkaː
دہاݨا	d̪ʊɦˈaːɳaː
دہرادون	d̪eːɦɾaːd̪ˈuːn
دہشت	d̪ˈəɦʃət̪
دہل	d̪ˈəɦɪl
دہلوی	d̪eːɦˈəlʋiː
دہن	d̪ˈəɦən
دہيز	d̪əɦˈeːz
دہی	d̪ˈəɦĩ
دہیں	d̪ˈəɦĩ
دی	d̪ˈiː
دیؤ	d̪ˈɪuː
دیؤل	d̪ɪˈoːl
دیا	d̪ˈəjaː
دیال	d̪əjˈaːl
دیالن	d̪əjˈaːlən
دیبا	d̪ˈiːbaː
دیبی	d̪ˈeːbiː
دیبے	d̪ˈeːbiː
دید	d̪ˈiːd̪
دیدات	d̪ˈiːd̪ət̪
دیدار	d̪iːd̪ˈaːɾ
دیدی	d̪ˈiːd̪iː
دیرگھ	d̪iːɾˈə˥˩ɡ
دیس	d̪ˈeːs
دیسائی	d̪eːsˈaːiː
دیسوال	d̪eːsʋˈaːl
دیسی	d̪ˈeːsiː
دیش	d̪ˈeːʃ
دیشا	d̪ˈɪʃaː
دیشمکھ	d̪ˈeːʃmʊkʰ
دیشپانڈے	d̪eːʃpˈãɳɖeː
دیموو	d̪iːmˈoːʋ
دین	d̪ˈiːn
دینا	d̪ˈeːɳaː
دینار	d̪ɪnˈaːɾ
دیناناتھ	d̪iːnaːnˈaːt̪ʰ
دینش	d̪ɪnˈeːʃ
دینک	d̪ˈɛːnɪk
دیپ	d̪ˈiːp
دیپا	d̪ˈiːpaː
دیپالی	d̪iːpˈaːliː
دیپتی	d̪ˈiːpt̪iː
دیپک	d̪ˈiːpək
دیپکا	d̪ˈiːpɪkaː
دیپیکا	d̪ˈiːpɪkaː
دیکشا	d̪ˈiːkʃaː
دیکشت	d̪ˈiːkʃɪt̪
دیکھنا	d̪ˈeːkʰɳaː
دیکیپریؤ	d̪iːkˈɛːpɾiːoː
دیگ	d̪ˈeːɡ
دیہاتی	d̪ɪɦˈaːt̪iː
دیہاڑ	d̪ɪɦˈaːɽaː
دیہرا	d̪ˈeːɦɾaː
دے	d̪ˈeː
ذات	zˈaːt̪
ذاکر	zˈaːkɪɾ
ذريعہ	zəɾˈiːaː
ذرہ	zˈəɾaː
ذلالت	zəlˈaːlət̪
ذليل	zəlˈiːl
ذمہ	zˈʊ̃maː
ذکی	zˈaːkiː
ذہین	zəɦˈiːn
ذیل	zˈɛːl
رؤف	ɾˈɔːf
رئیس	ɾəˈiːs
رئیسی	ɾəˈiːsiː
را	ɾˈaː
راؤ	ɾˈaːoː
راؤت	ɾaːˈuːt̪
راؤنڈ	ɾaːˈũɳɖ
راؤنڈر	ɾaːˈũɳɖəɾ
رائت	ɾˈaːɪt̪
رائتا	ɾˈaːɪt̪aː
رائل	ɾˈaːɪl
رائلز	ɾˈaːɪləz
رائما	ɾˈaːɪmaː
رائنا	ɾˈɛːnaː
رائٹ	ɾˈaːɪʈ
رائٹس	ɾaːˈiːʈəs
رائی	ɾˈaːiː
رائین	ɾaːˈiːn
رائیواڑہ	ɾaːɪʋˈaːɽaː
رائیٹرز	ɾaːˈiːʈɾəz
رائیڈرز	ɾaːˈiːɖɾəz
رائے	ɾˈaːeː
رابرٹ	ɾˈaːbɾəʈ
رابعہ	ɾaːbˈiːaː
رابن	ɾˈoːbɪn
رابندرناتھ	ɾəbɪ̃n̪d̪əɾnˈaːt̪ʰ
رابنسن	ɾɔːbˈɪnsən
رابھا	ɾˈaː˥˩baː
رات	ɾˈaːt̪
راتبزاد	ɾət̪eːbzˈaːd̪
راج	ɾˈaːd͡ʒ
راجا	ɾˈaːd͡ʒaː
راجارمن	ɾaːd͡ʒˈaːɾmən
راجاوت	ɾaːd͡ʒˈaːʋət̪
راجاں	ɾˈaːd͡ʒã
راجر	ɾˈoːd͡ʒəɾ
راجستھان	ɾaːd͡ʒəst̪ʰˈaːn
راجستھانی	ɾaːd͡ʒəst̪ʰˈaːniː
راجسمند	ɾaːd͡ʒəsmˈə̃n̪d̪
راجشاہی	ɾˈaːd͡ʒʃaːɦiː
راجشاہیاں	ɾˈaːd͡ʒʃaːɦiːã
راجلکشمی	ɾaːd͡ʒəlkˈəʃmiː
راجن	ɾˈaːd͡ʒən
راجندر	ɾəd͡ʒˈɪ̃n̪d̪əɾ
راجندرجیت	ɾaːd͡ʒɪ̃n̪d̪əɾd͡ʒˈiːt̪
راجندرن	ɾaːd͡ʒˈẽn̪d̪əɾən
راجو	ɾˈaːd͡ʒuː
راجوری	ɾaːd͡ʒˈɔːɾiː
راجپال	ɾaːd͡ʒpˈaːl
راجپوت	ɾaːd͡ʒpˈuːt̪
راجکمار	ɾaːd͡ʒkʊmˈaːɾ
راجگرو	ɾˈaːd͡ʒɡʊɾuː
راجہ	ɾˈaːd͡ʒaː
راجی	ɾˈaːd͡ʒiː
راجیسکر	ɾaːd͡ʒˈeːskəɾ
راجیش	ɾaːd͡ʒˈeːʃ
راجیندر	ɾaːd͡ʒˈẽn̪d̪əɾ
راجے	ɾˈaːd͡ʒeː
راحت	ɾˈaːɦət̪
راحیل	ɾəɦˈiːl
راحیلہ	ɾaːɦˈiːlaː
راخش	ɾˈaːxəʃ
رادھا	ɾˈaː˥˩d̪aː
رادھیکا	ɾˈaː˥˩d̪ɪkaː
رارا	ɾˈaːɾaː
راز	ɾˈaːz
رازدان	ɾaːzd̪ˈaːn
رازی	ɾˈaːziː
راس	ɾˈaːs
راشد	ɾˈaːʃɪd̪
راشدی	ɾəʃˈiːd̪iː
راشٹرپتی	ɾaːʃəʈɾˈəpt̪iː
راشی	ɾˈaːʃiː
راضی	ɾˈaːziː
رال	ɾˈaːɭ
رالف	ɾˈaːləf
رالکو	ɾˈaːlkoː
رام	ɾˈaːm
راما	ɾˈaːmaː
رامادی	ɾəmˈaːd̪iː
رامانند	ɾaːmaːnˈə̃n̪d̪
رامانی	ɾəmˈaːniː
راماکرشنان	ɾaːməkɾˈɪʃɳən
رامبن	ɾˈaːmbən
رامبی	ɾˈaːmbiː
رامجس	ɾˈaːmd͡ʒəs
رامدورائی	ɾˈaːmd̪oːɾaːiː
رامدھاری	ɾˈaː˥˩md̪aːɾiː
رامسر	ɾˈaːmsəɾ
رامن	ɾˈaːmən
راموجی	ɾaːmˈoːd͡ʒiː
رامپال	ɾaːmpˈaːl
رامپوری	ɾˈaːmpʊɾiː
رامچندر	ɾaːmt͡ʃˈə̃n̪d̪əɾ
رامکرشن	ɾaːmˈəkɾɪʃən
رانا	ɾˈaːɳaː
رانجھا	ɾˈã˥˩ɲd͡ʒaː
رانجھن	ɾˈã˥˩ɲd͡ʒən
رانجھݨ	ɾˈã˥˩ɲd͡ʒəɳ
راندے	ɾˈãn̪d̪eː
رانو	ɾˈaːɳoː
رانچی	ɾˈãɲt͡ʃiː
رانڈے	ɾˈaːɳɖeː
رانی	ɾˈaːɳiː
رانیکھیت	ɾaːniːkʰˈeːt̪
رانے	ɾˈaːɳeː
راول	ɾˈaːʋəl
راولا	ɾˈaːʋlaː
راولپنڈی	ɾaːʋəlpˈɪ̃ɳɖiː
راون	ɾˈaːʋəɳ
راوی	ɾˈaːʋiː
راٹھور	ɾaːʈʰˈɔːɾ
راچن	ɾˈət͡ʃɪn
راچیل	ɾaːt͡ʃˈeːl
راکسٹار	ɾɔːkəsʈˈaːɾ
راکشستال	ɾəkʃˈaːst̪əl
راکٹ	ɾˈaːkəʈ
راکھا	ɾˈaːkʰaː
راکھش	ɾˈaːkʰəʃ
راکھی	ɾˈaːkʰiː
راکیش	ɾaːkˈeːʃ
راگ	ɾˈaːɡ
راگی	ɾˈaːɡiː
راہ	ɾˈaːɦ
راہب	ɾˈaːɦəb
راہبر	ɾˈaːɦbəɾ
راہداری	ɾˈaːɦd̪aːɾiː
راہل	ɾˈaːɦʊl
راہنا	ɾˈaːɦɳaː
راہول	ɾˈaːɦʊl
راہی	ɾˈaːɦiː
راہیں	ɾˈaːɦĩ
راۓ	ɾˈaːeː
راۓپور	ɾˈaːɪpʊɾ
راݨی	ɾˈaːɳiː
رب	ɾˈəbː
ربا	ɾˈəbːaː
رباب	ɾəbˈaːb
ربابی	ɾəbˈaːbiː
رباط	ɾəbˈaːt̪
رباعی	ɾʊbˈaːiː
ربانی	ɾəbːˈaːniː
ربڑ	ɾˈəbəɽ
ربڑی	ɾˈəbɽiː
ربی	ɾˈəbːiː
ربیعہ	ɾaːbˈiːaː
رت	ɾˈət̪ː
رتا	ɾˈət̪ːaː
رتالو	ɾət̪ˈaːluː
رتبہ	ɾˈʊt̪baː
رتلم	ɾət̪lˈaːm
رتن	ɾˈət̪ən
رتناگر	ɾət̪nˈaːɡəɾ
رتناگری	ɾət̪nˈaːɡɪɾiː
رتنجی	ɾət̪ˈəɲd͡ʒiː
رتو	ɾˈət̪ːuː
رتھ	ɾˈuːt̪ʰ
رتی	ɾˈət̪ːiː
رتیلال	ɾət̪iːlˈaːl
رتے	ɾˈət̪ːeː
رج	ɾˈəd͡ʒ
رجانی	ɾˈəd͡ʒniː
رجاݨا	ɾəd͡ʒˈaːnaː
رجب	ɾˈəd͡ʒəb
رجنی	ɾˈəd͡ʒniː
رجنیش	ɾəd͡ʒnˈiːʃ
رجنیگندھا	ɾəd͡ʒniːɡˈə̃˥˩n̪d̪aː
رحلہ	ɾˈɪɦlaː
رحمان	ɾəɦɪmˈaːn
رحمانی	ɾəɦɪmˈaːniː
رحمت	ɾˈəɦɪmət̪
رحیل	ɾʊɦˈɛːl
رحیم	ɾəɦˈiːm
رحیمہ	ɾəɦˈiːmaː
رخ	ɾˈʊx
رخسار	ɾʊxsˈaːɾ
رخسانہ	ɾʊxsˈaːnaː
رد	ɾˈəd̪ː
رداس	ɾeːɖˈiːəs
ردراکھ	ɾʊd̪ːəɾˈaːkʰ
ردرفورڈ	ɾəd̪əɾfˈoːɾəɖ
ردھما	ɾˈɪ˥˩d̪ɪmaː
ردیف	ɾəd̪ˈiːf
رس	ɾˈəs
رسالو	ɾəsˈaːluː
رسالہ	ɾəsˈaːlaː
رستم	ɾˈʊst̪əm
رستہ	ɾˈəst̪aː
رسد	ɾˈəsəd̪
رسدار	ɾəsd̪ˈaːɾ
رسل	ɾˈəsəl
رسم	ɾˈəsəm
رسماں	ɾˈəsmã
رسمی	ɾˈəsmiː
رسوئی	ɾəsˈoːiː
رسول	ɾəsˈuːl
رسولن	ɾəsˈuːlən
رسکن	ɾˈəskɪn
رسی	ɾˈəsːiː
رش	ɾˈəʃː
رشبھ	ɾɪʃˈə˥˩b
رشتہ	ɾˈɪʃt̪aː
رشد	ɾˈʊʃəd̪
رشدی	ɾˈʊʃd̪iː
رشمور	ɾəʃmˈoːɾ
رشمی	ɾˈəʃmiː
رشمیکا	ɾˈəʃmɪkaː
رشپندر	ɾəʃpˈɪ̃n̪d̪əɾ
رشی	ɾˈɪʃiː
رشیتا	ɾɪʃˈiːt̪aː
رشید	ɾəʃˈiːd̪
رشیم	ɾˈəʃɪm
رشینا	ɾɪʃˈiːnaː
رشیکیش	ɾɪʃiːkˈeːʃ
رضا	ɾˈəzaː
رضامند	ɾəzaːmˈə̃n̪d̪
رضوانہ	ɾɪzʋˈaːnaː
رضوی	ɾˈɪzʋiː
رع	ɾˈaː
رعنا	ɾˈaːɳaː
رفعت	ɾɪfˈaːt̪
رفیع	ɾˈəfiː
رقص	ɾˈəqəs
رل	ɾˈəl
رلاں	ɾˈəlːã
رلدا	ɾˈəld̪aː
رلدی	ɾˈəld̪iː
رلدے	ɾˈəld̪eː
رلن	ɾˈələɳ
رلنا	ɾˈəlɳaː
رلو	ɾˈəlːoː
رلکے	ɾˈɪlkeː
رلی	ɾˈəliː
رلیں	ɾˈəlːẽ
رلے	ɾˈəlːeː
رم	ɾˈɪm
رما	ɾˈəmaː
رمادان	ɾəmaːd̪ˈaːn
رمانی	ɾəmˈaːniː
رمدان	ɾəmd̪ˈaːn
رمز	ɾˈəməz
رمضان	ɾəmzˈaːn
رمن	ɾˈəmən
رمنیکا	ɾˈəmɳɪkaː
رمونا	ɾaːmˈoːnaː
رمیز	ɾəmˈiːz
رمیش	ɾəmˈeːʃ
رن	ɾˈə̃n
رنا	ɾˈaːnaː
رنبیر	ɾəɳbˈiːɾ
رنجش	ɾˈə̃ɲd͡ʒɪʃ
رندھاوا	ɾˈə̃˥˩n̪d̪aːʋaː
رندیپ	ɾəɳd̪ˈiːp
رنر	ɾˈənəɾ
رنویر	ɾəɳʋˈiːɾ
رنڈی	ɾˈə̃ɳɖiː
رنگا	ɾˈə̃ŋɡaː
رنگاسوامی	ɾə̃ŋɡˈaːsʋaːmiː
رنگو	ɾˈə̃ŋɡuː
رنگولی	ɾˈə̃ŋɡoːliː
رنگھڑ	ɾˈə̃˥˩ŋɡəɽ
رنگین	ɾə̃ŋɡˈiːn
رو	ɾˈɔː
روئز	ɾʊˈiːz
روئی	ɾˈoːiː
روئیاں	ɾoːˈiːã
روئیو	ɾoːˈiːʋ
روئیے	ɾoːˈiːeː
روا	ɾˈəʋaː
روانڈا	ɾəʋˈãɳɖaː
روانہ	ɾəʋˈaːnaː
رواڑی	ɾəʋˈaːɽiː
روبن	ɾˈoːbɪn
روبنز	ɾuːbˈeːnəz
روبوٹ	ɾoːbˈoːʈ
روبی	ɾˈɔːbiː
روبین	ɾuːbˈɛːnː
روبینا	ɾuːbˈiːnaː
روبینہ	ɾʊbˈiːnaː
روبیڈیم	ɾʊbiːɖˈiːəm
روبے	ɾˈʊbeː
روتھ	ɾˈuːt̪ʰ
روتھینیم	ɾuːt̪ʰeːnˈiːəm
روتیلا	ɾɔːt̪ˈeːlaː
روجھ	ɾˈoː˥˩d͡ʒ
روح	ɾˈuːɦ
روحانی	ɾuːɦˈaːniː
روحزن	ɾˈoːɦzɪn
روحی	ɾˈuːɦiː
رودر	ɾˈʊd̪əɾ
رودم	ɾˈoːd̪ːəm
رودن	ɾˈuːd̪ɪn
رودولی	ɾʊd̪ˈɔːliː
رودکی	ɾˈʊd̪kiː
روز	ɾˈoːz
روزا	ɾˈoːzaː
روزالن	ɾoːzˈaːlɪn
روزانہ	ɾʊzˈaːnaː
روزنامہ	ɾˈoːznaːmaː
روزویلٹ	ɾˈuːzʋɛːləʈ
روزگار	ɾʊzɡˈaːɾ
روزہ	ɾˈoːzaː
روزی	ɾˈoːziː
روس	ɾˈuːs
روسم	ɾˈɔːsəm
روسٹ	ɾˈoːsəʈ
روسی	ɾˈuːsiː
روسیٹی	ɾoːsˈeːʈiː
روشن	ɾˈoːʃən
روشنائی	ɾˈɔːʃnaːiː
روشنی	ɾˈoːʃniː
رولا	ɾˈɔːɭaː
رولاں	ɾˈoːlã
رولدو	ɾˈʊld̪uː
رولٹ	ɾˈɔːləʈ
روم	ɾˈoːm
روما	ɾˈuːmaː
رومال	ɾʊmˈaːl
رومالا	ɾʊmˈaːlaː
رومالی	ɾʊmˈaːliː
رومان	ɾˈoːmən
رومانو	ɾoːmˈaːnoː
رومانہ	ɾʊmˈaːnaː
رومانی	ɾoːmˈaːniː
روماں	ɾˈoːmã
رومر	ɾˈoːməɾ
رومن	ɾˈoːmən
رومی	ɾˈuːmiː
رومیتا	ɾˈoːmɪt̪aː
رومیل	ɾˈoːməl
رومیلا	ɾˈoːmɪlaː
رون	ɾˈoːɳ
رونا	ɾˈoːɳaː
رونالڈ	ɾoːnˈaːləɖ
رونالڈو	ɾoːnˈaːlɖoː
روند	ɾˈɔ̃n̪d̪
روندا	ɾˈõn̪d̪aː
روندل	ɾˈõn̪d̪əɭ
روندی	ɾˈõn̪d̪iː
روندے	ɾˈõn̪d̪eː
رونن	ɾˈoːnɪn
رونٹیگن	ɾˈõɳʈəɡən
رونگا	ɾˈũŋɡaː
رونی	ɾˈuːniː
روون	ɾˈoːʋəɳ
روویں	ɾˈoːʋɪjə̃
روٹ	ɾˈuːʈ
روٹلیج	ɾuːʈlˈeːd͡ʒ
روٹویلر	ɾˈɔːʈʋiːləɾ
روٹی	ɾˈoːʈiː
روپ	ɾˈuːp
روپا	ɾˈuːpaː
روپالی	ɾʊpˈaːliː
روپانی	ɾʊpˈaːniː
روپریل	ɾuːpɾˈeːl
روپمتی	ɾuːpˈəmt̪iː
روپڑ	ɾˈoːpəɽ
روپی	ɾˈuːpiː
روڈ	ɾˈoːɖ
روڈ،	ɾˈoːɖ
روڈا	ɾˈoːɖaː
روڈرک	ɾˈoːɖɾɪk
روڈریگو	ɾˈɔːɖɾiːɡoː
روڈیشا	ɾʊd̪ˈiːʃaː
روڈے	ɾˈoːɖeː
روڑی	ɾˈoːɽiː
روک	ɾˈoːk
روکڑ	ɾˈoːkəɽ
روکی	ɾˈɔːkiː
روگ	ɾˈoːɡ
روگانو	ɾoːɡˈaːɳuː
روہ	ɾˈəɦʊ
روہت	ɾˈoːɦɪt̪
روہنی	ɾˈoːɦɪniː
روہی	ɾˈuːɦiː
روہیلہ	ɾʊɦˈiːlaː
روہینی	ɾˈoːɦɪɳiː
روی	ɾˈəʋiː
رویداس	ɾəʋiːd̪ˈaːs
روینا	ɾəʋˈiːnaː
