# Persian (fa) abjad → IPA gold — the SHORT-VOWEL RESTORATION target. Fully-voweled human pronunciations
# from wikipron fas_arab BROAD (CC0/CC-BY-SA, Wiktionary), deduped; single-letter name citations dropped;
# homograph variants kept as extra tab fields (a word is credited if ANY variant matches). This is the
# data fa's restorer should train/lookup on (abjad↔IPA), vs the current Arabic-Tashkeela harakat silver.
آئین	ʔaːjiːn	ʔaːʔiːn
آئینه	ʔaːʔiːna
خوار	xʷaːr
خواربار	xʷaːrbaːr
خواردن	xʷaːrdan
خوارزم	xʷaːrazm
خوارزمشاه	xʷaːrazmʃaːh
خوارزمشاهان	xʷaːrazmʃaːhaːn
خوارزمی	xʷaːrazmiː
خواری	xʷaːriː
خواستار	xʷaːstaːr
خواستن	xʷaːstan
خواسته	xʷaːsta
خواستگار	xʷaːstiɡaːr
خوال	xʷaːl
خوان	xʷaːn
خوانا	xʷaːnaː
خواندن	xʷaːndan
خوانش	xʷaːniʃ
خواننده	xʷaːnanda
خوانندگان	xɒːnændeɡɒːn
خوانچه	xʷaːnt͡ʃa
خواه	xʷaːh
خواهان	xʷaːhaːn
خواهر	xʷaːhar
خواهرانه	xʷaːharaːna
خواهری	xʷaːhariː
خواهش	xʷaːhiʃ
خواهشمند	xʷaːhiʃmand
خوب	xuːb
خوبانی	xuːbaːniː
خوبی	xuːbiː
خود	xoːd	xʷad
خودارضایی	xʷadʔirzaːjiː
خودبین	xʷadbiːn
خودخواه	xʷadxʷaːh
خودداری	xʷaddaːriː
خودرو	xʷadraw	xʷadroː
خودنویس	xodneviːs	xʷadnawiːs
خودکار	xʷadkaːr
خودکشی	xʷadkuʃiː
خور	xawar	xawr	xur	xʷar
خوراسان	xʷaraːsaːn
خوران	xʷaraːn
خوراندن	xʷaraːndan
خوراک	xʷaraːk
خوراکی	xʷaraːkiː
خورد	xʷard
خوردن	xʷardan
خوردنی	xʷardaniː
خوردگی	xʷardaɡiː
خورش	xʷariʃ
خورشید	xʷarʃeːd
خورشیدی	xʷarʃeːdiː
خوره	xʷara	xʷarrah
خوز	xoːz
خوزستان	xoːzistaːn
خوست	xʷast
خوش	xʷaʃ
خوشا	xʷaʃaː
خوشاب	xʷaʃaːb
خوشایند	xʷaʃaːjand
خوشبخت	xʷaʃbaxt
خوشبختانه	xʷaʃbaxtaːna
خوشبختی	xʷaʃbaxʔtiː
خوشبو	xʷaʃboː	xʷaʃboːj
خوشحال	xʷaʃhaːl
خوشنویس	xoʃneviːs
خوشنویسی	xuʃnawiːsiː
خوشه	xoːʃa
خوشوقت	xʷaʃwaqt
خوشوقتم	xʷaʃwaqtam
خوشگل	xʷaʃɡil
خوشگل‌تر	xoʃɡeltæɾ
خوشگل‌ترین	xoʃɡeltæɾiːn
خوشگوار	xʷaʃɡuwaːr
خوشی	xuʃiː
خوش‌مزه	xʷaʃmaza
خوش‌نمک	xʷaʃnamak
خوف	xawf
خوفناک	xawfnaːk
خون	xuːn
خوناب	xuːnaːb
خونخوار	xuːnxʷaːr
خونریزی	xuːnreːziː
خونسرد	xuːnsard
خونه	xoːnæ
خونگرم	xuːnɡarm
خونین	xuːniːn
خون‌آشام	xuːnʔaːʃaːm
خون‌بها	xuːnbahaː
خون‌شناسی	xuːnʃinaːsiː
خوک	xuːk	xuːɡ
خوی	xoːj	xʷaj
خوید	xʷeːd
خویش	xʷeːʃ
خویشان	xʷeːʃaːn
خویشاوند	xʷeːʃaːwand
خویشتنداری	xʷeːʃtandaːriː
خیابان	xijaːbaːn
خیار	xijaːr
خیاط	xajjaːt
خیاطی	xajjaːtiː
خیال	xajaːl
خیالی	xajaːliː	xijaːliː
خیانت	xijaːnat
خیانت‌کار	xijaːnatkaːr
خیر	xajr
خیرات	xajraːt
خیره	xiːra
خیریه	xajrijja
خیز	xeːz
خیزان	xeːzaːn
خیس	xeːs
خیساندن	xeːsaːndan
خیش	xeːʃ
خیشوم	xajʃuːm
خیل	xajl
خیلی	xajleː
خیم	xiːm
خیمه	xajma
خیو	xajuː
خەر	xæːɾ
دائم	daːʔim
دائمی	daːʔimiː
داج	daːd͡ʒ
داخل	daːxil
داخلی	daːxiliː
داد	daːd
دادا	daːdaː
دادار	daːdaːr
داداش	daːdaːʃ
دادخواه	daːdxʷaːh
دادرسی	daːdrasiː
دادن	daːdan
داده	daːda
دادگاه	daːdɡaːh
دادگر	daːdɡar
دادگستر	daːdɡustar
دادگستری	daːdɡustariː
دار	daːr
دارا	daːraː
داراب	daːraːb
دارایی	daːraːjiː
دارد	daːrad
دارفلفل	daːrfilfil
دارم	daːram
دارو	daːruː
داروخانه	daːruːxaːna
داروساز	daːruːsaːz
داروسازی	daːruːsaːziː
داروشناس	daːruːʃinaːs
داروغه	daːruːɣa
دارچین	daːrt͡ʃiːn
دارکوب	daːrkoːb
داس	daːs
داستان	daːstaːn
داشتن	daːʃtan
داشن	daːʃan
داغ	daːɣ
داغستان	daːɣistaːn
داغستانی	daːɣistaːniː
دال	daːl
دالان	daːlaːn
دام	daːm
داماد	daːmaːd
دامدار	daːmdaːr
دامن	daːman
دامگاه	daːmɡaːh
دامیثا	daːmiːsaː
دانایی	daːnaːjiː
دانستن	daːnistan
دانسته	daːnista
دانش	daːniʃ
دانشجو	daːniʃd͡ʒoː
دانشمند	daːniʃmand
دانشمندی	daːniʃmandiː
دانشنامه	daːniʃnaːma
دانشکده	daːniʃkada
دانشگاه	daːniʃɡaːh
دانش‌آموز	daːniʃʔaːmoːz
دانه	daːna
دانگ	daːnɡ
دانیال	daːnijaːl
داور	daːwar
داوری	daːwariː
داوود	daːwuːd
داوودی	daːwuːdiː
داچی	daːt͡ʃiː
دایر	daːjir
دایره	daːjira
دایزه	daːjiza
دایه	daːja
دایکندی	daːjkundiː
دبستان	dabistaːn
دبیر	dabiːr
دبیرستان	dabiːristaːn
دبیره	dabiːra
دجال	dadd͡ʒaːl
دجله	did͡ʒla
دخالت	daxaːlat
دختر	doxdeɾ	doxtʰeɾ	duxtar
دخترانه	duxtaraːna
دخترباز	duxtarbaːz
دخل	daxl
دخمه	daxma
دد	dad
دده	dada
در	dar	darr	deɾ	dur
درآمد	daraːmad
درآوردن	darʔaːwardan
درا	daraːj
دراج	durraːd͡ʒ
دراز	daraːz
درازا	daraːzaː
درازگویی	daraːzɡoːjiː
دراویش	daraːwiːʃ
درایت	diraːjat
دراییدن	daraːjiːdan
درب	darb
دربار	darbaːr
درباره	darbaːraji
دربان	darbaːn
دربند	darband
درج	durd͡ʒ
درجات	darad͡ʒaːt
درجه	darad͡ʒa
درخت	daraxt	diraxt
درخشان	daraxʃaːn	diraxʃaːn	duruxʃaːn
درخشیدن	diraxʃiːdan
درخواست	darxʷaːst
درخواستن	darxʷaːstan
درخور	darxʷar
درد	dard	durd
دردادن	dardaːdan
دردانه	durdaːna
دردسر	dardisar
دردمند	dardmand
دردناک	dardnaːk
درز	darz
درزمال	darzmaːl
درزی	darziː
درس	dars
درست	durust	dɾost
درست‌کار	durustkaːr
درشت	doɾoʃt	dɾoʃt
درصد	darsad
درع	dirʔ
درفش	darafʃ	dirafʃ
درقه	daraqa
درمان	darmaːn
درمانده	darmaːnda
درمانگاه	darmaːnɡaːh
درمنه	diramna	dirmana
درمورد	darmawridi
درنا	durnaː
درنده	daranda
درنگ	diranɡ
دره	dara	darra
درها	darhaː
درو	daroː	diraw
درواخ	durwaːx
دروازه	darwaːza
دروازه‌بان	darwaːzabaːn
درود	daroːd	daruːd	duroːd	duruːd
درودن	duruːdan
دروغ	duroːɣ
دروغگو	duroːɣɡoː	duroːɣɡoːj
دروغ‌ها	duroːɣhaː
درون	daruːn	duruːn
دروند	durwand
درونه	daruːna	duruːna
درون‌همسری	daruːnhamsariː
درون‌گرا	daruːnɡaraː
درویدن	dirawiːdan
درویش	darweːʃ
درک	dark
درکار	darkaːr
درگاه	darɡaːh
درگذشت	darɡuðaʃt
درگذشتن	darɡuðaʃtan
درگر	durɡar
درگرفتن	darɡiriftan
درگیر	darɡiːr
دری	dariː
دریا	darjaː
دریائی	darjaːʔiː
دریافت	darjaːft
دریافتن	darjaːftan
دریاچه	darjaːt͡ʃa
دریدن	dariːdan
دریغ	direːɣ
دریچه	dariːt͡ʃa
دری‌زبان	dariːzabaːn
دزد	duzd
دزدی	duzdiː
دزدیده	duzdiːda
دس	das
دست	dast
دستار	dastaːr
دستان	dastaːn
دستاورد	dastaːward
دستاویز	dastaːweːz
دستبرد	dastburd
دستخط	dastxatt
دستخوش	dastxʷaʃ
دسترخوان	dastarxʷaːn
دسترس	dastras
دسترنج	dastrand͡ʒ
دستمال	dastmaːl
دستمالچی	dastmaːlt͡ʃiː
دستمزد	dastmuzd
دسته	dasta
دستور	dastuːr
دستکند	dastkand
دستگاه	dastɡaːh
دستگیر	dastɡiːr
دستگیری	dastɡiːriː
دستی	dastiː
دستیار	dastjaːr
دست‌بند	dastband
دست‌فروش	dastfuroːʃ
دست‌نماز	dastnamaːz
دسیسه	dasiːsa
دشت	daʃt	duʃt
دشخوار	duʃxʷaːr
دشمن	duʃman
دشمنی	duʃmaniː
دشنام	duʃnaːm
دشوار	duʃwaːr
دعا	duʔaː
دعوا	daʔwaː	d̪æʔvo
دعوت	daʔwat
دغا	daɣaː
دغد	duɣd
دغدغه	daɣdaɣa
دف	daf
دفاع	difaːʔ
دفتر	daftar
دفع	dafʔ
دفعه	dafʔa
دفن	dafn
دفینه	dafiːna
دق	diq
دقائق	daqaːʔiq
دقت	diqqat
دقیق	daqiːq
دقیقه	daqiːqa
دل	dil
دلال	dalaːl	dallaːl
دلاور	dilaːwar
دلبر	dilbar
دلبستگی	dilbastaɡiː
دلبند	dilband	dulband
دلتنگ	diltanɡ
دلتنگی	diltanɡiː
دلداده	dildaːda
دلدار	dildaːr
دلدوز	dildoːz
دلریش	dilreːʃ
دلسرد	dilsard
دلسوز	dilsoːz
دلشاد	dilʃaːd
دلشده	dilʃuda
دلفگار	dilfiɡaːr
دلفین	dalfiːn	dulfiːn
دلق	dalaq	dalq
دلم	dulum
دلمه	dulma
دلهره	dilhura
دلو	dalw
دلواپس	dilwaːpas
دلچسب	dilt͡ʃasp
دلچسپ	dilt͡ʃasp
دلکش	dilkaʃ
دلگیر	dilɡiːr
دلگیری	dilɡiːriː
دلیر	dileːr
دلیل	daliːl
دم	dam	dum
دما	damaː
دمادم	damaːdam
دماسنج	damaːsand͡ʒ
دماغ	dimaːɣ
دماوند	damaːwand
دمبک	dumbak
دمتک	dumtak
دمدمه	damdama
دمر	damar
دمساز	damsaːz
دمسنجه	dumsand͡ʒa	dumsind͡ʒa
دمشق	damiʃq
دمه	dama
دموگرافی	dimuːɡraːfiː
دمپایی	dampaːjiː
دمیدن	damiːdan
دنب	dunb
دنبال	dunbaːl
دنباله	dunbaːla
دنج	dind͡ʒ
دندان	dandaːn	dendɒːn
دندان‌پزشک	dandaːnpiziʃk
دنده	danda
دنیا	dunjaː
دنیدن	dæniːdæn
دنیوی	dunjawiː
ده	dah	dih
دهات	dihaːt
دهاتی	dihaːtiː
دهان	dahaːn
دهانی	dahaːniː
دهان‌دره	dahaːndarra
دهستان	dihistaːn
دهش	dihiʃ
دهقان	dihqaːn
دهقانی	dihqaːniː
دهل	duhul
دهلی	dihliː
دهم	dahum
دهه	daha
دهواری	dihwaːriː
دهگان	dihɡaːn
دهیار	dihjaːr
دو	daw	doː	du	duː
دوآب	doːaːb
دوا	dawaː
دوات	dawaːt
دواج	dawaːd͡ʒ
دواخانه	dawaːxaːna
دوار	dawwaːr
دوازده	duwaːzdah
دوال	dawaːl	duwaːl
دواله	duwaːla
دوالک	duwaːlak
دوام	dawaːm
دوباره	dubaːra
دوجنس‌گرا	dud͡ʒinsɡaraː
دوحه	duːha
دوختن	doːxtan
دود	duːd
دودل	dodel
دودمان	duːdmaːn
دودمانی	duːdmaːniː
دوده	duːda
دور	dawr	duːr
دوران	dawaraːn	dawraːn
دوراندیشی	duːrandeːʃiː
دوربین	duːrbiːn
دوردست	duːrdast
دوره	dawra
دورو	duroː
دوری	dawriː	duːriː
دوریان	duːrijaːn
دوز	doːz
دوزخ	doːzax
دوست	doːst
دوستانه	doːstaːna
دوستدار	doːstdaːr
دوستکام	doːstkaːm
دوستکان	doːstkaːn
دوستگان	doːstɡaːn
دوستی	doːstiː
دوست‌داشتنی	doːstdaːʃtaniː
دوش	doːʃ
دوشنبه	duʃanba
دوشیدن	doːʃiːdan
دوشیرمه	dawʃiːrma
دوشیزه	doːʃiːza
دوشیزگی	doːʃiːzaɡiː
دوصد	dusad
دوغ	doːɣ
دول	doːl	duwal	duːl
دولاب	dulaːb
دولت	dawlat
دولتخواه	dawlatxʷaːh
دولتمند	dawlatmand
دولتی	dawlatiː
دوم	duwum
دوک	duːk
دوکان	duːkaːn
دویدن	dawiːdan
دویست	duwiːst
دپارتمان	depɒrtʰemɒn
دچار	dut͡ʃaːr
دژ	diʒ
دژآگاه	diʒaːɡaːh	duʒaːɡaːh
دژـ	diʒ	duʒ
دژم	diʒam
دکان	dukaːn	dukkaːn	duːkaːn
دکاندار	dukaːndaːr	dukkaːndaːr
دگر	diɡar
دگرجنس‌گرا	diɡard͡ʒinsɡaraː
دگمه	duɡma
دی	daj
دیار	dijaːr
دیانت	dijaːnat
دیبا	deːbaː
دیباچه	deːbaːt͡ʃa
دیجور	dajd͡ʒuːr
دیدار	diːdaːr
دیدبان	diːdbaːn
دیدن	diːdan
دیدنی	diːdaniː
دیده	diːda
دیدگاه	diːdɡaːh
دیر	dajr	deːr
دیرباز	deːrbaːz
دیروز	diːroːz
دیزی	diːziː
دیسال	diːsaːl
دیسک	diːsk
دیسک‌ها	diːskhɒː
دیشب	diːʃab
دیم	deːm
دیمه	dajma
دین	dajn	diːn
دیندار	diːndaːr
دینی	diːniː
دین‌داری	diːndaːriː
دیهیم	dajhiːm
دیو	deːw
دیوار	deːwaːr	diːfɒ́ːl	diːwaːr
دیوال	deːwaːl
دیوان	deːwaːn	diːwaːn
دیوانه	deːwaːna	diːwaːna
دیوانگی	deːwaːnaɡiː
دیوث	dajjuːs
دیوشناسی	deːwʃinaːsiː
دیگ	deːɡ
دیگدان	deːɡdaːn
دیگر	diːɡar
ذات	ðaːt
ذاتی	zaːtiː
ذال	zaːl
ذبح	zibh	ðibh
ذبل	ðabl
ذخیره	ðaxiːra
ذرت	zurrat	ðurrat
ذره	ðarra
ذره‌بین	zarrabiːn
ذروه	ðurwa
ذلت	zillat	ðillat
ذلیل	zaliːl	ðaliːl
ذهب	zahab
ذهبی	zahabiː	ðahabiː
ذهن	ðihn
ذهنی	ðihniː
ذوالحجه	zulhidd͡ʒa
ذوالفقار	zulfaqaːr	zulfiqaːr
ذوالقعده	zulqaʔda
ذوالکفل	zulkifl
ذوب	ðawb
ذوق	zawq	ðawq
ذکر	zakar	zikr	ðakar	ðikr
ذکیه	zakijja
رأس	raʔs
رأسا	raʔsan
رأی	raʔj
رأی‌دهنده	raʔjdahanda
رؤسا	ruʔasaː
رؤیا	ruʔjaː
رؤیت	ruʔjat
رئوف	raʔuːf
رئیس	raʔiːs
رئیس‌جمهور	raʔiːsd͡ʒumhuːr
را	raː
رابط	raːbit
رابطه	raːbita
راج	raːd͡ʒ
راجستان	raːd͡ʒastaːn
راجستانی	raːd͡ʒastaːniː
راجع	raːd͡ʒiʔ
راجه	raːd͡ʒa
راحت	raːhat
راحتی	raːhatiː
راحت‌الحلقوم	raːhatʔulhulquːm
راد	raːd
رادمنش	raːdmaniʃ
رازی	raːziː
راست	raːst
راستاد	raːstaːd
راسته	raːsta
راستگو	raːstɡoː	raːstɡoːj
راستی	raːstiː
راسو	raːsuː
راضی	raːziː
راغ	raːɣ
رالف	raːlf
رام	raːm
رامین	raːmiːn
رام‌الله	ramullaːh
ران	raːn
راندن	raːndan
راننده	raːnanda
رانندگی	raːnandaɡiː
رانی	raːniː
راه	raːh
راهب	raːhib
راهبه	raːhiba
راهرو	raːhraw
راهوار	raːhwaːr
راهکار	raːhkaːr
راه‌آهن	raːhʔaːhan
راوی	raːwiː
راک	raːk
رای	raːj
رایج	raːjid͡ʒ
رایحه	raːjiha
رایگان	raːjaɡaːn	raːjɡaːn
رب	rab	rabb	rubb
رباعی	rubaːʔiː
رباعیات	rubaːʔijjaːt
ربع	rubʔ
ربودن	rubuːdan
ربیع‌الآخر	rabiːʔulaːxir
ربیع‌الاول	rabiːʔulʔawwal
ربیع‌الثانی	rabiːʔussaːniː
رتبه	rutba
رتیل	rutajl
رجا	rad͡ʒaː
رجایی	rad͡ʒaːjiː
رجب	rad͡ʒab
رجز	rad͡ʒaz
رجعت	rad͡ʒʔat
رجولیت	rud͡ʒuːlijjat
رحلت	rihlat
رحم	rahim	rahm
رحمن	rahmaːn
رحیل	rahiːl
رحیم	rahiːm
رخ	rux
رخام	ruxaːm
رخت	raxt
رختخواب	raxtixʷaːb
رختن	rextæn
رختکن	raxtkan
رخداد	ruxdaːd
رخش	raxʃ	ruxʃ
رخشان	raxʃaːn
رخشیدن	ruxʃiːdan
رخصت	ruxsat
رخم	raxam
رخوت	rixwat
رد	rad
رده	rada
ردیف	radiːf
رذالت	raðaːlat
رز	raz
رزق	rizq
رزم	razm
رزمگاه	razmɡaːh
رس	rus
رسا	rasaː
رسالت	risaːlat
رساندن	rasaːndan
رسانه	rasaːna
رسانیدن	rasaːniːdan
رستاخیز	rastaːxeːz~ristaːxeːz
رستم	rustam
رستن	rastan	rustan
رستورانت	rastuːɾɑːnt
رستورانت‌ها	rastuːɾɑːnthɑː
رستوران‌ها	rastuːɾɑːnhɑː	restoɾɒːnhɒː
رسم	rasm
رسما	rasman
رسمی	rasmiː
رسن	rasan
رسوا	ruswaː
رسوایی	ruswaːjiː
رسوب	rusuːb
رسوخ	rusuːx
رسول	rasuːl
رسید	rasiːd
رسیدن	rasiːdan
رسیدگی	rasiːdaɡiː
رشت	roʃt	ræʃt
رشته	riʃta
رشد	ruʃd
رشن	raʃn
رشوه	riʃwa
رشک	raʃk	riʃk
رشید	raʃiːd
رشیده	raʃiːda
رصد	rasad
رصدخانه	rasadxaːna
رضا	rizaː
رضائی	razaːiː
رضاقلی	rizaːquliː
رضایت	rizaːjat
رضایی	rizaːjiː
رضوان	rizwaːn
رضوی	razawiː
رطب	rutab
رطل	ratl	ritl
رطوبت	rutuːbat
رعایت	riʔaːjat
رعب	ruʔb
رعد	raʔd
رعشه	raʔʃa
رعنا	raʔnaː
رعیت	raʔijjat
رغبت	raɣbat
رف	raf
رفاه	rafaːh
رفت	raft
رفتار	raftaːr
رفتن	raftan	ruftan
رفتگان	raftiɡaːn
رفح	rafah
رفدن	rafdan	rufdan
رفسنجانی	rafsand͡ʒaːniː
رفع	rafʔ
رفقا	rufaqaː
رفقاء	rufaqaːʔ
رفو	rafuː
رفیق	rafiːq
رقابت	raqaːbat
رقاص	raqqaːs
رقص	raqs
رقصیدن	raqsiːdan
رقعه	ruqʔa
رقم	raqam
رقه	raqqa
رقیب	raqiːb
رم	ram	ɾom	ɾæm
رمبیدن	rumbiːdan
رمز	ramz
رمزی	ramziː
رمضان	ramazaːn
رمیدن	ramiːdan
رنج	rand͡ʒ
رنجه	rand͡ʒa
رنجور	rand͡ʒuːr
رنجیدن	rand͡ʒiːdan
رند	rind
رنده	randa
رندیدن	randiːdan
رنگ	raŋɡ
رنگارنگ	ranɡaːranɡ
رنگی	ranɡiː
رنگین	ranɡeːn	ranɡiːn
رنگین‌کمان	ranɡiːnkamaːn
ره	rah	rahimahullaːh
رهانیدن	rahaːniːdan
رهبر	rahbar
رهنامه	rahnaːma
رو	raw	roː	ruː
روا	rawaː
رواج	rawaːd͡ʒ
رواح	rawaːh
روادید	rævɒːd̪iːd̪
رواق	riwaːq
روان	rawaːn	rawaːn~ruwaːn
رواندا	rawaːndaː
روانی	rawaːniː
روان‌شناس	rawaːnʃinaːs
روایت	riwaːjat
روباه	roːbaːh
روبرو	roːbaroː
روبه	roːbah
روح	ruːh
روحانی	ruːhaːniː
روحی	ruːhiː
روحیه	ruːhijja
روح‌الله	ruːhʔullaːh
رود	roːd	ruːd
رودابه	ruːdaːba
رودبار	roːdbaːr
رودخانه	roːdxaːna
روز	roːz
روزانه	roːzaːna
روزبه	roːzbih
روزمره	roːzmarra
روزمه	roːzmah
روزنامه	roːznaːma
روزنامه‌نگار	roːznaːmaniɡaːr
روزنامه‌نگاری	roːznaːmaniɡaːriː
روزه	roːza
روزها	roːzhaː
روزکی	roːzakeː
روزگار	roːziɡaːr	roːzɡaːr
روزی	roːzeː	roːziː
روس	ruːs
روستا	roːstaː
روسپی	roːspiː
روسپی‌زاده	roːspiːzaːda
روسی	ruːsiː
روسیه	ruːsijja
روش	rawiʃ	rawʃ	roːʃ
روشن	rawʃan	roːʃan
روشنگری	rawʃanɡariː
روشنی	rawʃaniː	roːʃaniː
روضه	rawza
روغن	rawɣan	roːɣan
روم	ruːm
رومی	roːmiː
روناس	roːnaːs
روند	rawand
رونق	rawnaq
رونمایی	roːnamaːjiː
روهینگیا	roːhiːnɡjaː
روپوش	roːpoːʃ
روی	rawiː	roːj
رویا	roːjaː
رویانیدن	roːjaːniːdan
رویداد	roːjdaːd
رویه	rawijja	roːja
رژه	raʒa
رکابی	rikaːbiː
رکود	rukuːd
رکورد	ɾekowɾd	ɾekoːɾd
رگ	raɡ
رگه‌	raɡa
ری	raj
ریا	rijaː
ریاحی	rijaːhiː
ریاست	rajaːsat	rijaːsat
ریاض	rijaːz
ریاضیات	rijaːzijjaːt
ریال	rijaːl
ریاکار	rijaːkaːr
ریاکاری	rijaːkaːriː
ریب	rajb
ریتم	riːtm
ریحان	rajhaːn
ریحانه	rajhaːna
ریختن	reːxtan
رید	riːd
ریدن	riːdan
ریدک	rejdæk	reːdæk	riːdæk	ræjdæk
ریدی	riːdiː
ریدیم	riːdiːm
ریدین	riːdiːn
ریز	reːz
ریزاندن	reːzaːndan
ریزبین	reːzbiːn
ریزش	reːziʃ
ریزشی	reːziʃiː
ریسمان	reːsmaːn
ریش	reːʃ	riːʃ
ریشخند	reːʃxand
ریشه	reːʃa
ریشه‌شناسی	reːʃaʃinaːsiː
ریش‌تراش	riːʃtaraːʃ
ریمن	reːman
رینی	riːniː
ریه	rija
ریو	reːw
ریوند	reːwand
ریوی	rijawiː
ریچار	reːt͡ʃaːr
ریچال	reːt͡ʃaːl
ریگ	reːɡ
ریگستان	reːɡistaːn
زئوس	zeuːs
زائر	zaːʔir
زابل	zaːbul
زابلستان	zaːbulistaːn	zaːwulistaːn
زاج	zaːd͡ʒ
زادروز	zaːdroːz
زادن	zaːdan
زاده	zaːda
زادگان	zaːdaɡaːn
زادگاه	zaːdɡaːh
زاستر	zaːstar
زاغ	zaːɣ
زافه	zaːfa
زاق	zaːq
زال	zaːl
زان	zaːn
زانو	zaːnuː
زاهدان	zaːhidaːn
زاهدی	zaːhidiː
زاوش	zaːwuʃ
زاول	zaːwul
زاولستان	zaːwulistaːn
زاویه	zaːwija
زایشگاه	zaːjiʃɡaːh
زاییدن	zaːjiːdan
زباله	zubaːla
زبان	zabaːn
زبانزد	zabaːnzad
زبانه	zabaːna	zubaːna
زبان‌شناس	zabaːnʃinaːs
زبان‌شناسی	zabaːnʃinaːsiː
زبان‌ها	zabaːnhaː
زبر	zabar
زبون	zabuːn
زجاج	zad͡ʒaːd͡ʒ	zid͡ʒaːd͡ʒ	zud͡ʒaːd͡ʒ
زحل	zuhal
زحمت	zahmat
زخم	zaxm
زخمه	zaxma
زخمی	zaxmiː
زدا	zudaː
زدن	zadan
زده	zada
زدودن	zuduːdan
زر	zar	zarr	zur
زراد	zarraːd
زرادخانه	zarraːdxaːna
زراعت	ziraːʔat
زرافه	zaraːfa
زراه	zaraːh	ziraːh
زراوند	zaraːwand
زرتشت	zartuʃt
زرتشتی	zartuʃtiː
زرد	zard
زردآلو	zardaːluː
زردخانه	zaradxaːna
زردشت	zarduʃt
زردوز	zardoːz
زردوزی	zardoːziː
زردچوبه	zardt͡ʃoːba
زردک	zardak
زرشک	ziriʃk
زرشکی	ziriʃkiː
زرنا	zurnaː
زرناپا	zurnaːpaː
زرنگ	ziranɡ
زره	zirih
زرگر	zarɡar
زرین	zarriːn
زریون	zarjuːn
زشان	ziʃaːn
زشت	ziʃt
زشتی	ziʃtiː
زعفران	zaʔfaraːn
زغال	zuɣaːl
زفاف	zifaːf
زقاق	zuqaːq
زقوم	zaqquːm
زلال	zulaːl
زلزله	zalzala	zilzila
زلزله‌ای	zilzilaʔiː
زلزله‌شناس	zilzilaʃinaːs
زلزله‌شناسی	zilzilaʃinaːsiː
زلف	zulf
زلیخا	zulajxaː
زمام	zimaːm
زمان	zamaːn
زمانی	zamaːneː
زمخت	zamuxt	zumuxt
زمرد	zumurrud
زمزمه	zamzama
زمستان	zamistaːn
زمی	zmiː	zæmiː
زمین	zamiːn
زمینه	zamiːna
زمین‌شناسی	zamiːnʃinaːsiː
زن	zan
زنا	zinaː
زنار	zunnaːr
زناشویی	zanaːʃuːjiː
زنانه	zanaːna
زنانگی	zanaːnaɡiː
زنباره	zanbaːra
زنبق	zambaq
زنبور	zanbuːr
زنبورک	zanbuːrak
زنجان	zand͡ʒaːn
زنجبیل	zand͡ʒabiːl
زنجفیل	zand͡ʒafiːl
زنجی	zand͡ʒiː
زنجیر	zand͡ʒiːr	zind͡ʒiːr
زنخ	zanax
زند	zanad	zand
زندان	zindaːn
زندانبان	zindaːnbaːn
زندانی	zindaːniː
زنده	zanda	zinda
زندگانی	zindaɡaːniː
زندگی	zindaɡiː
زندگی‌نامه	zindaɡiːnaːma
زندی	zandiː
زندیق	zindiːq
زنهار	zinhaːr
زنهارخوار	zinhaːrxʷaːr
زنگ	zanɡ
زنگار	zanɡaːr
زنگبار	zanɡibaːr
زنگوله	zanɡoːla
زنگی	zanɡiː
زنی	zaniː
زن‌ستیزی	zansiteːziː
زه	zah	zih
زهدان	zahdaːn
زهر	zahr
زهره	zahra	zuhra
زهکشی	zahkaʃiː
زهی	zaheː	ziheː	zihiː
زوال	zawaːl
زوان	zawaːn	zuwaːn
زوبین	zoːbiːn
زوج	zawd͡ʒ
زوجه	zawd͡ʒa
زوجیت	zawd͡ʒijjat
زوجین	zawd͡ʒajn
زود	zuːd
زودرس	zuːdras
زودپز	zuːdpaz
زور	zawr	zoːr	zuːr
زورا	zawraː	zoːran
زورخانه	zoːrxaːna
زورق	zawraq
زورمند	zoːrmand
زورکی	zoːrakiː
زوش	zuːʃ
زوو	zvoː
زڤان	zabaːn
زکات	zakaːt
زکریا	zakarijjaː
زی	zij
زیاد	zijaːd
زیاده	zijaːda
زیارت	zijaːrat
زیان	zijaːn
زیب	zeːb
زیبا	zeːbaː
زیباتر	ziːbɒːtæɾ
زیباترین	ziːbɒːtæɾiːn
زیبایی	zeːbaːjiː
زیبنده	zeːbanda
زیبیدن	zeːbiːdan
زیتون	zajtuːn
زیتونی	zajtuːniː
زیر	zeːr
زیرا	zeːraː
زیرتبار	zirtabaːr
زیردست	zeːrdast
زیرزمین	zeːrzamiːn
زیرـ	zeːr
زیره	ziːra
زیرورو	zeːruroː
زیرک	ziːrak
زیرگروه	zeːrɡuroːh
زیست	ziːst
زیستن	ziːstan
زیست‌شناس	ziːstʃinaːs
زیست‌شناسی	ziːstʃinaːsiː
زین	zin	ziːn
زینت	ziːnat
زینه	ziːna
زیواندن	zeːwaːndan
زیور	zeːwar
زیویدن	zeːweːdan
زیگ	ziːɡ
سؤال	suʔaːl
سابق	saːbiq
سابقه	saːbiqa
ساج	saːd͡ʒ
ساحر	saːhir
ساحره	saːhira
ساحل	saːhil
ساحلی	saːhiliː
ساخت	saːxt
ساختار	saːxtaːr
ساختمان	saːxtimaːn	saːxtmaːn
ساختن	saːxtan
